# Game Session ID 
150 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:12:13 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -8.210000 26.974146 4.895190 	 -5.030000 26.974146 4.541214 	 0.100000 26.974146 5.439768 	                    	                    	                    	                    	                    	
 -8.219999 26.879587 4.935490 	 -5.060000 26.879587 4.570452 	 0.100000 26.879587 5.497086 	                    	                    	                    	                    	                    	
 -8.230000 26.785030 4.975589 	 -5.090000 26.785030 4.599490 	 0.100000 26.785030 5.554204 	                    	                    	                    	                    	                    	
 -8.240000 26.690472 5.015489 	 -5.120000 26.690472 4.628328 	 0.100000 26.690472 5.611121 	                    	                    	                    	                    	                    	
 -8.250000 26.595915 5.055189 	 -5.150000 26.595915 4.656966 	 0.100000 26.595915 5.667839 	                    	                    	                    	                    	                    	
 -8.259999 26.501356 5.094688 	 -5.180000 26.501356 4.685404 	 0.100000 26.501356 5.724357 	                    	                    	                    	                    	                    	
 -8.270000 26.406799 5.133988 	 -5.210000 26.406799 4.713642 	 0.100000 26.406799 5.780674 	                    	                    	                    	                    	                    	
 -8.280000 26.312241 5.173088 	 -5.240000 26.312241 4.741680 	 0.100000 26.312241 5.836792 	                    	                    	                    	                    	                    	
 -8.290000 26.217682 5.211987 	 -5.270000 26.217682 4.769517 	 0.100000 26.217682 5.892710 	                    	                    	                    	                    	                    	
 -8.299999 26.123125 5.250687 	 -5.300000 26.123125 4.797155 	 0.100000 26.123125 5.948428 	                    	                    	                    	                    	                    	
 -8.309999 26.028568 5.289186 	 -5.330000 26.028568 4.824594 	 0.100000 26.028568 6.003945 	                    	                    	                    	                    	                    	
 -8.320000 25.934010 5.327486 	 -5.360000 25.934010 4.851831 	 0.100000 25.934010 6.059263 	                    	                    	                    	                    	                    	
 -8.330000 25.839451 5.365586 	 -5.390000 25.839451 4.878869 	 0.100000 25.839451 6.114381 	                    	                    	                    	                    	                    	
 -8.339999 25.744894 5.403486 	 -5.420000 25.744894 4.905707 	 0.100000 25.744894 6.169299 	                    	                    	                    	                    	                    	
 -8.349999 25.650335 5.441185 	 -5.450000 25.650335 4.932345 	 0.100000 25.650335 6.224016 	                    	                    	                    	                    	                    	
 -8.360000 25.555779 5.478685 	 -5.480000 25.555779 4.958783 	 0.100000 25.555779 6.278534 	                    	                    	                    	                    	                    	
 -8.370000 25.461220 5.515985 	 -5.510000 25.461220 4.985021 	 0.100000 25.461220 6.332851 	                    	                    	                    	                    	                    	
 -8.379999 25.366661 5.553084 	 -5.540000 25.366661 5.011059 	 0.100000 25.366661 6.386970 	                    	                    	                    	                    	                    	
 -8.389999 25.272104 5.589984 	 -5.570000 25.272104 5.036897 	 0.100000 25.272104 6.440887 	                    	                    	                    	                    	                    	
 -8.400000 25.177546 5.626684 	 -5.600000 25.177546 5.062535 	 0.100000 25.177546 6.494605 	                    	                    	                    	                    	                    	
 -8.410000 25.082989 5.663183 	 -5.630000 25.082989 5.087973 	 0.100000 25.082989 6.548122 	                    	                    	                    	                    	                    	
 -8.419999 24.988430 5.699483 	 -5.660000 24.988430 5.113211 	 0.100000 24.988430 6.601440 	                    	                    	                    	                    	                    	
 -8.429999 24.893873 5.735583 	 -5.690000 24.893873 5.138248 	 0.100000 24.893873 6.654558 	                    	                    	                    	                    	                    	
 -8.440000 24.799314 5.771482 	 -5.720000 24.799314 5.163086 	 0.100000 24.799314 6.707476 	                    	                    	                    	                    	                    	
 -8.450000 24.704758 5.807182 	 -5.750000 24.704758 5.187725 	 0.100000 24.704758 6.760193 	                    	                    	                    	                    	                    	
 -8.459999 24.610199 5.842681 	 -5.780000 24.610199 5.212162 	 0.100000 24.610199 6.812711 	                    	                    	                    	                    	                    	
 -8.469999 24.515640 5.877981 	 -5.809999 24.515640 5.236400 	 0.100000 24.515640 6.865029 	                    	                    	                    	                    	                    	
 -8.480000 24.421083 5.913081 	 -5.840000 24.421083 5.260438 	 0.100000 24.421083 6.917147 	                    	                    	                    	                    	                    	
 -8.490000 24.326525 5.947981 	 -5.869999 24.326525 5.284276 	 0.100000 24.326525 6.969064 	                    	                    	                    	                    	                    	
 -8.499999 24.231968 5.982680 	 -5.900000 24.231968 5.307914 	 0.100000 24.231968 7.020782 	                    	                    	                    	                    	                    	
 -8.509999 24.137409 6.017180 	 -5.929999 24.137409 5.331352 	 0.100000 24.137409 7.072300 	                    	                    	                    	                    	                    	
 -8.520000 24.042852 6.051480 	 -5.960000 24.042852 5.354590 	 0.100000 24.042852 7.123618 	                    	                    	                    	                    	                    	
 -8.530000 23.948294 6.085579 	 -5.989999 23.948294 5.377628 	 0.100000 23.948294 7.174735 	                    	                    	                    	                    	                    	
 -8.539999 23.853737 6.119479 	 -6.020000 23.853737 5.400466 	 0.100000 23.853737 7.225653 	                    	                    	                    	                    	                    	
 -8.549999 23.759178 6.153179 	 -6.049999 23.759178 5.423104 	 0.100000 23.759178 7.276371 	                    	                    	                    	                    	                    	
 -8.559999 23.664619 6.186678 	 -6.079999 23.664619 5.445541 	 0.100000 23.664619 7.326889 	                    	                    	                    	                    	                    	
 -8.570000 23.570063 6.219978 	 -6.109999 23.570063 5.467780 	 0.100000 23.570063 7.377206 	                    	                    	                    	                    	                    	
 -8.579999 23.475506 6.253078 	 -6.139999 23.475506 5.489818 	 0.100000 23.475506 7.427324 	                    	                    	                    	                    	                    	
 -8.589999 23.380947 6.285977 	 -6.169999 23.380947 5.511655 	 0.100000 23.380947 7.477242 	                    	                    	                    	                    	                    	
 -8.599999 23.286388 6.318677 	 -6.199999 23.286388 5.533293 	 0.100000 23.286388 7.526959 	                    	                    	                    	                    	                    	
 -8.610000 23.191832 6.351177 	 -6.229999 23.191832 5.554731 	 0.100000 23.191832 7.576477 	                    	                    	                    	                    	                    	
 -8.619999 23.097273 6.383476 	 -6.259999 23.097273 5.575969 	 0.100000 23.097273 7.625795 	                    	                    	                    	                    	                    	
 -8.629999 23.002716 6.415576 	 -6.289999 23.002716 5.597007 	 0.100000 23.002716 7.674912 	                    	                    	                    	                    	                    	
 -8.639999 22.908157 6.447475 	 -6.319999 22.908157 5.617845 	 0.100000 22.908157 7.723830 	                    	                    	                    	                    	                    	
 -8.650000 22.813599 6.479176 	 -6.349999 22.813599 5.638483 	 0.100000 22.813599 7.772548 	                    	                    	                    	                    	                    	
 -8.659999 22.719042 6.510675 	 -6.379999 22.719042 5.658921 	 0.100000 22.719042 7.821066 	                    	                    	                    	                    	                    	
 -8.669999 22.624485 6.541975 	 -6.409999 22.624485 5.679159 	 0.100000 22.624485 7.869383 	                    	                    	                    	                    	                    	
 -8.679999 22.529926 6.573074 	 -6.439999 22.529926 5.699197 	 0.100000 22.529926 7.917501 	                    	                    	                    	                    	                    	
 -8.690000 22.435368 6.603974 	 -6.469999 22.435368 5.719035 	 0.100000 22.435368 7.965419 	                    	                    	                    	                    	                    	
 -8.699999 22.340811 6.634674 	 -6.499999 22.340811 5.738673 	 0.100000 22.340811 8.013137 	                    	                    	                    	                    	                    	
 -8.709999 22.246252 6.665174 	 -6.529999 22.246252 5.758111 	 0.100000 22.246252 8.060655 	                    	                    	                    	                    	                    	
 -8.719999 22.151695 6.695473 	 -6.559999 22.151695 5.777349 	 0.100000 22.151695 8.107972 	                    	                    	                    	                    	                    	
 -8.730000 22.057137 6.725573 	 -6.589999 22.057137 5.796387 	 0.100000 22.057137 8.155089 	                    	                    	                    	                    	                    	
 -8.739999 21.962578 6.755472 	 -6.619999 21.962578 5.815225 	 0.100000 21.962578 8.202007 	                    	                    	                    	                    	                    	
 -8.749999 21.868021 6.785172 	 -6.649999 21.868021 5.833862 	 0.100000 21.868021 8.248725 	                    	                    	                    	                    	                    	
 -8.759999 21.773464 6.814672 	 -6.679999 21.773464 5.852300 	 0.100000 21.773464 8.295243 	                    	                    	                    	                    	                    	
 -8.770000 21.678905 6.843971 	 -6.709999 21.678905 5.870538 	 0.100000 21.678905 8.341560 	                    	                    	                    	                    	                    	
 -8.779999 21.584347 6.873071 	 -6.739999 21.584347 5.888576 	 0.100000 21.584347 8.387678 	                    	                    	                    	                    	                    	
 -8.789999 21.489790 6.901971 	 -6.769999 21.489790 5.906414 	 0.100000 21.489790 8.433597 	                    	                    	                    	                    	                    	
 -8.799999 21.395231 6.930670 	 -6.799999 21.395231 5.924052 	 0.100000 21.395231 8.479314 	                    	                    	                    	                    	                    	
 -8.809999 21.300674 6.959170 	 -6.829998 21.300674 5.941490 	 0.100000 21.300674 8.524832 	                    	                    	                    	                    	                    	
 -8.819999 21.206116 6.987470 	 -6.859999 21.206116 5.958728 	 0.100000 21.206116 8.570149 	                    	                    	                    	                    	                    	
 -8.829999 21.111557 7.015570 	 -6.889998 21.111557 5.975766 	 0.100000 21.111557 8.615267 	                    	                    	                    	                    	                    	
 -8.839999 21.017000 7.043469 	 -6.919999 21.017000 5.992604 	 0.100000 21.017000 8.660185 	                    	                    	                    	                    	                    	
 -8.849999 20.922443 7.071169 	 -6.949998 20.922443 6.009242 	 0.100000 20.922443 8.704903 	                    	                    	                    	                    	                    	
 -8.859999 20.827885 7.098669 	 -6.979999 20.827885 6.025680 	 0.100000 20.827885 8.749420 	                    	                    	                    	                    	                    	
 -8.869999 20.733326 7.125968 	 -7.009998 20.733326 6.041918 	 0.100000 20.733326 8.793738 	                    	                    	                    	                    	                    	
 -8.879999 20.638769 7.153068 	 -7.039999 20.638769 6.057956 	 0.100000 20.638769 8.837855 	                    	                    	                    	                    	                    	
 -8.889999 20.544212 7.179967 	 -7.069998 20.544212 6.073793 	 0.100000 20.544212 8.881773 	                    	                    	                    	                    	                    	
 -8.899999 20.449654 7.206667 	 -7.099998 20.449654 6.089432 	 0.100000 20.449654 8.925491 	                    	                    	                    	                    	                    	
 -8.909999 20.355095 7.233167 	 -7.129999 20.355095 6.104869 	 0.100000 20.355095 8.969009 	                    	                    	                    	                    	                    	
 -8.919999 20.260536 7.259467 	 -7.159998 20.260536 6.120108 	 0.100000 20.260536 9.012327 	                    	                    	                    	                    	                    	
 -8.929999 20.165977 7.285566 	 -7.189999 20.165977 6.135146 	 0.100000 20.165977 9.055445 	                    	                    	                    	                    	                    	
 -8.939999 20.071421 7.311466 	 -7.219998 20.071421 6.149983 	 0.100000 20.071421 9.098362 	                    	                    	                    	                    	                    	
 -8.949999 19.976864 7.337166 	 -7.249999 19.976864 6.164621 	 0.100000 19.976864 9.141080 	                    	                    	                    	                    	                    	
 -8.959999 19.882305 7.362666 	 -7.279998 19.882305 6.179060 	 0.100000 19.882305 9.183598 	                    	                    	                    	                    	                    	
 -8.969999 19.787746 7.387965 	 -7.309999 19.787746 6.193297 	 0.100000 19.787746 9.225916 	                    	                    	                    	                    	                    	
 -8.979999 19.693190 7.413065 	 -7.339998 19.693190 6.207335 	 0.100000 19.693190 9.268033 	                    	                    	                    	                    	                    	
 -8.989999 19.598633 7.437964 	 -7.369998 19.598633 6.221173 	 0.100000 19.598633 9.309951 	                    	                    	                    	                    	                    	
 -8.999999 19.504074 7.462664 	 -7.399998 19.504074 6.234811 	 0.100000 19.504074 9.351668 	                    	                    	                    	                    	                    	
 -9.009999 19.409515 7.487164 	 -7.429998 19.409515 6.248249 	 0.100000 19.409515 9.393187 	                    	                    	                    	                    	                    	
 -9.019999 19.314959 7.511464 	 -7.459998 19.314959 6.261487 	 0.100000 19.314959 9.434505 	                    	                    	                    	                    	                    	
 -9.029999 19.220400 7.535563 	 -7.489998 19.220400 6.274525 	 0.100000 19.220400 9.475622 	                    	                    	                    	                    	                    	
 -9.039999 19.125843 7.559463 	 -7.519998 19.125843 6.287363 	 0.100000 19.125843 9.516540 	                    	                    	                    	                    	                    	
 -9.049999 19.031284 7.583163 	 -7.549998 19.031284 6.300001 	 0.100000 19.031284 9.557258 	                    	                    	                    	                    	                    	
 -9.059999 18.936726 7.606662 	 -7.579998 18.936726 6.312438 	 0.100000 18.936726 9.597775 	                    	                    	                    	                    	                    	
 -9.069999 18.842169 7.629962 	 -7.609998 18.842169 6.324677 	 0.100000 18.842169 9.638093 	                    	                    	                    	                    	                    	
 -9.079999 18.747612 7.653062 	 -7.639998 18.747612 6.336715 	 0.100000 18.747612 9.678211 	                    	                    	                    	                    	                    	
 -9.089999 18.653053 7.675961 	 -7.669998 18.653053 6.348553 	 0.100000 18.653053 9.718128 	                    	                    	                    	                    	                    	
 -9.099998 18.558495 7.698661 	 -7.699998 18.558495 6.360190 	 0.100000 18.558495 9.757846 	                    	                    	                    	                    	                    	
 -9.109999 18.463938 7.721161 	 -7.729998 18.463938 6.371628 	 0.100000 18.463938 9.797364 	                    	                    	                    	                    	                    	
 -9.119999 18.369379 7.743461 	 -7.759998 18.369379 6.382866 	 0.100000 18.369379 9.836681 	                    	                    	                    	                    	                    	
 -9.129999 18.274822 7.765560 	 -7.789998 18.274822 6.393904 	 0.100000 18.274822 9.875799 	                    	                    	                    	                    	                    	
 -9.139998 18.180264 7.787460 	 -7.819998 18.180264 6.404742 	 0.100000 18.180264 9.914717 	                    	                    	                    	                    	                    	
 -9.149999 18.085705 7.809160 	 -7.849998 18.085705 6.415380 	 0.100000 18.085705 9.953435 	                    	                    	                    	                    	                    	
 -9.159999 17.991148 7.830659 	 -7.879998 17.991148 6.425818 	 0.100000 17.991148 9.991953 	                    	                    	                    	                    	                    	
 -9.169999 17.896591 7.851959 	 -7.909998 17.896591 6.436056 	 0.100000 17.896591 10.030271 	                    	                    	                    	                    	                    	
 -9.179998 17.802032 7.873058 	 -7.939998 17.802032 6.446094 	 0.100000 17.802032 10.068388 	                    	                    	                    	                    	                    	
 -9.189999 17.707474 7.893958 	 -7.969998 17.707474 6.455932 	 0.100000 17.707474 10.106306 	                    	                    	                    	                    	                    	
 -9.199999 17.612917 7.914658 	 -7.999998 17.612917 6.465570 	 0.100000 17.612917 10.144024 	                    	                    	                    	                    	                    	
 -9.209999 17.518360 7.935158 	 -8.029998 17.518360 6.475008 	 0.100000 17.518360 10.181541 	                    	                    	                    	                    	                    	
 -9.219998 17.423801 7.955457 	 -8.059998 17.423801 6.484246 	 0.100000 17.423801 10.218859 	                    	                    	                    	                    	                    	
 -9.229999 17.329243 7.975557 	 -8.089997 17.329243 6.493284 	 0.100000 17.329243 10.255977 	                    	                    	                    	                    	                    	
 -9.239999 17.234684 7.995457 	 -8.119998 17.234684 6.502122 	 0.100000 17.234684 10.292894 	                    	                    	                    	                    	                    	
 -9.249999 17.140127 8.015157 	 -8.149998 17.140127 6.510760 	 0.100000 17.140127 10.329613 	                    	                    	                    	                    	                    	
 -9.259998 17.045570 8.034657 	 -8.179997 17.045570 6.519198 	 0.100000 17.045570 10.366130 	                    	                    	                    	                    	                    	
 -9.269999 16.951012 8.053956 	 -8.209997 16.951012 6.527436 	 0.100000 16.951012 10.402448 	                    	                    	                    	                    	                    	
 -9.279999 16.856453 8.073055 	 -8.239998 16.856453 6.535474 	 0.100000 16.856453 10.438565 	                    	                    	                    	                    	                    	
 -9.289999 16.761896 8.091955 	 -8.269998 16.761896 6.543312 	 0.100000 16.761896 10.474483 	                    	                    	                    	                    	                    	
 -9.299998 16.667339 8.110655 	 -8.299997 16.667339 6.550950 	 0.100000 16.667339 10.510201 	                    	                    	                    	                    	                    	
 -9.309999 16.572781 8.129154 	 -8.329997 16.572781 6.558387 	 0.100000 16.572781 10.545719 	                    	                    	                    	                    	                    	
 -9.319999 16.478222 8.147454 	 -8.359998 16.478222 6.565626 	 0.100000 16.478222 10.581037 	                    	                    	                    	                    	                    	
 -9.329999 16.383663 8.165554 	 -8.389997 16.383663 6.572663 	 0.100000 16.383663 10.616155 	                    	                    	                    	                    	                    	
 -9.339998 16.289106 8.183454 	 -8.419997 16.289106 6.579501 	 0.100000 16.289106 10.651073 	                    	                    	                    	                    	                    	
 -9.349998 16.194550 8.201154 	 -8.449997 16.194550 6.586139 	 0.100000 16.194550 10.685790 	                    	                    	                    	                    	                    	
 -9.359999 16.099991 8.218653 	 -8.479998 16.099991 6.592577 	 0.100000 16.099991 10.720307 	                    	                    	                    	                    	                    	
 -9.369999 16.005432 8.235953 	 -8.509997 16.005432 6.598815 	 0.100000 16.005432 10.754625 	                    	                    	                    	                    	                    	
 -9.379998 15.910875 8.253053 	 -8.539997 15.910875 6.604853 	 0.100000 15.910875 10.788743 	                    	                    	                    	                    	                    	
 -9.389998 15.816318 8.269952 	 -8.569997 15.816318 6.610691 	 0.100000 15.816318 10.822660 	                    	                    	                    	                    	                    	
 -9.399999 15.721760 8.286652 	 -8.599998 15.721760 6.616329 	 0.100000 15.721760 10.856379 	                    	                    	                    	                    	                    	
 -9.409999 15.627201 8.303151 	 -8.629997 15.627201 6.621767 	 0.100000 15.627201 10.889896 	                    	                    	                    	                    	                    	
 -9.419998 15.532643 8.319451 	 -8.659997 15.532643 6.627005 	 0.100000 15.532643 10.923214 	                    	                    	                    	                    	                    	
 -9.429998 15.438086 8.335551 	 -8.689997 15.438086 6.632043 	 0.100000 15.438086 10.956332 	                    	                    	                    	                    	                    	
 -9.439999 15.343528 8.351451 	 -8.719997 15.343528 6.636881 	 0.100000 15.343528 10.989249 	                    	                    	                    	                    	                    	
 -9.449999 15.248970 8.367150 	 -8.749997 15.248970 6.641519 	 0.100000 15.248970 11.021968 	                    	                    	                    	                    	                    	
 -9.459998 15.154412 8.382650 	 -8.779997 15.154412 6.645957 	 0.100000 15.154412 11.054485 	                    	                    	                    	                    	                    	
 -9.469998 15.059855 8.397950 	 -8.809997 15.059855 6.650195 	 0.100000 15.059855 11.086803 	                    	                    	                    	                    	                    	
 -9.479999 14.965297 8.413050 	 -8.839997 14.965297 6.654233 	 0.100000 14.965297 11.118920 	                    	                    	                    	                    	                    	
 -9.489999 14.870739 8.427949 	 -8.869997 14.870739 6.658071 	 0.100000 14.870739 11.150838 	                    	                    	                    	                    	                    	
 -9.499998 14.776180 8.442649 	 -8.899997 14.776180 6.661709 	 0.100000 14.776180 11.182556 	                    	                    	                    	                    	                    	
 -9.509998 14.681623 8.457149 	 -8.929996 14.681623 6.665147 	 0.100000 14.681623 11.214074 	                    	                    	                    	                    	                    	
 -9.519999 14.587065 8.471448 	 -8.959997 14.587065 6.668385 	 0.100000 14.587065 11.245392 	                    	                    	                    	                    	                    	
 -9.529999 14.492507 8.485548 	 -8.989997 14.492507 6.671423 	 0.100000 14.492507 11.276509 	                    	                    	                    	                    	                    	
 -9.539998 14.397949 8.499448 	 -9.019997 14.397949 6.674261 	 0.100000 14.397949 11.307427 	                    	                    	                    	                    	                    	
 -9.549998 14.303391 8.513147 	 -9.049996 14.303391 6.676898 	 0.100000 14.303391 11.338145 	                    	                    	                    	                    	                    	
 -9.559999 14.208834 8.526648 	 -9.079997 14.208834 6.679337 	 0.100000 14.208834 11.368663 	                    	                    	                    	                    	                    	
 -9.569999 14.114276 8.539947 	 -9.109997 14.114276 6.681575 	 0.100000 14.114276 11.398980 	                    	                    	                    	                    	                    	
 -9.579998 14.019718 8.553046 	 -9.139997 14.019718 6.683612 	 0.100000 14.019718 11.429098 	                    	                    	                    	                    	                    	
 -9.589998 13.925159 8.565946 	 -9.169996 13.925159 6.685451 	 0.100000 13.925159 11.459016 	                    	                    	                    	                    	                    	
 -9.599998 13.830603 8.578646 	 -9.199997 13.830603 6.687088 	 0.100000 13.830603 11.488734 	                    	                    	                    	                    	                    	
 -9.609999 13.736044 8.591146 	 -9.229997 13.736044 6.688527 	 0.100000 13.736044 11.518251 	                    	                    	                    	                    	                    	
 -9.619998 13.641487 8.603445 	 -9.259996 13.641487 6.689764 	 0.100000 13.641487 11.547569 	                    	                    	                    	                    	                    	
 -9.629998 13.546928 8.615545 	 -9.289996 13.546928 6.690803 	 0.100000 13.546928 11.576687 	                    	                    	                    	                    	                    	
 -9.639998 13.452372 8.627444 	 -9.319997 13.452372 6.691640 	 0.100000 13.452372 11.605605 	                    	                    	                    	                    	                    	
 -9.649999 13.357813 8.639144 	 -9.349997 13.357813 6.692278 	 0.100000 13.357813 11.634322 	                    	                    	                    	                    	                    	
 -9.659998 13.263254 8.650644 	 -9.379996 13.263254 6.692717 	 0.100000 13.263254 11.662841 	                    	                    	                    	                    	                    	
 -9.669998 13.168697 8.661943 	 -9.409996 13.168697 6.692954 	 0.100000 13.168697 11.691158 	                    	                    	                    	                    	                    	
 -9.679998 13.074139 8.673043 	 -9.439997 13.074139 6.692992 	 0.100000 13.074139 11.719275 	                    	                    	                    	                    	                    	
 -9.689999 12.979582 8.683944 	 -9.469996 12.979582 6.692831 	 0.100000 12.979582 11.747193 	                    	                    	                    	                    	                    	
 -9.699998 12.885023 8.694643 	 -9.499996 12.885023 6.692468 	 0.100000 12.885023 11.774911 	                    	                    	                    	                    	                    	
 -9.709998 12.790466 8.705143 	 -9.529996 12.790466 6.691906 	 0.100000 12.790466 11.802429 	                    	                    	                    	                    	                    	
 -9.719998 12.695908 8.715443 	 -9.559997 12.695908 6.691144 	 0.100000 12.695908 11.829747 	                    	                    	                    	                    	                    	
 -9.729999 12.601351 8.725542 	 -9.589996 12.601351 6.690182 	 0.100000 12.601351 11.856865 	                    	                    	                    	                    	                    	
 -9.739998 12.506792 8.735442 	 -9.619996 12.506792 6.689020 	 0.100000 12.506792 11.883782 	                    	                    	                    	                    	                    	
 -9.749998 12.412233 8.745142 	 -9.649996 12.412233 6.687658 	 0.100000 12.412233 11.910501 	                    	                    	                    	                    	                    	
 -9.759998 12.317677 8.754642 	 -9.679996 12.317677 6.686096 	 0.100000 12.317677 11.937018 	                    	                    	                    	                    	                    	
 -9.769999 12.223118 8.763941 	 -9.709996 12.223118 6.684334 	 0.100000 12.223118 11.963336 	                    	                    	                    	                    	                    	
 -9.779998 12.128561 8.773041 	 -9.739996 12.128561 6.682372 	 0.100000 12.128561 11.989453 	                    	                    	                    	                    	                    	
 -9.789998 12.034002 8.781940 	 -9.769996 12.034002 6.680210 	 0.100000 12.034002 12.015371 	                    	                    	                    	                    	                    	
 -9.799998 11.939445 8.790640 	 -9.799996 11.939445 6.677848 	 0.100000 11.939445 12.041089 	                    	                    	                    	                    	                    	
 -9.809999 11.844887 8.799140 	 -9.829996 11.844887 6.675286 	 0.100000 11.844887 12.066607 	                    	                    	                    	                    	                    	
 -9.819998 11.750330 8.807440 	 -9.859996 11.750330 6.672524 	 0.100000 11.750330 12.091925 	                    	                    	                    	                    	                    	
 -9.829998 11.655771 8.815539 	 -9.889996 11.655771 6.669562 	 0.100000 11.655771 12.117043 	                    	                    	                    	                    	                    	
 -9.839998 11.561213 8.823439 	 -9.919996 11.561213 6.666400 	 0.100000 11.561213 12.141960 	                    	                    	                    	                    	                    	
