# Game Session ID 
147 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:11:20 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -10.219999 11.750330 8.807440 	 -9.459996 11.750330 6.672524 	 -0.300000 11.750330 12.091925 	                    	                    	                    	                    	                    	
 -10.230000 11.655771 8.815539 	 -9.489996 11.655771 6.669562 	 -0.300000 11.655771 12.117043 	                    	                    	                    	                    	                    	
 -10.240000 11.561213 8.823439 	 -9.519996 11.561213 6.666400 	 -0.300000 11.561213 12.141960 	                    	                    	                    	                    	                    	
 -10.250000 11.466656 8.831139 	 -9.549995 11.466656 6.663038 	 -0.300000 11.466656 12.166678 	                    	                    	                    	                    	                    	
 -10.259999 11.372097 8.838638 	 -9.579996 11.372097 6.659476 	 -0.300000 11.372097 12.191195 	                    	                    	                    	                    	                    	
 -10.270000 11.277540 8.845938 	 -9.609996 11.277540 6.655714 	 -0.300000 11.277540 12.215513 	                    	                    	                    	                    	                    	
 -10.280000 11.182981 8.853038 	 -9.639996 11.182981 6.651752 	 -0.300000 11.182981 12.239631 	                    	                    	                    	                    	                    	
 -10.290000 11.088425 8.859938 	 -9.669995 11.088425 6.647590 	 -0.300000 11.088425 12.263549 	                    	                    	                    	                    	                    	
 -10.299999 10.993866 8.866637 	 -9.699996 10.993866 6.643228 	 -0.300000 10.993866 12.287267 	                    	                    	                    	                    	                    	
 -10.309999 10.899307 8.873137 	 -9.729996 10.899307 6.638666 	 -0.300000 10.899307 12.310784 	                    	                    	                    	                    	                    	
 -10.320000 10.804749 8.879436 	 -9.759995 10.804749 6.633904 	 -0.300000 10.804749 12.334103 	                    	                    	                    	                    	                    	
 -10.330000 10.710192 8.885536 	 -9.789996 10.710192 6.628942 	 -0.300000 10.710192 12.357221 	                    	                    	                    	                    	                    	
 -10.339999 10.615633 8.891436 	 -9.819996 10.615633 6.623779 	 -0.300000 10.615633 12.380137 	                    	                    	                    	                    	                    	
 -10.349999 10.521076 8.897136 	 -9.849996 10.521076 6.618418 	 -0.300000 10.521076 12.402856 	                    	                    	                    	                    	                    	
 -10.360000 10.426517 8.902636 	 -9.879995 10.426517 6.612855 	 -0.300000 10.426517 12.425373 	                    	                    	                    	                    	                    	
 -10.370000 10.331961 8.907935 	 -9.909996 10.331961 6.607094 	 -0.300000 10.331961 12.447692 	                    	                    	                    	                    	                    	
 -10.379999 10.237402 8.913035 	 -9.939996 10.237402 6.601132 	 -0.300000 10.237402 12.469810 	                    	                    	                    	                    	                    	
 -10.389999 10.142845 8.917934 	 -9.969995 10.142845 6.594970 	 -0.300000 10.142845 12.491727 	                    	                    	                    	                    	                    	
 -10.400000 10.048286 8.922634 	 -9.999995 10.048286 6.588607 	 -0.300000 10.048286 12.513445 	                    	                    	                    	                    	                    	
 -10.410000 9.953728 8.927135 	 -10.029996 9.953728 6.582046 	 -0.300000 9.953728 12.534963 	                    	                    	                    	                    	                    	
 -10.419999 9.859171 8.931434 	 -10.059996 9.859171 6.575284 	 -0.300000 9.859171 12.556280 	                    	                    	                    	                    	                    	
 -10.429999 9.764612 8.935534 	 -10.089995 9.764612 6.568322 	 -0.300000 9.764612 12.577398 	                    	                    	                    	                    	                    	
 -10.440000 9.670055 8.939433 	 -10.119995 9.670055 6.561160 	 -0.300000 9.670055 12.598316 	                    	                    	                    	                    	                    	
 -10.450000 9.575497 8.943133 	 -10.149996 9.575497 6.553798 	 -0.300000 9.575497 12.619034 	                    	                    	                    	                    	                    	
 -10.459999 9.480940 8.946632 	 -10.179996 9.480940 6.546235 	 -0.300000 9.480940 12.639551 	                    	                    	                    	                    	                    	
 -10.469999 9.386381 8.949932 	 -10.209995 9.386381 6.538473 	 -0.300000 9.386381 12.659869 	                    	                    	                    	                    	                    	
 -10.480000 9.291824 8.953032 	 -10.239995 9.291824 6.530511 	 -0.300000 9.291824 12.679987 	                    	                    	                    	                    	                    	
 -10.490000 9.197266 8.955932 	 -10.269996 9.197266 6.522349 	 -0.300000 9.197266 12.699904 	                    	                    	                    	                    	                    	
 -10.499999 9.102707 8.958632 	 -10.299995 9.102707 6.513988 	 -0.300000 9.102707 12.719623 	                    	                    	                    	                    	                    	
 -10.509999 9.008150 8.961131 	 -10.329995 9.008150 6.505425 	 -0.300000 9.008150 12.739141 	                    	                    	                    	                    	                    	
 -10.520000 8.913591 8.963431 	 -10.359995 8.913591 6.496663 	 -0.300000 8.913591 12.758458 	                    	                    	                    	                    	                    	
 -10.530000 8.819035 8.965531 	 -10.389996 8.819035 6.487701 	 -0.300000 8.819035 12.777575 	                    	                    	                    	                    	                    	
 -10.539999 8.724476 8.967431 	 -10.419995 8.724476 6.478539 	 -0.300000 8.724476 12.796494 	                    	                    	                    	                    	                    	
 -10.549999 8.629919 8.969131 	 -10.449995 8.629919 6.469177 	 -0.300000 8.629919 12.815211 	                    	                    	                    	                    	                    	
 -10.559999 8.535360 8.970631 	 -10.479995 8.535360 6.459616 	 -0.300000 8.535360 12.833730 	                    	                    	                    	                    	                    	
 -10.570000 8.440804 8.971930 	 -10.509995 8.440804 6.449853 	 -0.300000 8.440804 12.852047 	                    	                    	                    	                    	                    	
 -10.579999 8.346245 8.973030 	 -10.539995 8.346245 6.439891 	 -0.300000 8.346245 12.870165 	                    	                    	                    	                    	                    	
 -10.589999 8.251688 8.973929 	 -10.569995 8.251688 6.429729 	 -0.300000 8.251688 12.888083 	                    	                    	                    	                    	                    	
 -10.599999 8.157129 8.974629 	 -10.599995 8.157129 6.419367 	 -0.300000 8.157129 12.905800 	                    	                    	                    	                    	                    	
 -10.610000 8.062571 8.975129 	 -10.629995 8.062571 6.408805 	 -0.300000 8.062571 12.923318 	                    	                    	                    	                    	                    	
 -10.619999 7.968014 8.975429 	 -10.659995 7.968014 6.398044 	 -0.300000 7.968014 12.940636 	                    	                    	                    	                    	                    	
 -10.629999 7.873455 8.975529 	 -10.689995 7.873455 6.387082 	 -0.300000 7.873455 12.957754 	                    	                    	                    	                    	                    	
 -10.639999 7.778898 8.975428 	 -10.719995 7.778898 6.375919 	 -0.300000 7.778898 12.974671 	                    	                    	                    	                    	                    	
 -10.650000 7.684340 8.975128 	 -10.749995 7.684340 6.364557 	 -0.300000 7.684340 12.991389 	                    	                    	                    	                    	                    	
 -10.659999 7.589783 8.974627 	 -10.779995 7.589783 6.352995 	 -0.300000 7.589783 13.007907 	                    	                    	                    	                    	                    	
 -10.669999 7.495224 8.973927 	 -10.809995 7.495224 6.341233 	 -0.300000 7.495224 13.024224 	                    	                    	                    	                    	                    	
 -10.679999 7.400667 8.973027 	 -10.839994 7.400667 6.329271 	 -0.300000 7.400667 13.040342 	                    	                    	                    	                    	                    	
 -10.690000 7.306108 8.971927 	 -10.869995 7.306108 6.317110 	 -0.300000 7.306108 13.056260 	                    	                    	                    	                    	                    	
 -10.699999 7.211550 8.970626 	 -10.899995 7.211550 6.304747 	 -0.300000 7.211550 13.071979 	                    	                    	                    	                    	                    	
 -10.709999 7.116993 8.969126 	 -10.929995 7.116993 6.292185 	 -0.300000 7.116993 13.087496 	                    	                    	                    	                    	                    	
 -10.719999 7.022434 8.967425 	 -10.959994 7.022434 6.279423 	 -0.300000 7.022434 13.102814 	                    	                    	                    	                    	                    	
 -10.730000 6.927877 8.965526 	 -10.989995 6.927877 6.266461 	 -0.300000 6.927877 13.117931 	                    	                    	                    	                    	                    	
 -10.739999 6.833319 8.963425 	 -11.019995 6.833319 6.253299 	 -0.300000 6.833319 13.132849 	                    	                    	                    	                    	                    	
 -10.749999 6.738762 8.961124 	 -11.049994 6.738762 6.239937 	 -0.300000 6.738762 13.147567 	                    	                    	                    	                    	                    	
 -10.759999 6.644203 8.958625 	 -11.079994 6.644203 6.226375 	 -0.300000 6.644203 13.162085 	                    	                    	                    	                    	                    	
 -10.770000 6.549646 8.955924 	 -11.109995 6.549646 6.212613 	 -0.300000 6.549646 13.176403 	                    	                    	                    	                    	                    	
 -10.779999 6.455088 8.953024 	 -11.139995 6.455088 6.198651 	 -0.300000 6.455088 13.190520 	                    	                    	                    	                    	                    	
 -10.789999 6.360529 8.949924 	 -11.169994 6.360529 6.184489 	 -0.300000 6.360529 13.204438 	                    	                    	                    	                    	                    	
 -10.799999 6.265972 8.946624 	 -11.199994 6.265972 6.170127 	 -0.300000 6.265972 13.218156 	                    	                    	                    	                    	                    	
 -10.809999 6.171413 8.943123 	 -11.229995 6.171413 6.155565 	 -0.300000 6.171413 13.231673 	                    	                    	                    	                    	                    	
 -10.819999 6.076857 8.939423 	 -11.259995 6.076857 6.140803 	 -0.300000 6.076857 13.244991 	                    	                    	                    	                    	                    	
 -10.829999 5.982298 8.935523 	 -11.289994 5.982298 6.125841 	 -0.300000 5.982298 13.258109 	                    	                    	                    	                    	                    	
 -10.839999 5.887741 8.931422 	 -11.319994 5.887741 6.110679 	 -0.300000 5.887741 13.271028 	                    	                    	                    	                    	                    	
 -10.849999 5.793182 8.927122 	 -11.349995 5.793182 6.095317 	 -0.300000 5.793182 13.283745 	                    	                    	                    	                    	                    	
 -10.859999 5.698626 8.922622 	 -11.379994 5.698626 6.079755 	 -0.300000 5.698626 13.296263 	                    	                    	                    	                    	                    	
 -10.869999 5.604067 8.917922 	 -11.409994 5.604067 6.063993 	 -0.300000 5.604067 13.308580 	                    	                    	                    	                    	                    	
 -10.879999 5.509508 8.913021 	 -11.439994 5.509508 6.048031 	 -0.300000 5.509508 13.320698 	                    	                    	                    	                    	                    	
 -10.889999 5.414951 8.907921 	 -11.469995 5.414951 6.031869 	 -0.300000 5.414951 13.332616 	                    	                    	                    	                    	                    	
 -10.899999 5.320393 8.902621 	 -11.499994 5.320393 6.015507 	 -0.300000 5.320393 13.344334 	                    	                    	                    	                    	                    	
 -10.909999 5.225836 8.897120 	 -11.529994 5.225836 5.998945 	 -0.300000 5.225836 13.355852 	                    	                    	                    	                    	                    	
 -10.919999 5.131277 8.891420 	 -11.559994 5.131277 5.982183 	 -0.300000 5.131277 13.367169 	                    	                    	                    	                    	                    	
 -10.929999 5.036720 8.885520 	 -11.589994 5.036720 5.965221 	 -0.300000 5.036720 13.378287 	                    	                    	                    	                    	                    	
 -10.939999 4.942162 8.879420 	 -11.619994 4.942162 5.948059 	 -0.300000 4.942162 13.389205 	                    	                    	                    	                    	                    	
 -10.949999 4.847605 8.873119 	 -11.649994 4.847605 5.930697 	 -0.300000 4.847605 13.399922 	                    	                    	                    	                    	                    	
 -10.959999 4.753046 8.866619 	 -11.679994 4.753046 5.913135 	 -0.300000 4.753046 13.410440 	                    	                    	                    	                    	                    	
 -10.969999 4.658489 8.859920 	 -11.709994 4.658489 5.895373 	 -0.300000 4.658489 13.420758 	                    	                    	                    	                    	                    	
 -10.979999 4.563931 8.853019 	 -11.739994 4.563931 5.877411 	 -0.300000 4.563931 13.430876 	                    	                    	                    	                    	                    	
 -10.989999 4.469372 8.845919 	 -11.769994 4.469372 5.859250 	 -0.300000 4.469372 13.440794 	                    	                    	                    	                    	                    	
 -10.999999 4.374815 8.838618 	 -11.799994 4.374815 5.840887 	 -0.300000 4.374815 13.450512 	                    	                    	                    	                    	                    	
 -11.009999 4.280256 8.831119 	 -11.829994 4.280256 5.822325 	 -0.300000 4.280256 13.460030 	                    	                    	                    	                    	                    	
 -11.019999 4.185699 8.823418 	 -11.859994 4.185699 5.803563 	 -0.300000 4.185699 13.469347 	                    	                    	                    	                    	                    	
 -11.029999 4.091141 8.815517 	 -11.889994 4.091141 5.784601 	 -0.300000 4.091141 13.478465 	                    	                    	                    	                    	                    	
 -11.039999 3.996584 8.807418 	 -11.919993 3.996584 5.765440 	 -0.300000 3.996584 13.487383 	                    	                    	                    	                    	                    	
 -11.049999 3.902025 8.799117 	 -11.949994 3.902025 5.746078 	 -0.300000 3.902025 13.496100 	                    	                    	                    	                    	                    	
 -11.059999 3.807468 8.790617 	 -11.979994 3.807468 5.726515 	 -0.300000 3.807468 13.504619 	                    	                    	                    	                    	                    	
 -11.069999 3.712910 8.781917 	 -12.009994 3.712910 5.706753 	 -0.300000 3.712910 13.512937 	                    	                    	                    	                    	                    	
 -11.079999 3.618351 8.773017 	 -12.039993 3.618351 5.686791 	 -0.300000 3.618351 13.521054 	                    	                    	                    	                    	                    	
 -11.089999 3.523794 8.763916 	 -12.069994 3.523794 5.666629 	 -0.300000 3.523794 13.528972 	                    	                    	                    	                    	                    	
 -11.099998 3.429235 8.754616 	 -12.099994 3.429235 5.646267 	 -0.300000 3.429235 13.536690 	                    	                    	                    	                    	                    	
 -11.109999 3.334679 8.745116 	 -12.129993 3.334679 5.625706 	 -0.300000 3.334679 13.544208 	                    	                    	                    	                    	                    	
 -11.119999 3.240120 8.735415 	 -12.159993 3.240120 5.604943 	 -0.300000 3.240120 13.551525 	                    	                    	                    	                    	                    	
 -11.129999 3.145563 8.725515 	 -12.189994 3.145563 5.583982 	 -0.300000 3.145563 13.558643 	                    	                    	                    	                    	                    	
 -11.139998 3.051004 8.715415 	 -12.219994 3.051004 5.562819 	 -0.300000 3.051004 13.565561 	                    	                    	                    	                    	                    	
 -11.149999 2.956448 8.705114 	 -12.249993 2.956448 5.541457 	 -0.300000 2.956448 13.572279 	                    	                    	                    	                    	                    	
 -11.159999 2.861889 8.694614 	 -12.279993 2.861889 5.519896 	 -0.300000 2.861889 13.578796 	                    	                    	                    	                    	                    	
 -11.169999 2.767330 8.683914 	 -12.309994 2.767330 5.498134 	 -0.300000 2.767330 13.585114 	                    	                    	                    	                    	                    	
 -11.179998 2.672773 8.673014 	 -12.339993 2.672773 5.476171 	 -0.300000 2.672773 13.591232 	                    	                    	                    	                    	                    	
 -11.189999 2.578215 8.661914 	 -12.369993 2.578215 5.454010 	 -0.300000 2.578215 13.597150 	                    	                    	                    	                    	                    	
 -11.199999 2.483658 8.650614 	 -12.399993 2.483658 5.431648 	 -0.300000 2.483658 13.602868 	                    	                    	                    	                    	                    	
 -11.209999 2.389099 8.639113 	 -12.429994 2.389099 5.409086 	 -0.300000 2.389099 13.608386 	                    	                    	                    	                    	                    	
 -11.219998 2.294542 8.627413 	 -12.459993 2.294542 5.386323 	 -0.300000 2.294542 13.613704 	                    	                    	                    	                    	                    	
 -11.229999 2.199984 8.615513 	 -12.489993 2.199984 5.363362 	 -0.300000 2.199984 13.618821 	                    	                    	                    	                    	                    	
 -11.239999 2.105427 8.603413 	 -12.519993 2.105427 5.340199 	 -0.300000 2.105427 13.623739 	                    	                    	                    	                    	                    	
 -11.249999 2.010868 8.591112 	 -12.549994 2.010868 5.316837 	 -0.300000 2.010868 13.628457 	                    	                    	                    	                    	                    	
 -11.259998 1.916309 8.578612 	 -12.579993 1.916309 5.293276 	 -0.300000 1.916309 13.632975 	                    	                    	                    	                    	                    	
 -11.269999 1.821753 8.565911 	 -12.609993 1.821753 5.269513 	 -0.300000 1.821753 13.637292 	                    	                    	                    	                    	                    	
 -11.279999 1.727194 8.553012 	 -12.639993 1.727194 5.245552 	 -0.300000 1.727194 13.641411 	                    	                    	                    	                    	                    	
 -11.289999 1.632637 8.539911 	 -12.669993 1.632637 5.221390 	 -0.300000 1.632637 13.645329 	                    	                    	                    	                    	                    	
 -11.299998 1.538078 8.526611 	 -12.699993 1.538078 5.197028 	 -0.300000 1.538078 13.649046 	                    	                    	                    	                    	                    	
 -11.309999 1.443521 8.513111 	 -12.729993 1.443521 5.172466 	 -0.300000 1.443521 13.652564 	                    	                    	                    	                    	                    	
 -11.319999 1.348963 8.499411 	 -12.759993 1.348963 5.147704 	 -0.300000 1.348963 13.655882 	                    	                    	                    	                    	                    	
 -11.329999 1.254406 8.485510 	 -12.789993 1.254406 5.122741 	 -0.300000 1.254406 13.658998 	                    	                    	                    	                    	                    	
 -11.339998 1.159847 8.471410 	 -12.819993 1.159847 5.097579 	 -0.300000 1.159847 13.661917 	                    	                    	                    	                    	                    	
 -11.349998 1.065290 8.457109 	 -12.849993 1.065290 5.072217 	 -0.300000 1.065290 13.664635 	                    	                    	                    	                    	                    	
 -11.359999 0.970732 8.442610 	 -12.879992 0.970732 5.046656 	 -0.300000 0.970732 13.667153 	                    	                    	                    	                    	                    	
 -11.369999 0.876173 8.427910 	 -12.909993 0.876173 5.020894 	 -0.300000 0.876173 13.669471 	                    	                    	                    	                    	                    	
 -11.379998 0.781616 8.413010 	 -12.939993 0.781616 4.994932 	 -0.300000 0.781616 13.671589 	                    	                    	                    	                    	                    	
 -11.389998 0.687057 8.397909 	 -12.969993 0.687057 4.968770 	 -0.300000 0.687057 13.673507 	                    	                    	                    	                    	                    	
 -11.399999 0.592501 8.382608 	 -12.999992 0.592501 4.942408 	 -0.300000 0.592501 13.675223 	                    	                    	                    	                    	                    	
 -11.409999 0.497942 8.367108 	 -13.029993 0.497942 4.915846 	 -0.300000 0.497942 13.676742 	                    	                    	                    	                    	                    	
 -11.419998 0.403385 8.351408 	 -13.059993 0.403385 4.889083 	 -0.300000 0.403385 13.678060 	                    	                    	                    	                    	                    	
 -11.429998 0.308826 8.335508 	 -13.089993 0.308826 4.862122 	 -0.300000 0.308826 13.679178 	                    	                    	                    	                    	                    	
 -11.439999 0.214270 8.319407 	 -13.119992 0.214270 4.834960 	 -0.300000 0.214270 13.680095 	                    	                    	                    	                    	                    	
 -11.449999 0.119711 8.303107 	 -13.149993 0.119711 4.807598 	 -0.300000 0.119711 13.680813 	                    	                    	                    	                    	                    	
 -11.459998 0.025152 8.286608 	 -13.179993 0.025152 4.780036 	 -0.300000 0.025152 13.681332 	                    	                    	                    	                    	                    	
 -11.469998 -0.069405 8.269907 	 -13.209992 -0.069405 4.752274 	 -0.300000 -0.069405 13.681648 	                    	                    	                    	                    	                    	
 -11.479999 -0.163963 8.253007 	 -13.239992 -0.163963 4.724312 	 -0.300000 -0.163963 13.681767 	                    	                    	                    	                    	                    	
 -11.489999 -0.258520 8.235907 	 -13.269993 -0.258520 4.696150 	 -0.300000 -0.258520 13.681684 	                    	                    	                    	                    	                    	
 -11.499998 -0.353079 8.218606 	 -13.299993 -0.353079 4.667788 	 -0.300000 -0.353079 13.681401 	                    	                    	                    	                    	                    	
 -11.509998 -0.447636 8.201106 	 -13.329992 -0.447636 4.639226 	 -0.300000 -0.447636 13.680920 	                    	                    	                    	                    	                    	
 -11.519999 -0.542194 8.183406 	 -13.359992 -0.542194 4.610464 	 -0.300000 -0.542194 13.680238 	                    	                    	                    	                    	                    	
 -11.529999 -0.636751 8.165505 	 -13.389993 -0.636751 4.581502 	 -0.300000 -0.636751 13.679356 	                    	                    	                    	                    	                    	
 -11.539998 -0.731310 8.147406 	 -13.419992 -0.731310 4.552340 	 -0.300000 -0.731310 13.678273 	                    	                    	                    	                    	                    	
 -11.549998 -0.825869 8.129105 	 -13.449992 -0.825869 4.522978 	 -0.300000 -0.825869 13.676991 	                    	                    	                    	                    	                    	
 -11.559999 -0.920425 8.110604 	 -13.479992 -0.920425 4.493416 	 -0.300000 -0.920425 13.675509 	                    	                    	                    	                    	                    	
 -11.569999 -1.014984 8.091904 	 -13.509993 -1.014984 4.463654 	 -0.300000 -1.014984 13.673826 	                    	                    	                    	                    	                    	
 -11.579998 -1.109541 8.073004 	 -13.539992 -1.109541 4.433692 	 -0.300000 -1.109541 13.671945 	                    	                    	                    	                    	                    	
 -11.589998 -1.204100 8.053904 	 -13.569992 -1.204100 4.403531 	 -0.300000 -1.204100 13.669863 	                    	                    	                    	                    	                    	
 -11.599998 -1.298656 8.034603 	 -13.599992 -1.298656 4.373168 	 -0.300000 -1.298656 13.667581 	                    	                    	                    	                    	                    	
 -11.609999 -1.393215 8.015103 	 -13.629992 -1.393215 4.342607 	 -0.300000 -1.393215 13.665098 	                    	                    	                    	                    	                    	
 -11.619998 -1.487772 7.995403 	 -13.659992 -1.487772 4.311844 	 -0.300000 -1.487772 13.662416 	                    	                    	                    	                    	                    	
 -11.629998 -1.582331 7.975503 	 -13.689992 -1.582331 4.280883 	 -0.300000 -1.582331 13.659534 	                    	                    	                    	                    	                    	
 -11.639998 -1.676889 7.955403 	 -13.719992 -1.676889 4.249721 	 -0.300000 -1.676889 13.656451 	                    	                    	                    	                    	                    	
 -11.649999 -1.771446 7.935103 	 -13.749992 -1.771446 4.218359 	 -0.300000 -1.771446 13.653170 	                    	                    	                    	                    	                    	
 -11.659998 -1.866005 7.914603 	 -13.779992 -1.866005 4.186797 	 -0.300000 -1.866005 13.649688 	                    	                    	                    	                    	                    	
 -11.669998 -1.960562 7.893902 	 -13.809992 -1.960562 4.155035 	 -0.300000 -1.960562 13.646006 	                    	                    	                    	                    	                    	
 -11.679998 -2.055119 7.873002 	 -13.839992 -2.055119 4.123072 	 -0.300000 -2.055119 13.642122 	                    	                    	                    	                    	                    	
 -11.689999 -2.149677 7.851902 	 -13.869992 -2.149677 4.090910 	 -0.300000 -2.149677 13.638041 	                    	                    	                    	                    	                    	
 -11.699998 -2.244236 7.830601 	 -13.899992 -2.244236 4.058548 	 -0.300000 -2.244236 13.633759 	                    	                    	                    	                    	                    	
 -11.709998 -2.338795 7.809102 	 -13.929992 -2.338795 4.025987 	 -0.300000 -2.338795 13.629276 	                    	                    	                    	                    	                    	
 -11.719998 -2.433350 7.787401 	 -13.959991 -2.433350 3.993224 	 -0.300000 -2.433350 13.624594 	                    	                    	                    	                    	                    	
 -11.729999 -2.527908 7.765501 	 -13.989992 -2.527908 3.960262 	 -0.300000 -2.527908 13.619712 	                    	                    	                    	                    	                    	
 -11.739998 -2.622467 7.743401 	 -14.019992 -2.622467 3.927101 	 -0.300000 -2.622467 13.614631 	                    	                    	                    	                    	                    	
 -11.749998 -2.717026 7.721100 	 -14.049992 -2.717026 3.893739 	 -0.300000 -2.717026 13.609347 	                    	                    	                    	                    	                    	
 -11.759998 -2.811584 7.698600 	 -14.079991 -2.811584 3.860177 	 -0.300000 -2.811584 13.603866 	                    	                    	                    	                    	                    	
 -11.769999 -2.906139 7.675900 	 -14.109992 -2.906139 3.826415 	 -0.300000 -2.906139 13.598184 	                    	                    	                    	                    	                    	
 -11.779998 -3.000698 7.652999 	 -14.139992 -3.000698 3.792453 	 -0.300000 -3.000698 13.592300 	                    	                    	                    	                    	                    	
 -11.789998 -3.095257 7.629899 	 -14.169991 -3.095257 3.758291 	 -0.300000 -3.095257 13.586219 	                    	                    	                    	                    	                    	
 -11.799998 -3.189816 7.606599 	 -14.199991 -3.189816 3.723929 	 -0.300000 -3.189816 13.579937 	                    	                    	                    	                    	                    	
 -11.809999 -3.284370 7.583098 	 -14.229992 -3.284370 3.689367 	 -0.300000 -3.284370 13.573455 	                    	                    	                    	                    	                    	
 -11.819998 -3.378929 7.559399 	 -14.259992 -3.378929 3.654605 	 -0.300000 -3.378929 13.566772 	                    	                    	                    	                    	                    	
 -11.829998 -3.473488 7.535499 	 -14.289991 -3.473488 3.619643 	 -0.300000 -3.473488 13.559891 	                    	                    	                    	                    	                    	
 -11.839998 -3.568047 7.511398 	 -14.319991 -3.568047 3.584481 	 -0.300000 -3.568047 13.552809 	                    	                    	                    	                    	                    	
 -11.849998 -3.662605 7.487098 	 -14.349992 -3.662605 3.549119 	 -0.300000 -3.662605 13.545526 	                    	                    	                    	                    	                    	
 -11.859998 -3.757160 7.462598 	 -14.379992 -3.757160 3.513557 	 -0.300000 -3.757160 13.538044 	                    	                    	                    	                    	                    	
 -11.869998 -3.851719 7.437898 	 -14.409991 -3.851719 3.477796 	 -0.300000 -3.851719 13.530362 	                    	                    	                    	                    	                    	
 -11.879998 -3.946278 7.412997 	 -14.439991 -3.946278 3.441833 	 -0.300000 -3.946278 13.522480 	                    	                    	                    	                    	                    	
 -11.889998 -4.040836 7.387897 	 -14.469992 -4.040836 3.405671 	 -0.300000 -4.040836 13.514397 	                    	                    	                    	                    	                    	
 -11.899998 -4.135391 7.362597 	 -14.499991 -4.135391 3.369309 	 -0.300000 -4.135391 13.506115 	                    	                    	                    	                    	                    	
 -11.909998 -4.229950 7.337096 	 -14.529991 -4.229950 3.332747 	 -0.300000 -4.229950 13.497633 	                    	                    	                    	                    	                    	
 -11.919998 -4.324509 7.311397 	 -14.559991 -4.324509 3.295986 	 -0.300000 -4.324509 13.488951 	                    	                    	                    	                    	                    	
 -11.929998 -4.419067 7.285496 	 -14.589992 -4.419067 3.259023 	 -0.300000 -4.419067 13.480068 	                    	                    	                    	                    	                    	
 -11.939998 -4.513626 7.259396 	 -14.619991 -4.513626 3.221861 	 -0.300000 -4.513626 13.470986 	                    	                    	                    	                    	                    	
 -11.949998 -4.608181 7.233095 	 -14.649991 -4.608181 3.184499 	 -0.300000 -4.608181 13.461703 	                    	                    	                    	                    	                    	
 -11.959998 -4.702740 7.206595 	 -14.679991 -4.702740 3.146938 	 -0.300000 -4.702740 13.452222 	                    	                    	                    	                    	                    	
 -11.969998 -4.797298 7.179895 	 -14.709991 -4.797298 3.109176 	 -0.300000 -4.797298 13.442540 	                    	                    	                    	                    	                    	
 -11.979998 -4.891857 7.152995 	 -14.739991 -4.891857 3.071214 	 -0.300000 -4.891857 13.432658 	                    	                    	                    	                    	                    	
 -11.989998 -4.986412 7.125895 	 -14.769991 -4.986412 3.033051 	 -0.300000 -4.986412 13.422575 	                    	                    	                    	                    	                    	
 -11.999998 -5.080971 7.098595 	 -14.799991 -5.080971 2.994690 	 -0.300000 -5.080971 13.412293 	                    	                    	                    	                    	                    	
 -12.009998 -5.175529 7.071095 	 -14.829991 -5.175529 2.956128 	 -0.300000 -5.175529 13.401812 	                    	                    	                    	                    	                    	
 -12.019998 -5.270088 7.043394 	 -14.859991 -5.270088 2.917366 	 -0.300000 -5.270088 13.391129 	                    	                    	                    	                    	                    	
 -12.029998 -5.364647 7.015494 	 -14.889991 -5.364647 2.878404 	 -0.300000 -5.364647 13.380247 	                    	                    	                    	                    	                    	
 -12.039998 -5.459202 6.987393 	 -14.919991 -5.459202 2.839242 	 -0.300000 -5.459202 13.369164 	                    	                    	                    	                    	                    	
 -12.049998 -5.553761 6.959093 	 -14.949991 -5.553761 2.799880 	 -0.300000 -5.553761 13.357882 	                    	                    	                    	                    	                    	
 -12.059998 -5.648319 6.930593 	 -14.979991 -5.648319 2.760318 	 -0.300000 -5.648319 13.346400 	                    	                    	                    	                    	                    	
 -12.069998 -5.742878 6.901893 	 -15.009991 -5.742878 2.720556 	 -0.300000 -5.742878 13.334718 	                    	                    	                    	                    	                    	
 -12.079998 -5.837433 6.872993 	 -15.039990 -5.837433 2.680594 	 -0.300000 -5.837433 13.322836 	                    	                    	                    	                    	                    	
 -12.089998 -5.931992 6.843893 	 -15.069991 -5.931992 2.640432 	 -0.300000 -5.931992 13.310754 	                    	                    	                    	                    	                    	
 -12.099998 -6.026550 6.814592 	 -15.099991 -6.026550 2.600070 	 -0.300000 -6.026550 13.298471 	                    	                    	                    	                    	                    	
 -12.109998 -6.121109 6.785092 	 -15.129991 -6.121109 2.559508 	 -0.300000 -6.121109 13.285990 	                    	                    	                    	                    	                    	
 -12.119998 -6.215668 6.755392 	 -15.159990 -6.215668 2.518746 	 -0.300000 -6.215668 13.273308 	                    	                    	                    	                    	                    	
 -12.129998 -6.310223 6.725492 	 -15.189991 -6.310223 2.477784 	 -0.300000 -6.310223 13.260425 	                    	                    	                    	                    	                    	
 -12.139997 -6.404781 6.695392 	 -15.219991 -6.404781 2.436622 	 -0.300000 -6.404781 13.247343 	                    	                    	                    	                    	                    	
 -12.149998 -6.499340 6.665092 	 -15.249990 -6.499340 2.395260 	 -0.300000 -6.499340 13.234061 	                    	                    	                    	                    	                    	
