# Game Session ID 
145 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:9:19 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -9.199996 11.466656 8.831139 	 -10.599998 11.466656 6.663038 	 0.750000 11.466656 12.166678 	                    	                    	                    	                    	                    	
 -9.209995 11.372097 8.838638 	 -10.629998 11.372097 6.659476 	 0.750000 11.372097 12.191195 	                    	                    	                    	                    	                    	
 -9.219995 11.277540 8.845938 	 -10.659998 11.277540 6.655714 	 0.750000 11.277540 12.215513 	                    	                    	                    	                    	                    	
 -9.229996 11.182981 8.853038 	 -10.689999 11.182981 6.651752 	 0.750000 11.182981 12.239631 	                    	                    	                    	                    	                    	
 -9.239996 11.088425 8.859938 	 -10.719998 11.088425 6.647590 	 0.750000 11.088425 12.263549 	                    	                    	                    	                    	                    	
 -9.249995 10.993866 8.866637 	 -10.749998 10.993866 6.643228 	 0.750000 10.993866 12.287267 	                    	                    	                    	                    	                    	
 -9.259995 10.899307 8.873137 	 -10.779999 10.899307 6.638666 	 0.750000 10.899307 12.310784 	                    	                    	                    	                    	                    	
 -9.269996 10.804749 8.879436 	 -10.809999 10.804749 6.633904 	 0.750000 10.804749 12.334103 	                    	                    	                    	                    	                    	
 -9.279996 10.710192 8.885536 	 -10.839998 10.710192 6.628942 	 0.750000 10.710192 12.357221 	                    	                    	                    	                    	                    	
 -9.289995 10.615633 8.891436 	 -10.869998 10.615633 6.623779 	 0.750000 10.615633 12.380137 	                    	                    	                    	                    	                    	
 -9.299995 10.521076 8.897136 	 -10.899999 10.521076 6.618418 	 0.750000 10.521076 12.402856 	                    	                    	                    	                    	                    	
 -9.309996 10.426517 8.902636 	 -10.929998 10.426517 6.612855 	 0.750000 10.426517 12.425373 	                    	                    	                    	                    	                    	
 -9.319996 10.331961 8.907935 	 -10.959998 10.331961 6.607094 	 0.750000 10.331961 12.447692 	                    	                    	                    	                    	                    	
 -9.329995 10.237402 8.913035 	 -10.989998 10.237402 6.601132 	 0.750000 10.237402 12.469810 	                    	                    	                    	                    	                    	
 -9.339995 10.142845 8.917934 	 -11.019999 10.142845 6.594970 	 0.750000 10.142845 12.491727 	                    	                    	                    	                    	                    	
 -9.349996 10.048286 8.922634 	 -11.049998 10.048286 6.588607 	 0.750000 10.048286 12.513445 	                    	                    	                    	                    	                    	
 -9.359996 9.953728 8.927135 	 -11.079998 9.953728 6.582046 	 0.750000 9.953728 12.534963 	                    	                    	                    	                    	                    	
 -9.369995 9.859171 8.931434 	 -11.109998 9.859171 6.575284 	 0.750000 9.859171 12.556280 	                    	                    	                    	                    	                    	
 -9.379995 9.764612 8.935534 	 -11.139998 9.764612 6.568322 	 0.750000 9.764612 12.577398 	                    	                    	                    	                    	                    	
 -9.389996 9.670055 8.939433 	 -11.169998 9.670055 6.561160 	 0.750000 9.670055 12.598316 	                    	                    	                    	                    	                    	
 -9.399996 9.575497 8.943133 	 -11.199998 9.575497 6.553798 	 0.750000 9.575497 12.619034 	                    	                    	                    	                    	                    	
 -9.409995 9.480940 8.946632 	 -11.229998 9.480940 6.546235 	 0.750000 9.480940 12.639551 	                    	                    	                    	                    	                    	
 -9.419995 9.386381 8.949932 	 -11.259998 9.386381 6.538473 	 0.750000 9.386381 12.659869 	                    	                    	                    	                    	                    	
 -9.429996 9.291824 8.953032 	 -11.289998 9.291824 6.530511 	 0.750000 9.291824 12.679987 	                    	                    	                    	                    	                    	
 -9.439996 9.197266 8.955932 	 -11.319998 9.197266 6.522349 	 0.750000 9.197266 12.699904 	                    	                    	                    	                    	                    	
 -9.449995 9.102707 8.958632 	 -11.349998 9.102707 6.513988 	 0.750000 9.102707 12.719623 	                    	                    	                    	                    	                    	
 -9.459995 9.008150 8.961131 	 -11.379998 9.008150 6.505425 	 0.750000 9.008150 12.739141 	                    	                    	                    	                    	                    	
 -9.469995 8.913591 8.963431 	 -11.409998 8.913591 6.496663 	 0.750000 8.913591 12.758458 	                    	                    	                    	                    	                    	
 -9.479996 8.819035 8.965531 	 -11.439998 8.819035 6.487701 	 0.750000 8.819035 12.777575 	                    	                    	                    	                    	                    	
 -9.489995 8.724476 8.967431 	 -11.469997 8.724476 6.478539 	 0.750000 8.724476 12.796494 	                    	                    	                    	                    	                    	
 -9.499995 8.629919 8.969131 	 -11.499998 8.629919 6.469177 	 0.750000 8.629919 12.815211 	                    	                    	                    	                    	                    	
 -9.509995 8.535360 8.970631 	 -11.529998 8.535360 6.459616 	 0.750000 8.535360 12.833730 	                    	                    	                    	                    	                    	
 -9.519996 8.440804 8.971930 	 -11.559998 8.440804 6.449853 	 0.750000 8.440804 12.852047 	                    	                    	                    	                    	                    	
 -9.529995 8.346245 8.973030 	 -11.589997 8.346245 6.439891 	 0.750000 8.346245 12.870165 	                    	                    	                    	                    	                    	
 -9.539995 8.251688 8.973929 	 -11.619998 8.251688 6.429729 	 0.750000 8.251688 12.888083 	                    	                    	                    	                    	                    	
 -9.549995 8.157129 8.974629 	 -11.649998 8.157129 6.419367 	 0.750000 8.157129 12.905800 	                    	                    	                    	                    	                    	
 -9.559996 8.062571 8.975129 	 -11.679997 8.062571 6.408805 	 0.750000 8.062571 12.923318 	                    	                    	                    	                    	                    	
 -9.569995 7.968014 8.975429 	 -11.709997 7.968014 6.398044 	 0.750000 7.968014 12.940636 	                    	                    	                    	                    	                    	
 -9.579995 7.873455 8.975529 	 -11.739998 7.873455 6.387082 	 0.750000 7.873455 12.957754 	                    	                    	                    	                    	                    	
 -9.589995 7.778898 8.975428 	 -11.769998 7.778898 6.375919 	 0.750000 7.778898 12.974671 	                    	                    	                    	                    	                    	
 -9.599996 7.684340 8.975128 	 -11.799997 7.684340 6.364557 	 0.750000 7.684340 12.991389 	                    	                    	                    	                    	                    	
 -9.609995 7.589783 8.974627 	 -11.829997 7.589783 6.352995 	 0.750000 7.589783 13.007907 	                    	                    	                    	                    	                    	
 -9.619995 7.495224 8.973927 	 -11.859998 7.495224 6.341233 	 0.750000 7.495224 13.024224 	                    	                    	                    	                    	                    	
 -9.629995 7.400667 8.973027 	 -11.889997 7.400667 6.329271 	 0.750000 7.400667 13.040342 	                    	                    	                    	                    	                    	
 -9.639996 7.306108 8.971927 	 -11.919997 7.306108 6.317110 	 0.750000 7.306108 13.056260 	                    	                    	                    	                    	                    	
 -9.649995 7.211550 8.970626 	 -11.949997 7.211550 6.304747 	 0.750000 7.211550 13.071979 	                    	                    	                    	                    	                    	
 -9.659995 7.116993 8.969126 	 -11.979998 7.116993 6.292185 	 0.750000 7.116993 13.087496 	                    	                    	                    	                    	                    	
 -9.669995 7.022434 8.967425 	 -12.009997 7.022434 6.279423 	 0.750000 7.022434 13.102814 	                    	                    	                    	                    	                    	
 -9.679996 6.927877 8.965526 	 -12.039997 6.927877 6.266461 	 0.750000 6.927877 13.117931 	                    	                    	                    	                    	                    	
 -9.689995 6.833319 8.963425 	 -12.069997 6.833319 6.253299 	 0.750000 6.833319 13.132849 	                    	                    	                    	                    	                    	
 -9.699995 6.738762 8.961124 	 -12.099998 6.738762 6.239937 	 0.750000 6.738762 13.147567 	                    	                    	                    	                    	                    	
 -9.709995 6.644203 8.958625 	 -12.129997 6.644203 6.226375 	 0.750000 6.644203 13.162085 	                    	                    	                    	                    	                    	
 -9.719995 6.549646 8.955924 	 -12.159997 6.549646 6.212613 	 0.750000 6.549646 13.176403 	                    	                    	                    	                    	                    	
 -9.729995 6.455088 8.953024 	 -12.189997 6.455088 6.198651 	 0.750000 6.455088 13.190520 	                    	                    	                    	                    	                    	
 -9.739995 6.360529 8.949924 	 -12.219997 6.360529 6.184489 	 0.750000 6.360529 13.204438 	                    	                    	                    	                    	                    	
 -9.749995 6.265972 8.946624 	 -12.249997 6.265972 6.170127 	 0.750000 6.265972 13.218156 	                    	                    	                    	                    	                    	
 -9.759995 6.171413 8.943123 	 -12.279997 6.171413 6.155565 	 0.750000 6.171413 13.231673 	                    	                    	                    	                    	                    	
 -9.769995 6.076857 8.939423 	 -12.309997 6.076857 6.140803 	 0.750000 6.076857 13.244991 	                    	                    	                    	                    	                    	
 -9.779995 5.982298 8.935523 	 -12.339997 5.982298 6.125841 	 0.750000 5.982298 13.258109 	                    	                    	                    	                    	                    	
 -9.789995 5.887741 8.931422 	 -12.369997 5.887741 6.110679 	 0.750000 5.887741 13.271028 	                    	                    	                    	                    	                    	
 -9.799995 5.793182 8.927122 	 -12.399997 5.793182 6.095317 	 0.750000 5.793182 13.283745 	                    	                    	                    	                    	                    	
 -9.809995 5.698626 8.922622 	 -12.429996 5.698626 6.079755 	 0.750000 5.698626 13.296263 	                    	                    	                    	                    	                    	
 -9.819995 5.604067 8.917922 	 -12.459997 5.604067 6.063993 	 0.750000 5.604067 13.308580 	                    	                    	                    	                    	                    	
 -9.829995 5.509508 8.913021 	 -12.489997 5.509508 6.048031 	 0.750000 5.509508 13.320698 	                    	                    	                    	                    	                    	
 -9.839995 5.414951 8.907921 	 -12.519997 5.414951 6.031869 	 0.750000 5.414951 13.332616 	                    	                    	                    	                    	                    	
 -9.849995 5.320393 8.902621 	 -12.549996 5.320393 6.015507 	 0.750000 5.320393 13.344334 	                    	                    	                    	                    	                    	
 -9.859995 5.225836 8.897120 	 -12.579997 5.225836 5.998945 	 0.750000 5.225836 13.355852 	                    	                    	                    	                    	                    	
 -9.869995 5.131277 8.891420 	 -12.609997 5.131277 5.982183 	 0.750000 5.131277 13.367169 	                    	                    	                    	                    	                    	
 -9.879995 5.036720 8.885520 	 -12.639997 5.036720 5.965221 	 0.750000 5.036720 13.378287 	                    	                    	                    	                    	                    	
 -9.889995 4.942162 8.879420 	 -12.669996 4.942162 5.948059 	 0.750000 4.942162 13.389205 	                    	                    	                    	                    	                    	
 -9.899995 4.847605 8.873119 	 -12.699997 4.847605 5.930697 	 0.750000 4.847605 13.399922 	                    	                    	                    	                    	                    	
 -9.909995 4.753046 8.866619 	 -12.729997 4.753046 5.913135 	 0.750000 4.753046 13.410440 	                    	                    	                    	                    	                    	
 -9.919995 4.658489 8.859920 	 -12.759996 4.658489 5.895373 	 0.750000 4.658489 13.420758 	                    	                    	                    	                    	                    	
 -9.929995 4.563931 8.853019 	 -12.789996 4.563931 5.877411 	 0.750000 4.563931 13.430876 	                    	                    	                    	                    	                    	
 -9.939995 4.469372 8.845919 	 -12.819997 4.469372 5.859250 	 0.750000 4.469372 13.440794 	                    	                    	                    	                    	                    	
 -9.949995 4.374815 8.838618 	 -12.849997 4.374815 5.840887 	 0.750000 4.374815 13.450512 	                    	                    	                    	                    	                    	
 -9.959995 4.280256 8.831119 	 -12.879996 4.280256 5.822325 	 0.750000 4.280256 13.460030 	                    	                    	                    	                    	                    	
 -9.969995 4.185699 8.823418 	 -12.909996 4.185699 5.803563 	 0.750000 4.185699 13.469347 	                    	                    	                    	                    	                    	
 -9.979995 4.091141 8.815517 	 -12.939997 4.091141 5.784601 	 0.750000 4.091141 13.478465 	                    	                    	                    	                    	                    	
 -9.989995 3.996584 8.807418 	 -12.969996 3.996584 5.765440 	 0.750000 3.996584 13.487383 	                    	                    	                    	                    	                    	
 -9.999995 3.902025 8.799117 	 -12.999996 3.902025 5.746078 	 0.750000 3.902025 13.496100 	                    	                    	                    	                    	                    	
 -10.009995 3.807468 8.790617 	 -13.029996 3.807468 5.726515 	 0.750000 3.807468 13.504619 	                    	                    	                    	                    	                    	
 -10.019995 3.712910 8.781917 	 -13.059997 3.712910 5.706753 	 0.750000 3.712910 13.512937 	                    	                    	                    	                    	                    	
 -10.029995 3.618351 8.773017 	 -13.089996 3.618351 5.686791 	 0.750000 3.618351 13.521054 	                    	                    	                    	                    	                    	
 -10.039995 3.523794 8.763916 	 -13.119996 3.523794 5.666629 	 0.750000 3.523794 13.528972 	                    	                    	                    	                    	                    	
 -10.049994 3.429235 8.754616 	 -13.149996 3.429235 5.646267 	 0.750000 3.429235 13.536690 	                    	                    	                    	                    	                    	
 -10.059995 3.334679 8.745116 	 -13.179996 3.334679 5.625706 	 0.750000 3.334679 13.544208 	                    	                    	                    	                    	                    	
 -10.069995 3.240120 8.735415 	 -13.209996 3.240120 5.604943 	 0.750000 3.240120 13.551525 	                    	                    	                    	                    	                    	
 -10.079995 3.145563 8.725515 	 -13.239996 3.145563 5.583982 	 0.750000 3.145563 13.558643 	                    	                    	                    	                    	                    	
 -10.089994 3.051004 8.715415 	 -13.269996 3.051004 5.562819 	 0.750000 3.051004 13.565561 	                    	                    	                    	                    	                    	
 -10.099995 2.956448 8.705114 	 -13.299996 2.956448 5.541457 	 0.750000 2.956448 13.572279 	                    	                    	                    	                    	                    	
 -10.109995 2.861889 8.694614 	 -13.329996 2.861889 5.519896 	 0.750000 2.861889 13.578796 	                    	                    	                    	                    	                    	
 -10.119995 2.767330 8.683914 	 -13.359996 2.767330 5.498134 	 0.750000 2.767330 13.585114 	                    	                    	                    	                    	                    	
 -10.129994 2.672773 8.673014 	 -13.389996 2.672773 5.476171 	 0.750000 2.672773 13.591232 	                    	                    	                    	                    	                    	
 -10.139995 2.578215 8.661914 	 -13.419996 2.578215 5.454010 	 0.750000 2.578215 13.597150 	                    	                    	                    	                    	                    	
 -10.149995 2.483658 8.650614 	 -13.449996 2.483658 5.431648 	 0.750000 2.483658 13.602868 	                    	                    	                    	                    	                    	
 -10.159995 2.389099 8.639113 	 -13.479996 2.389099 5.409086 	 0.750000 2.389099 13.608386 	                    	                    	                    	                    	                    	
 -10.169994 2.294542 8.627413 	 -13.509995 2.294542 5.386323 	 0.750000 2.294542 13.613704 	                    	                    	                    	                    	                    	
 -10.179995 2.199984 8.615513 	 -13.539996 2.199984 5.363362 	 0.750000 2.199984 13.618821 	                    	                    	                    	                    	                    	
 -10.189995 2.105427 8.603413 	 -13.569996 2.105427 5.340199 	 0.750000 2.105427 13.623739 	                    	                    	                    	                    	                    	
 -10.199995 2.010868 8.591112 	 -13.599996 2.010868 5.316837 	 0.750000 2.010868 13.628457 	                    	                    	                    	                    	                    	
 -10.209994 1.916309 8.578612 	 -13.629995 1.916309 5.293276 	 0.750000 1.916309 13.632975 	                    	                    	                    	                    	                    	
 -10.219995 1.821753 8.565911 	 -13.659996 1.821753 5.269513 	 0.750000 1.821753 13.637292 	                    	                    	                    	                    	                    	
 -10.229995 1.727194 8.553012 	 -13.689996 1.727194 5.245552 	 0.750000 1.727194 13.641411 	                    	                    	                    	                    	                    	
 -10.239995 1.632637 8.539911 	 -13.719995 1.632637 5.221390 	 0.750000 1.632637 13.645329 	                    	                    	                    	                    	                    	
 -10.249994 1.538078 8.526611 	 -13.749995 1.538078 5.197028 	 0.750000 1.538078 13.649046 	                    	                    	                    	                    	                    	
 -10.259995 1.443521 8.513111 	 -13.779996 1.443521 5.172466 	 0.750000 1.443521 13.652564 	                    	                    	                    	                    	                    	
 -10.269995 1.348963 8.499411 	 -13.809996 1.348963 5.147704 	 0.750000 1.348963 13.655882 	                    	                    	                    	                    	                    	
 -10.279995 1.254406 8.485510 	 -13.839995 1.254406 5.122741 	 0.750000 1.254406 13.658998 	                    	                    	                    	                    	                    	
 -10.289994 1.159847 8.471410 	 -13.869995 1.159847 5.097579 	 0.750000 1.159847 13.661917 	                    	                    	                    	                    	                    	
 -10.299994 1.065290 8.457109 	 -13.899996 1.065290 5.072217 	 0.750000 1.065290 13.664635 	                    	                    	                    	                    	                    	
 -10.309995 0.970732 8.442610 	 -13.929996 0.970732 5.046656 	 0.750000 0.970732 13.667153 	                    	                    	                    	                    	                    	
 -10.319995 0.876173 8.427910 	 -13.959995 0.876173 5.020894 	 0.750000 0.876173 13.669471 	                    	                    	                    	                    	                    	
 -10.329994 0.781616 8.413010 	 -13.989995 0.781616 4.994932 	 0.750000 0.781616 13.671589 	                    	                    	                    	                    	                    	
 -10.339994 0.687057 8.397909 	 -14.019996 0.687057 4.968770 	 0.750000 0.687057 13.673507 	                    	                    	                    	                    	                    	
 -10.349995 0.592501 8.382608 	 -14.049995 0.592501 4.942408 	 0.750000 0.592501 13.675223 	                    	                    	                    	                    	                    	
 -10.359995 0.497942 8.367108 	 -14.079995 0.497942 4.915846 	 0.750000 0.497942 13.676742 	                    	                    	                    	                    	                    	
 -10.369994 0.403385 8.351408 	 -14.109995 0.403385 4.889083 	 0.750000 0.403385 13.678060 	                    	                    	                    	                    	                    	
 -10.379994 0.308826 8.335508 	 -14.139996 0.308826 4.862122 	 0.750000 0.308826 13.679178 	                    	                    	                    	                    	                    	
 -10.389995 0.214270 8.319407 	 -14.169995 0.214270 4.834960 	 0.750000 0.214270 13.680095 	                    	                    	                    	                    	                    	
 -10.399995 0.119711 8.303107 	 -14.199995 0.119711 4.807598 	 0.750000 0.119711 13.680813 	                    	                    	                    	                    	                    	
 -10.409994 0.025152 8.286608 	 -14.229995 0.025152 4.780036 	 0.750000 0.025152 13.681332 	                    	                    	                    	                    	                    	
 -10.419994 -0.069405 8.269907 	 -14.259995 -0.069405 4.752274 	 0.750000 -0.069405 13.681648 	                    	                    	                    	                    	                    	
 -10.429995 -0.163963 8.253007 	 -14.289995 -0.163963 4.724312 	 0.750000 -0.163963 13.681767 	                    	                    	                    	                    	                    	
 -10.439995 -0.258520 8.235907 	 -14.319995 -0.258520 4.696150 	 0.750000 -0.258520 13.681684 	                    	                    	                    	                    	                    	
 -10.449994 -0.353079 8.218606 	 -14.349995 -0.353079 4.667788 	 0.750000 -0.353079 13.681401 	                    	                    	                    	                    	                    	
 -10.459994 -0.447636 8.201106 	 -14.379995 -0.447636 4.639226 	 0.750000 -0.447636 13.680920 	                    	                    	                    	                    	                    	
 -10.469995 -0.542194 8.183406 	 -14.409995 -0.542194 4.610464 	 0.750000 -0.542194 13.680238 	                    	                    	                    	                    	                    	
 -10.479995 -0.636751 8.165505 	 -14.439995 -0.636751 4.581502 	 0.750000 -0.636751 13.679356 	                    	                    	                    	                    	                    	
 -10.489994 -0.731310 8.147406 	 -14.469995 -0.731310 4.552340 	 0.750000 -0.731310 13.678273 	                    	                    	                    	                    	                    	
 -10.499994 -0.825869 8.129105 	 -14.499995 -0.825869 4.522978 	 0.750000 -0.825869 13.676991 	                    	                    	                    	                    	                    	
 -10.509995 -0.920425 8.110604 	 -14.529995 -0.920425 4.493416 	 0.750000 -0.920425 13.675509 	                    	                    	                    	                    	                    	
 -10.519995 -1.014984 8.091904 	 -14.559995 -1.014984 4.463654 	 0.750000 -1.014984 13.673826 	                    	                    	                    	                    	                    	
 -10.529994 -1.109541 8.073004 	 -14.589994 -1.109541 4.433692 	 0.750000 -1.109541 13.671945 	                    	                    	                    	                    	                    	
 -10.539994 -1.204100 8.053904 	 -14.619995 -1.204100 4.403531 	 0.750000 -1.204100 13.669863 	                    	                    	                    	                    	                    	
 -10.549994 -1.298656 8.034603 	 -14.649995 -1.298656 4.373168 	 0.750000 -1.298656 13.667581 	                    	                    	                    	                    	                    	
 -10.559995 -1.393215 8.015103 	 -14.679995 -1.393215 4.342607 	 0.750000 -1.393215 13.665098 	                    	                    	                    	                    	                    	
 -10.569994 -1.487772 7.995403 	 -14.709994 -1.487772 4.311844 	 0.750000 -1.487772 13.662416 	                    	                    	                    	                    	                    	
 -10.579994 -1.582331 7.975503 	 -14.739995 -1.582331 4.280883 	 0.750000 -1.582331 13.659534 	                    	                    	                    	                    	                    	
 -10.589994 -1.676889 7.955403 	 -14.769995 -1.676889 4.249721 	 0.750000 -1.676889 13.656451 	                    	                    	                    	                    	                    	
 -10.599995 -1.771446 7.935103 	 -14.799994 -1.771446 4.218359 	 0.750000 -1.771446 13.653170 	                    	                    	                    	                    	                    	
 -10.609994 -1.866005 7.914603 	 -14.829994 -1.866005 4.186797 	 0.750000 -1.866005 13.649688 	                    	                    	                    	                    	                    	
 -10.619994 -1.960562 7.893902 	 -14.859995 -1.960562 4.155035 	 0.750000 -1.960562 13.646006 	                    	                    	                    	                    	                    	
 -10.629994 -2.055119 7.873002 	 -14.889995 -2.055119 4.123072 	 0.750000 -2.055119 13.642122 	                    	                    	                    	                    	                    	
 -10.639995 -2.149677 7.851902 	 -14.919994 -2.149677 4.090910 	 0.750000 -2.149677 13.638041 	                    	                    	                    	                    	                    	
 -10.649994 -2.244236 7.830601 	 -14.949994 -2.244236 4.058548 	 0.750000 -2.244236 13.633759 	                    	                    	                    	                    	                    	
 -10.659994 -2.338795 7.809102 	 -14.979995 -2.338795 4.025987 	 0.750000 -2.338795 13.629276 	                    	                    	                    	                    	                    	
 -10.669994 -2.433350 7.787401 	 -15.009995 -2.433350 3.993224 	 0.750000 -2.433350 13.624594 	                    	                    	                    	                    	                    	
 -10.679995 -2.527908 7.765501 	 -15.039994 -2.527908 3.960262 	 0.750000 -2.527908 13.619712 	                    	                    	                    	                    	                    	
 -10.689994 -2.622467 7.743401 	 -15.069994 -2.622467 3.927101 	 0.750000 -2.622467 13.614631 	                    	                    	                    	                    	                    	
 -10.699994 -2.717026 7.721100 	 -15.099995 -2.717026 3.893739 	 0.750000 -2.717026 13.609347 	                    	                    	                    	                    	                    	
 -10.709994 -2.811584 7.698600 	 -15.129994 -2.811584 3.860177 	 0.750000 -2.811584 13.603866 	                    	                    	                    	                    	                    	
 -10.719995 -2.906139 7.675900 	 -15.159994 -2.906139 3.826415 	 0.750000 -2.906139 13.598184 	                    	                    	                    	                    	                    	
 -10.729994 -3.000698 7.652999 	 -15.189994 -3.000698 3.792453 	 0.750000 -3.000698 13.592300 	                    	                    	                    	                    	                    	
 -10.739994 -3.095257 7.629899 	 -15.219995 -3.095257 3.758291 	 0.750000 -3.095257 13.586219 	                    	                    	                    	                    	                    	
 -10.749994 -3.189816 7.606599 	 -15.249994 -3.189816 3.723929 	 0.750000 -3.189816 13.579937 	                    	                    	                    	                    	                    	
 -10.759995 -3.284370 7.583098 	 -15.279994 -3.284370 3.689367 	 0.750000 -3.284370 13.573455 	                    	                    	                    	                    	                    	
 -10.769994 -3.378929 7.559399 	 -15.309994 -3.378929 3.654605 	 0.750000 -3.378929 13.566772 	                    	                    	                    	                    	                    	
 -10.779994 -3.473488 7.535499 	 -15.339994 -3.473488 3.619643 	 0.750000 -3.473488 13.559891 	                    	                    	                    	                    	                    	
 -10.789994 -3.568047 7.511398 	 -15.369994 -3.568047 3.584481 	 0.750000 -3.568047 13.552809 	                    	                    	                    	                    	                    	
 -10.799994 -3.662605 7.487098 	 -15.399994 -3.662605 3.549119 	 0.750000 -3.662605 13.545526 	                    	                    	                    	                    	                    	
 -10.809994 -3.757160 7.462598 	 -15.429994 -3.757160 3.513557 	 0.750000 -3.757160 13.538044 	                    	                    	                    	                    	                    	
 -10.819994 -3.851719 7.437898 	 -15.459994 -3.851719 3.477796 	 0.750000 -3.851719 13.530362 	                    	                    	                    	                    	                    	
 -10.829994 -3.946278 7.412997 	 -15.489994 -3.946278 3.441833 	 0.750000 -3.946278 13.522480 	                    	                    	                    	                    	                    	
 -10.839994 -4.040836 7.387897 	 -15.519994 -4.040836 3.405671 	 0.750000 -4.040836 13.514397 	                    	                    	                    	                    	                    	
 -10.849994 -4.135391 7.362597 	 -15.549994 -4.135391 3.369309 	 0.750000 -4.135391 13.506115 	                    	                    	                    	                    	                    	
 -10.859994 -4.229950 7.337096 	 -15.579994 -4.229950 3.332747 	 0.750000 -4.229950 13.497633 	                    	                    	                    	                    	                    	
 -10.869994 -4.324509 7.311397 	 -15.609994 -4.324509 3.295986 	 0.750000 -4.324509 13.488951 	                    	                    	                    	                    	                    	
 -10.879994 -4.419067 7.285496 	 -15.639994 -4.419067 3.259023 	 0.750000 -4.419067 13.480068 	                    	                    	                    	                    	                    	
 -10.889994 -4.513626 7.259396 	 -15.669993 -4.513626 3.221861 	 0.750000 -4.513626 13.470986 	                    	                    	                    	                    	                    	
 -10.899994 -4.608181 7.233095 	 -15.699994 -4.608181 3.184499 	 0.750000 -4.608181 13.461703 	                    	                    	                    	                    	                    	
 -10.909994 -4.702740 7.206595 	 -15.729994 -4.702740 3.146938 	 0.750000 -4.702740 13.452222 	                    	                    	                    	                    	                    	
 -10.919994 -4.797298 7.179895 	 -15.759994 -4.797298 3.109176 	 0.750000 -4.797298 13.442540 	                    	                    	                    	                    	                    	
 -10.929994 -4.891857 7.152995 	 -15.789993 -4.891857 3.071214 	 0.750000 -4.891857 13.432658 	                    	                    	                    	                    	                    	
 -10.939994 -4.986412 7.125895 	 -15.819994 -4.986412 3.033051 	 0.750000 -4.986412 13.422575 	                    	                    	                    	                    	                    	
 -10.949994 -5.080971 7.098595 	 -15.849994 -5.080971 2.994690 	 0.750000 -5.080971 13.412293 	                    	                    	                    	                    	                    	
 -10.959994 -5.175529 7.071095 	 -15.879993 -5.175529 2.956128 	 0.750000 -5.175529 13.401812 	                    	                    	                    	                    	                    	
 -10.969994 -5.270088 7.043394 	 -15.909993 -5.270088 2.917366 	 0.750000 -5.270088 13.391129 	                    	                    	                    	                    	                    	
 -10.979994 -5.364647 7.015494 	 -15.939994 -5.364647 2.878404 	 0.750000 -5.364647 13.380247 	                    	                    	                    	                    	                    	
 -10.989994 -5.459202 6.987393 	 -15.969994 -5.459202 2.839242 	 0.750000 -5.459202 13.369164 	                    	                    	                    	                    	                    	
 -10.999994 -5.553761 6.959093 	 -15.999993 -5.553761 2.799880 	 0.750000 -5.553761 13.357882 	                    	                    	                    	                    	                    	
 -11.009994 -5.648319 6.930593 	 -16.029993 -5.648319 2.760318 	 0.750000 -5.648319 13.346400 	                    	                    	                    	                    	                    	
 -11.019994 -5.742878 6.901893 	 -16.059994 -5.742878 2.720556 	 0.750000 -5.742878 13.334718 	                    	                    	                    	                    	                    	
 -11.029994 -5.837433 6.872993 	 -16.089993 -5.837433 2.680594 	 0.750000 -5.837433 13.322836 	                    	                    	                    	                    	                    	
 -11.039994 -5.931992 6.843893 	 -16.119993 -5.931992 2.640432 	 0.750000 -5.931992 13.310754 	                    	                    	                    	                    	                    	
 -11.049994 -6.026550 6.814592 	 -16.149994 -6.026550 2.600070 	 0.750000 -6.026550 13.298471 	                    	                    	                    	                    	                    	
 -11.059994 -6.121109 6.785092 	 -16.179993 -6.121109 2.559508 	 0.750000 -6.121109 13.285990 	                    	                    	                    	                    	                    	
 -11.069994 -6.215668 6.755392 	 -16.209993 -6.215668 2.518746 	 0.750000 -6.215668 13.273308 	                    	                    	                    	                    	                    	
 -11.079994 -6.310223 6.725492 	 -16.239994 -6.310223 2.477784 	 0.750000 -6.310223 13.260425 	                    	                    	                    	                    	                    	
 -11.089993 -6.404781 6.695392 	 -16.269993 -6.404781 2.436622 	 0.750000 -6.404781 13.247343 	                    	                    	                    	                    	                    	
 -11.099994 -6.499340 6.665092 	 -16.299994 -6.499340 2.395260 	 0.750000 -6.499340 13.234061 	                    	                    	                    	                    	                    	
 -11.109994 -6.593899 6.634591 	 -16.329992 -6.593899 2.353698 	 0.750000 -6.593899 13.220578 	                    	                    	                    	                    	                    	
 -11.119994 -6.688454 6.603891 	 -16.359993 -6.688454 2.311937 	 0.750000 -6.688454 13.206897 	                    	                    	                    	                    	                    	
 -11.129993 -6.783012 6.572990 	 -16.389994 -6.783012 2.269974 	 0.750000 -6.783012 13.193014 	                    	                    	                    	                    	                    	
 -11.139994 -6.877571 6.541891 	 -16.419992 -6.877571 2.227813 	 0.750000 -6.877571 13.178933 	                    	                    	                    	                    	                    	
 -11.149994 -6.972130 6.510590 	 -16.449993 -6.972130 2.185451 	 0.750000 -6.972130 13.164650 	                    	                    	                    	                    	                    	
