# Game Session ID 
141 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    13:55:22 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -8.580002 28.203400 4.353094 	 -4.140000 28.203400 4.142921 	 -0.400000 28.203400 4.676437 	                    	                    	                    	                    	                    	
 -8.590001 28.108841 4.395994 	 -4.170001 28.108841 4.174759 	 -0.400000 28.108841 4.736355 	                    	                    	                    	                    	                    	
 -8.600001 28.014282 4.438694 	 -4.200000 28.014282 4.206397 	 -0.400000 28.014282 4.796073 	                    	                    	                    	                    	                    	
 -8.610002 27.919725 4.481194 	 -4.230000 27.919725 4.237835 	 -0.400000 27.919725 4.855591 	                    	                    	                    	                    	                    	
 -8.620002 27.825167 4.523493 	 -4.260001 27.825167 4.269073 	 -0.400000 27.825167 4.914909 	                    	                    	                    	                    	                    	
 -8.630002 27.730608 4.565593 	 -4.290000 27.730608 4.300111 	 -0.400000 27.730608 4.974027 	                    	                    	                    	                    	                    	
 -8.640001 27.636051 4.607492 	 -4.320001 27.636051 4.330949 	 -0.400000 27.636051 5.032944 	                    	                    	                    	                    	                    	
 -8.650002 27.541492 4.649192 	 -4.350000 27.541492 4.361587 	 -0.400000 27.541492 5.091662 	                    	                    	                    	                    	                    	
 -8.660002 27.446936 4.690692 	 -4.380001 27.446936 4.392025 	 -0.400000 27.446936 5.150180 	                    	                    	                    	                    	                    	
 -8.670002 27.352377 4.731991 	 -4.410000 27.352377 4.422263 	 -0.400000 27.352377 5.208498 	                    	                    	                    	                    	                    	
 -8.680001 27.257820 4.773091 	 -4.440001 27.257820 4.452301 	 -0.400000 27.257820 5.266615 	                    	                    	                    	                    	                    	
 -8.690001 27.163261 4.813991 	 -4.470000 27.163261 4.482138 	 -0.400000 27.163261 5.324533 	                    	                    	                    	                    	                    	
 -8.700002 27.068703 4.854691 	 -4.500000 27.068703 4.511776 	 -0.400000 27.068703 5.382250 	                    	                    	                    	                    	                    	
 -8.710002 26.974146 4.895190 	 -4.530000 26.974146 4.541214 	 -0.400000 26.974146 5.439768 	                    	                    	                    	                    	                    	
 -8.720001 26.879587 4.935490 	 -4.560000 26.879587 4.570452 	 -0.400000 26.879587 5.497086 	                    	                    	                    	                    	                    	
 -8.730001 26.785030 4.975589 	 -4.590000 26.785030 4.599490 	 -0.400000 26.785030 5.554204 	                    	                    	                    	                    	                    	
 -8.740002 26.690472 5.015489 	 -4.620000 26.690472 4.628328 	 -0.400000 26.690472 5.611121 	                    	                    	                    	                    	                    	
 -8.750002 26.595915 5.055189 	 -4.650000 26.595915 4.656966 	 -0.400000 26.595915 5.667839 	                    	                    	                    	                    	                    	
 -8.760001 26.501356 5.094688 	 -4.680000 26.501356 4.685404 	 -0.400000 26.501356 5.724357 	                    	                    	                    	                    	                    	
 -8.770001 26.406799 5.133988 	 -4.710000 26.406799 4.713642 	 -0.400000 26.406799 5.780674 	                    	                    	                    	                    	                    	
 -8.780002 26.312241 5.173088 	 -4.740000 26.312241 4.741680 	 -0.400000 26.312241 5.836792 	                    	                    	                    	                    	                    	
 -8.790002 26.217682 5.211987 	 -4.770000 26.217682 4.769517 	 -0.400000 26.217682 5.892710 	                    	                    	                    	                    	                    	
 -8.800001 26.123125 5.250687 	 -4.800000 26.123125 4.797155 	 -0.400000 26.123125 5.948428 	                    	                    	                    	                    	                    	
 -8.810001 26.028568 5.289186 	 -4.830000 26.028568 4.824594 	 -0.400000 26.028568 6.003945 	                    	                    	                    	                    	                    	
 -8.820002 25.934010 5.327486 	 -4.860000 25.934010 4.851831 	 -0.400000 25.934010 6.059263 	                    	                    	                    	                    	                    	
 -8.830002 25.839451 5.365586 	 -4.890000 25.839451 4.878869 	 -0.400000 25.839451 6.114381 	                    	                    	                    	                    	                    	
 -8.840001 25.744894 5.403486 	 -4.920000 25.744894 4.905707 	 -0.400000 25.744894 6.169299 	                    	                    	                    	                    	                    	
 -8.850001 25.650335 5.441185 	 -4.950000 25.650335 4.932345 	 -0.400000 25.650335 6.224016 	                    	                    	                    	                    	                    	
 -8.860002 25.555779 5.478685 	 -4.980000 25.555779 4.958783 	 -0.400000 25.555779 6.278534 	                    	                    	                    	                    	                    	
 -8.870002 25.461220 5.515985 	 -5.010000 25.461220 4.985021 	 -0.400000 25.461220 6.332851 	                    	                    	                    	                    	                    	
 -8.880001 25.366661 5.553084 	 -5.040000 25.366661 5.011059 	 -0.400000 25.366661 6.386970 	                    	                    	                    	                    	                    	
 -8.890001 25.272104 5.589984 	 -5.070000 25.272104 5.036897 	 -0.400000 25.272104 6.440887 	                    	                    	                    	                    	                    	
 -8.900002 25.177546 5.626684 	 -5.100000 25.177546 5.062535 	 -0.400000 25.177546 6.494605 	                    	                    	                    	                    	                    	
 -8.910002 25.082989 5.663183 	 -5.130000 25.082989 5.087973 	 -0.400000 25.082989 6.548122 	                    	                    	                    	                    	                    	
 -8.920001 24.988430 5.699483 	 -5.160000 24.988430 5.113211 	 -0.400000 24.988430 6.601440 	                    	                    	                    	                    	                    	
 -8.930001 24.893873 5.735583 	 -5.190000 24.893873 5.138248 	 -0.400000 24.893873 6.654558 	                    	                    	                    	                    	                    	
 -8.940001 24.799314 5.771482 	 -5.220000 24.799314 5.163086 	 -0.400000 24.799314 6.707476 	                    	                    	                    	                    	                    	
 -8.950002 24.704758 5.807182 	 -5.250000 24.704758 5.187725 	 -0.400000 24.704758 6.760193 	                    	                    	                    	                    	                    	
 -8.960001 24.610199 5.842681 	 -5.280000 24.610199 5.212162 	 -0.400000 24.610199 6.812711 	                    	                    	                    	                    	                    	
 -8.970001 24.515640 5.877981 	 -5.309999 24.515640 5.236400 	 -0.400000 24.515640 6.865029 	                    	                    	                    	                    	                    	
 -8.980001 24.421083 5.913081 	 -5.340000 24.421083 5.260438 	 -0.400000 24.421083 6.917147 	                    	                    	                    	                    	                    	
 -8.990002 24.326525 5.947981 	 -5.369999 24.326525 5.284276 	 -0.400000 24.326525 6.969064 	                    	                    	                    	                    	                    	
 -9.000001 24.231968 5.982680 	 -5.400000 24.231968 5.307914 	 -0.400000 24.231968 7.020782 	                    	                    	                    	                    	                    	
 -9.010001 24.137409 6.017180 	 -5.429999 24.137409 5.331352 	 -0.400000 24.137409 7.072300 	                    	                    	                    	                    	                    	
 -9.020001 24.042852 6.051480 	 -5.460000 24.042852 5.354590 	 -0.400000 24.042852 7.123618 	                    	                    	                    	                    	                    	
 -9.030002 23.948294 6.085579 	 -5.489999 23.948294 5.377628 	 -0.400000 23.948294 7.174735 	                    	                    	                    	                    	                    	
 -9.040001 23.853737 6.119479 	 -5.520000 23.853737 5.400466 	 -0.400000 23.853737 7.225653 	                    	                    	                    	                    	                    	
 -9.050001 23.759178 6.153179 	 -5.549999 23.759178 5.423104 	 -0.400000 23.759178 7.276371 	                    	                    	                    	                    	                    	
 -9.060001 23.664619 6.186678 	 -5.579999 23.664619 5.445541 	 -0.400000 23.664619 7.326889 	                    	                    	                    	                    	                    	
 -9.070002 23.570063 6.219978 	 -5.609999 23.570063 5.467780 	 -0.400000 23.570063 7.377206 	                    	                    	                    	                    	                    	
 -9.080001 23.475506 6.253078 	 -5.639999 23.475506 5.489818 	 -0.400000 23.475506 7.427324 	                    	                    	                    	                    	                    	
 -9.090001 23.380947 6.285977 	 -5.669999 23.380947 5.511655 	 -0.400000 23.380947 7.477242 	                    	                    	                    	                    	                    	
 -9.100001 23.286388 6.318677 	 -5.699999 23.286388 5.533293 	 -0.400000 23.286388 7.526959 	                    	                    	                    	                    	                    	
 -9.110002 23.191832 6.351177 	 -5.729999 23.191832 5.554731 	 -0.400000 23.191832 7.576477 	                    	                    	                    	                    	                    	
 -9.120001 23.097273 6.383476 	 -5.759999 23.097273 5.575969 	 -0.400000 23.097273 7.625795 	                    	                    	                    	                    	                    	
 -9.130001 23.002716 6.415576 	 -5.789999 23.002716 5.597007 	 -0.400000 23.002716 7.674912 	                    	                    	                    	                    	                    	
 -9.140001 22.908157 6.447475 	 -5.819999 22.908157 5.617845 	 -0.400000 22.908157 7.723830 	                    	                    	                    	                    	                    	
 -9.150002 22.813599 6.479176 	 -5.849999 22.813599 5.638483 	 -0.400000 22.813599 7.772548 	                    	                    	                    	                    	                    	
 -9.160001 22.719042 6.510675 	 -5.879999 22.719042 5.658921 	 -0.400000 22.719042 7.821066 	                    	                    	                    	                    	                    	
 -9.170001 22.624485 6.541975 	 -5.909999 22.624485 5.679159 	 -0.400000 22.624485 7.869383 	                    	                    	                    	                    	                    	
 -9.180001 22.529926 6.573074 	 -5.939999 22.529926 5.699197 	 -0.400000 22.529926 7.917501 	                    	                    	                    	                    	                    	
 -9.190001 22.435368 6.603974 	 -5.969999 22.435368 5.719035 	 -0.400000 22.435368 7.965419 	                    	                    	                    	                    	                    	
 -9.200001 22.340811 6.634674 	 -5.999999 22.340811 5.738673 	 -0.400000 22.340811 8.013137 	                    	                    	                    	                    	                    	
 -9.210001 22.246252 6.665174 	 -6.029999 22.246252 5.758111 	 -0.400000 22.246252 8.060655 	                    	                    	                    	                    	                    	
 -9.220001 22.151695 6.695473 	 -6.059999 22.151695 5.777349 	 -0.400000 22.151695 8.107972 	                    	                    	                    	                    	                    	
 -9.230001 22.057137 6.725573 	 -6.089999 22.057137 5.796387 	 -0.400000 22.057137 8.155089 	                    	                    	                    	                    	                    	
 -9.240001 21.962578 6.755472 	 -6.119999 21.962578 5.815225 	 -0.400000 21.962578 8.202007 	                    	                    	                    	                    	                    	
 -9.250001 21.868021 6.785172 	 -6.149999 21.868021 5.833862 	 -0.400000 21.868021 8.248725 	                    	                    	                    	                    	                    	
 -9.260001 21.773464 6.814672 	 -6.179999 21.773464 5.852300 	 -0.400000 21.773464 8.295243 	                    	                    	                    	                    	                    	
 -9.270001 21.678905 6.843971 	 -6.209999 21.678905 5.870538 	 -0.400000 21.678905 8.341560 	                    	                    	                    	                    	                    	
 -9.280001 21.584347 6.873071 	 -6.239999 21.584347 5.888576 	 -0.400000 21.584347 8.387678 	                    	                    	                    	                    	                    	
 -9.290001 21.489790 6.901971 	 -6.269999 21.489790 5.906414 	 -0.400000 21.489790 8.433597 	                    	                    	                    	                    	                    	
 -9.300001 21.395231 6.930670 	 -6.299999 21.395231 5.924052 	 -0.400000 21.395231 8.479314 	                    	                    	                    	                    	                    	
 -9.310001 21.300674 6.959170 	 -6.329998 21.300674 5.941490 	 -0.400000 21.300674 8.524832 	                    	                    	                    	                    	                    	
 -9.320001 21.206116 6.987470 	 -6.359999 21.206116 5.958728 	 -0.400000 21.206116 8.570149 	                    	                    	                    	                    	                    	
 -9.330001 21.111557 7.015570 	 -6.389998 21.111557 5.975766 	 -0.400000 21.111557 8.615267 	                    	                    	                    	                    	                    	
 -9.340001 21.017000 7.043469 	 -6.419999 21.017000 5.992604 	 -0.400000 21.017000 8.660185 	                    	                    	                    	                    	                    	
 -9.350001 20.922443 7.071169 	 -6.449998 20.922443 6.009242 	 -0.400000 20.922443 8.704903 	                    	                    	                    	                    	                    	
 -9.360001 20.827885 7.098669 	 -6.479999 20.827885 6.025680 	 -0.400000 20.827885 8.749420 	                    	                    	                    	                    	                    	
 -9.370001 20.733326 7.125968 	 -6.509998 20.733326 6.041918 	 -0.400000 20.733326 8.793738 	                    	                    	                    	                    	                    	
 -9.380001 20.638769 7.153068 	 -6.539999 20.638769 6.057956 	 -0.400000 20.638769 8.837855 	                    	                    	                    	                    	                    	
 -9.390001 20.544212 7.179967 	 -6.569998 20.544212 6.073793 	 -0.400000 20.544212 8.881773 	                    	                    	                    	                    	                    	
 -9.400001 20.449654 7.206667 	 -6.599998 20.449654 6.089432 	 -0.400000 20.449654 8.925491 	                    	                    	                    	                    	                    	
 -9.410001 20.355095 7.233167 	 -6.629999 20.355095 6.104869 	 -0.400000 20.355095 8.969009 	                    	                    	                    	                    	                    	
 -9.420001 20.260536 7.259467 	 -6.659998 20.260536 6.120108 	 -0.400000 20.260536 9.012327 	                    	                    	                    	                    	                    	
 -9.430001 20.165977 7.285566 	 -6.689999 20.165977 6.135146 	 -0.400000 20.165977 9.055445 	                    	                    	                    	                    	                    	
 -9.440001 20.071421 7.311466 	 -6.719998 20.071421 6.149983 	 -0.400000 20.071421 9.098362 	                    	                    	                    	                    	                    	
 -9.450001 19.976864 7.337166 	 -6.749999 19.976864 6.164621 	 -0.400000 19.976864 9.141080 	                    	                    	                    	                    	                    	
 -9.460001 19.882305 7.362666 	 -6.779998 19.882305 6.179060 	 -0.400000 19.882305 9.183598 	                    	                    	                    	                    	                    	
 -9.470001 19.787746 7.387965 	 -6.809999 19.787746 6.193297 	 -0.400000 19.787746 9.225916 	                    	                    	                    	                    	                    	
 -9.480000 19.693190 7.413065 	 -6.839998 19.693190 6.207335 	 -0.400000 19.693190 9.268033 	                    	                    	                    	                    	                    	
 -9.490001 19.598633 7.437964 	 -6.869998 19.598633 6.221173 	 -0.400000 19.598633 9.309951 	                    	                    	                    	                    	                    	
 -9.500001 19.504074 7.462664 	 -6.899998 19.504074 6.234811 	 -0.400000 19.504074 9.351668 	                    	                    	                    	                    	                    	
 -9.510001 19.409515 7.487164 	 -6.929998 19.409515 6.248249 	 -0.400000 19.409515 9.393187 	                    	                    	                    	                    	                    	
 -9.520000 19.314959 7.511464 	 -6.959998 19.314959 6.261487 	 -0.400000 19.314959 9.434505 	                    	                    	                    	                    	                    	
 -9.530001 19.220400 7.535563 	 -6.989998 19.220400 6.274525 	 -0.400000 19.220400 9.475622 	                    	                    	                    	                    	                    	
 -9.540001 19.125843 7.559463 	 -7.019998 19.125843 6.287363 	 -0.400000 19.125843 9.516540 	                    	                    	                    	                    	                    	
 -9.550001 19.031284 7.583163 	 -7.049998 19.031284 6.300001 	 -0.400000 19.031284 9.557258 	                    	                    	                    	                    	                    	
 -9.560000 18.936726 7.606662 	 -7.079998 18.936726 6.312438 	 -0.400000 18.936726 9.597775 	                    	                    	                    	                    	                    	
 -9.570001 18.842169 7.629962 	 -7.109998 18.842169 6.324677 	 -0.400000 18.842169 9.638093 	                    	                    	                    	                    	                    	
 -9.580001 18.747612 7.653062 	 -7.139998 18.747612 6.336715 	 -0.400000 18.747612 9.678211 	                    	                    	                    	                    	                    	
 -9.590001 18.653053 7.675961 	 -7.169998 18.653053 6.348553 	 -0.400000 18.653053 9.718128 	                    	                    	                    	                    	                    	
 -9.600000 18.558495 7.698661 	 -7.199998 18.558495 6.360190 	 -0.400000 18.558495 9.757846 	                    	                    	                    	                    	                    	
 -9.610001 18.463938 7.721161 	 -7.229998 18.463938 6.371628 	 -0.400000 18.463938 9.797364 	                    	                    	                    	                    	                    	
 -9.620001 18.369379 7.743461 	 -7.259998 18.369379 6.382866 	 -0.400000 18.369379 9.836681 	                    	                    	                    	                    	                    	
 -9.630001 18.274822 7.765560 	 -7.289998 18.274822 6.393904 	 -0.400000 18.274822 9.875799 	                    	                    	                    	                    	                    	
 -9.640000 18.180264 7.787460 	 -7.319998 18.180264 6.404742 	 -0.400000 18.180264 9.914717 	                    	                    	                    	                    	                    	
 -9.650001 18.085705 7.809160 	 -7.349998 18.085705 6.415380 	 -0.400000 18.085705 9.953435 	                    	                    	                    	                    	                    	
 -9.660001 17.991148 7.830659 	 -7.379998 17.991148 6.425818 	 -0.400000 17.991148 9.991953 	                    	                    	                    	                    	                    	
 -9.670001 17.896591 7.851959 	 -7.409998 17.896591 6.436056 	 -0.400000 17.896591 10.030271 	                    	                    	                    	                    	                    	
 -9.680000 17.802032 7.873058 	 -7.439998 17.802032 6.446094 	 -0.400000 17.802032 10.068388 	                    	                    	                    	                    	                    	
 -9.690001 17.707474 7.893958 	 -7.469998 17.707474 6.455932 	 -0.400000 17.707474 10.106306 	                    	                    	                    	                    	                    	
 -9.700001 17.612917 7.914658 	 -7.499998 17.612917 6.465570 	 -0.400000 17.612917 10.144024 	                    	                    	                    	                    	                    	
 -9.710001 17.518360 7.935158 	 -7.529998 17.518360 6.475008 	 -0.400000 17.518360 10.181541 	                    	                    	                    	                    	                    	
 -9.720000 17.423801 7.955457 	 -7.559998 17.423801 6.484246 	 -0.400000 17.423801 10.218859 	                    	                    	                    	                    	                    	
 -9.730000 17.329243 7.975557 	 -7.589998 17.329243 6.493284 	 -0.400000 17.329243 10.255977 	                    	                    	                    	                    	                    	
 -9.740001 17.234684 7.995457 	 -7.619998 17.234684 6.502122 	 -0.400000 17.234684 10.292894 	                    	                    	                    	                    	                    	
 -9.750001 17.140127 8.015157 	 -7.649998 17.140127 6.510760 	 -0.400000 17.140127 10.329613 	                    	                    	                    	                    	                    	
 -9.760000 17.045570 8.034657 	 -7.679997 17.045570 6.519198 	 -0.400000 17.045570 10.366130 	                    	                    	                    	                    	                    	
 -9.770000 16.951012 8.053956 	 -7.709998 16.951012 6.527436 	 -0.400000 16.951012 10.402448 	                    	                    	                    	                    	                    	
 -9.780001 16.856453 8.073055 	 -7.739997 16.856453 6.535474 	 -0.400000 16.856453 10.438565 	                    	                    	                    	                    	                    	
 -9.790001 16.761896 8.091955 	 -7.769998 16.761896 6.543312 	 -0.400000 16.761896 10.474483 	                    	                    	                    	                    	                    	
 -9.800000 16.667339 8.110655 	 -7.799997 16.667339 6.550950 	 -0.400000 16.667339 10.510201 	                    	                    	                    	                    	                    	
 -9.810000 16.572781 8.129154 	 -7.829998 16.572781 6.558387 	 -0.400000 16.572781 10.545719 	                    	                    	                    	                    	                    	
 -9.820001 16.478222 8.147454 	 -7.859997 16.478222 6.565626 	 -0.400000 16.478222 10.581037 	                    	                    	                    	                    	                    	
 -9.830001 16.383663 8.165554 	 -7.889997 16.383663 6.572663 	 -0.400000 16.383663 10.616155 	                    	                    	                    	                    	                    	
 -9.840000 16.289106 8.183454 	 -7.919997 16.289106 6.579501 	 -0.400000 16.289106 10.651073 	                    	                    	                    	                    	                    	
 -9.850000 16.194550 8.201154 	 -7.949997 16.194550 6.586139 	 -0.400000 16.194550 10.685790 	                    	                    	                    	                    	                    	
 -9.860001 16.099991 8.218653 	 -7.979997 16.099991 6.592577 	 -0.400000 16.099991 10.720307 	                    	                    	                    	                    	                    	
 -9.870001 16.005432 8.235953 	 -8.009997 16.005432 6.598815 	 -0.400000 16.005432 10.754625 	                    	                    	                    	                    	                    	
 -9.880000 15.910875 8.253053 	 -8.039997 15.910875 6.604853 	 -0.400000 15.910875 10.788743 	                    	                    	                    	                    	                    	
 -9.890000 15.816318 8.269952 	 -8.069997 15.816318 6.610691 	 -0.400000 15.816318 10.822660 	                    	                    	                    	                    	                    	
 -9.900001 15.721760 8.286652 	 -8.099998 15.721760 6.616329 	 -0.400000 15.721760 10.856379 	                    	                    	                    	                    	                    	
 -9.910001 15.627201 8.303151 	 -8.129997 15.627201 6.621767 	 -0.400000 15.627201 10.889896 	                    	                    	                    	                    	                    	
 -9.920000 15.532643 8.319451 	 -8.159997 15.532643 6.627005 	 -0.400000 15.532643 10.923214 	                    	                    	                    	                    	                    	
 -9.930000 15.438086 8.335551 	 -8.189997 15.438086 6.632043 	 -0.400000 15.438086 10.956332 	                    	                    	                    	                    	                    	
 -9.940001 15.343528 8.351451 	 -8.219997 15.343528 6.636881 	 -0.400000 15.343528 10.989249 	                    	                    	                    	                    	                    	
 -9.950001 15.248970 8.367150 	 -8.249997 15.248970 6.641519 	 -0.400000 15.248970 11.021968 	                    	                    	                    	                    	                    	
 -9.960000 15.154412 8.382650 	 -8.279997 15.154412 6.645957 	 -0.400000 15.154412 11.054485 	                    	                    	                    	                    	                    	
 -9.970000 15.059855 8.397950 	 -8.309997 15.059855 6.650195 	 -0.400000 15.059855 11.086803 	                    	                    	                    	                    	                    	
 -9.980000 14.965297 8.413050 	 -8.339997 14.965297 6.654233 	 -0.400000 14.965297 11.118920 	                    	                    	                    	                    	                    	
 -9.990001 14.870739 8.427949 	 -8.369997 14.870739 6.658071 	 -0.400000 14.870739 11.150838 	                    	                    	                    	                    	                    	
 -10.000000 14.776180 8.442649 	 -8.399997 14.776180 6.661709 	 -0.400000 14.776180 11.182556 	                    	                    	                    	                    	                    	
 -10.010000 14.681623 8.457149 	 -8.429996 14.681623 6.665147 	 -0.400000 14.681623 11.214074 	                    	                    	                    	                    	                    	
 -10.020000 14.587065 8.471448 	 -8.459997 14.587065 6.668385 	 -0.400000 14.587065 11.245392 	                    	                    	                    	                    	                    	
 -10.030001 14.492507 8.485548 	 -8.489997 14.492507 6.671423 	 -0.400000 14.492507 11.276509 	                    	                    	                    	                    	                    	
 -10.040000 14.397949 8.499448 	 -8.519997 14.397949 6.674261 	 -0.400000 14.397949 11.307427 	                    	                    	                    	                    	                    	
 -10.050000 14.303391 8.513147 	 -8.549996 14.303391 6.676898 	 -0.400000 14.303391 11.338145 	                    	                    	                    	                    	                    	
 -10.060000 14.208834 8.526648 	 -8.579997 14.208834 6.679337 	 -0.400000 14.208834 11.368663 	                    	                    	                    	                    	                    	
 -10.070001 14.114276 8.539947 	 -8.609997 14.114276 6.681575 	 -0.400000 14.114276 11.398980 	                    	                    	                    	                    	                    	
 -10.080000 14.019718 8.553046 	 -8.639997 14.019718 6.683612 	 -0.400000 14.019718 11.429098 	                    	                    	                    	                    	                    	
 -10.090000 13.925159 8.565946 	 -8.669996 13.925159 6.685451 	 -0.400000 13.925159 11.459016 	                    	                    	                    	                    	                    	
 -10.100000 13.830603 8.578646 	 -8.699997 13.830603 6.687088 	 -0.400000 13.830603 11.488734 	                    	                    	                    	                    	                    	
 -10.110001 13.736044 8.591146 	 -8.729997 13.736044 6.688527 	 -0.400000 13.736044 11.518251 	                    	                    	                    	                    	                    	
 -10.120000 13.641487 8.603445 	 -8.759996 13.641487 6.689764 	 -0.400000 13.641487 11.547569 	                    	                    	                    	                    	                    	
 -10.130000 13.546928 8.615545 	 -8.789996 13.546928 6.690803 	 -0.400000 13.546928 11.576687 	                    	                    	                    	                    	                    	
 -10.140000 13.452372 8.627444 	 -8.819997 13.452372 6.691640 	 -0.400000 13.452372 11.605605 	                    	                    	                    	                    	                    	
 -10.150001 13.357813 8.639144 	 -8.849997 13.357813 6.692278 	 -0.400000 13.357813 11.634322 	                    	                    	                    	                    	                    	
 -10.160000 13.263254 8.650644 	 -8.879996 13.263254 6.692717 	 -0.400000 13.263254 11.662841 	                    	                    	                    	                    	                    	
 -10.170000 13.168697 8.661943 	 -8.909996 13.168697 6.692954 	 -0.400000 13.168697 11.691158 	                    	                    	                    	                    	                    	
 -10.180000 13.074139 8.673043 	 -8.939997 13.074139 6.692992 	 -0.400000 13.074139 11.719275 	                    	                    	                    	                    	                    	
 -10.190001 12.979582 8.683944 	 -8.969996 12.979582 6.692831 	 -0.400000 12.979582 11.747193 	                    	                    	                    	                    	                    	
 -10.200000 12.885023 8.694643 	 -8.999996 12.885023 6.692468 	 -0.400000 12.885023 11.774911 	                    	                    	                    	                    	                    	
 -10.210000 12.790466 8.705143 	 -9.029996 12.790466 6.691906 	 -0.400000 12.790466 11.802429 	                    	                    	                    	                    	                    	
 -10.220000 12.695908 8.715443 	 -9.059997 12.695908 6.691144 	 -0.400000 12.695908 11.829747 	                    	                    	                    	                    	                    	
 -10.230000 12.601351 8.725542 	 -9.089996 12.601351 6.690182 	 -0.400000 12.601351 11.856865 	                    	                    	                    	                    	                    	
 -10.240000 12.506792 8.735442 	 -9.119996 12.506792 6.689020 	 -0.400000 12.506792 11.883782 	                    	                    	                    	                    	                    	
 -10.250000 12.412233 8.745142 	 -9.149996 12.412233 6.687658 	 -0.400000 12.412233 11.910501 	                    	                    	                    	                    	                    	
 -10.260000 12.317677 8.754642 	 -9.179996 12.317677 6.686096 	 -0.400000 12.317677 11.937018 	                    	                    	                    	                    	                    	
 -10.270000 12.223118 8.763941 	 -9.209996 12.223118 6.684334 	 -0.400000 12.223118 11.963336 	                    	                    	                    	                    	                    	
 -10.280000 12.128561 8.773041 	 -9.239996 12.128561 6.682372 	 -0.400000 12.128561 11.989453 	                    	                    	                    	                    	                    	
 -10.290000 12.034002 8.781940 	 -9.269996 12.034002 6.680210 	 -0.400000 12.034002 12.015371 	                    	                    	                    	                    	                    	
 -10.300000 11.939445 8.790640 	 -9.299996 11.939445 6.677848 	 -0.400000 11.939445 12.041089 	                    	                    	                    	                    	                    	
 -10.310000 11.844887 8.799140 	 -9.329996 11.844887 6.675286 	 -0.400000 11.844887 12.066607 	                    	                    	                    	                    	                    	
