# Game Session ID 
144 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:8:35 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -7.749999 28.487072 4.223195 	 -4.850001 28.487072 4.046207 	 0.400000 28.487072 4.495484 	                    	                    	                    	                    	                    	
 -7.759998 28.392515 4.266695 	 -4.880002 28.392515 4.078645 	 0.400000 28.392515 4.556002 	                    	                    	                    	                    	                    	
 -7.769999 28.297956 4.309995 	 -4.910002 28.297956 4.110883 	 0.400000 28.297956 4.616320 	                    	                    	                    	                    	                    	
 -7.779998 28.203400 4.353094 	 -4.940001 28.203400 4.142921 	 0.400000 28.203400 4.676437 	                    	                    	                    	                    	                    	
 -7.789999 28.108841 4.395994 	 -4.970002 28.108841 4.174759 	 0.400000 28.108841 4.736355 	                    	                    	                    	                    	                    	
 -7.799998 28.014282 4.438694 	 -5.000001 28.014282 4.206397 	 0.400000 28.014282 4.796073 	                    	                    	                    	                    	                    	
 -7.809999 27.919725 4.481194 	 -5.030002 27.919725 4.237835 	 0.400000 27.919725 4.855591 	                    	                    	                    	                    	                    	
 -7.819999 27.825167 4.523493 	 -5.060002 27.825167 4.269073 	 0.400000 27.825167 4.914909 	                    	                    	                    	                    	                    	
 -7.829998 27.730608 4.565593 	 -5.090002 27.730608 4.300111 	 0.400000 27.730608 4.974027 	                    	                    	                    	                    	                    	
 -7.839999 27.636051 4.607492 	 -5.120002 27.636051 4.330949 	 0.400000 27.636051 5.032944 	                    	                    	                    	                    	                    	
 -7.849998 27.541492 4.649192 	 -5.150002 27.541492 4.361587 	 0.400000 27.541492 5.091662 	                    	                    	                    	                    	                    	
 -7.859999 27.446936 4.690692 	 -5.180002 27.446936 4.392025 	 0.400000 27.446936 5.150180 	                    	                    	                    	                    	                    	
 -7.869998 27.352377 4.731991 	 -5.210001 27.352377 4.422263 	 0.400000 27.352377 5.208498 	                    	                    	                    	                    	                    	
 -7.879999 27.257820 4.773091 	 -5.240002 27.257820 4.452301 	 0.400000 27.257820 5.266615 	                    	                    	                    	                    	                    	
 -7.889998 27.163261 4.813991 	 -5.270001 27.163261 4.482138 	 0.400000 27.163261 5.324533 	                    	                    	                    	                    	                    	
 -7.899999 27.068703 4.854691 	 -5.300002 27.068703 4.511776 	 0.400000 27.068703 5.382250 	                    	                    	                    	                    	                    	
 -7.909998 26.974146 4.895190 	 -5.330001 26.974146 4.541214 	 0.400000 26.974146 5.439768 	                    	                    	                    	                    	                    	
 -7.919999 26.879587 4.935490 	 -5.360002 26.879587 4.570452 	 0.400000 26.879587 5.497086 	                    	                    	                    	                    	                    	
 -7.929998 26.785030 4.975589 	 -5.390001 26.785030 4.599490 	 0.400000 26.785030 5.554204 	                    	                    	                    	                    	                    	
 -7.939999 26.690472 5.015489 	 -5.420002 26.690472 4.628328 	 0.400000 26.690472 5.611121 	                    	                    	                    	                    	                    	
 -7.949998 26.595915 5.055189 	 -5.450001 26.595915 4.656966 	 0.400000 26.595915 5.667839 	                    	                    	                    	                    	                    	
 -7.959999 26.501356 5.094688 	 -5.480001 26.501356 4.685404 	 0.400000 26.501356 5.724357 	                    	                    	                    	                    	                    	
 -7.969998 26.406799 5.133988 	 -5.510001 26.406799 4.713642 	 0.400000 26.406799 5.780674 	                    	                    	                    	                    	                    	
 -7.979999 26.312241 5.173088 	 -5.540001 26.312241 4.741680 	 0.400000 26.312241 5.836792 	                    	                    	                    	                    	                    	
 -7.989998 26.217682 5.211987 	 -5.570001 26.217682 4.769517 	 0.400000 26.217682 5.892710 	                    	                    	                    	                    	                    	
 -7.999999 26.123125 5.250687 	 -5.600001 26.123125 4.797155 	 0.400000 26.123125 5.948428 	                    	                    	                    	                    	                    	
 -8.009998 26.028568 5.289186 	 -5.630001 26.028568 4.824594 	 0.400000 26.028568 6.003945 	                    	                    	                    	                    	                    	
 -8.019999 25.934010 5.327486 	 -5.660001 25.934010 4.851831 	 0.400000 25.934010 6.059263 	                    	                    	                    	                    	                    	
 -8.029999 25.839451 5.365586 	 -5.690001 25.839451 4.878869 	 0.400000 25.839451 6.114381 	                    	                    	                    	                    	                    	
 -8.039998 25.744894 5.403486 	 -5.720001 25.744894 4.905707 	 0.400000 25.744894 6.169299 	                    	                    	                    	                    	                    	
 -8.049998 25.650335 5.441185 	 -5.750001 25.650335 4.932345 	 0.400000 25.650335 6.224016 	                    	                    	                    	                    	                    	
 -8.059999 25.555779 5.478685 	 -5.780001 25.555779 4.958783 	 0.400000 25.555779 6.278534 	                    	                    	                    	                    	                    	
 -8.069999 25.461220 5.515985 	 -5.810001 25.461220 4.985021 	 0.400000 25.461220 6.332851 	                    	                    	                    	                    	                    	
 -8.079998 25.366661 5.553084 	 -5.840001 25.366661 5.011059 	 0.400000 25.366661 6.386970 	                    	                    	                    	                    	                    	
 -8.089998 25.272104 5.589984 	 -5.870001 25.272104 5.036897 	 0.400000 25.272104 6.440887 	                    	                    	                    	                    	                    	
 -8.099998 25.177546 5.626684 	 -5.900001 25.177546 5.062535 	 0.400000 25.177546 6.494605 	                    	                    	                    	                    	                    	
 -8.109999 25.082989 5.663183 	 -5.930001 25.082989 5.087973 	 0.400000 25.082989 6.548122 	                    	                    	                    	                    	                    	
 -8.119998 24.988430 5.699483 	 -5.960001 24.988430 5.113211 	 0.400000 24.988430 6.601440 	                    	                    	                    	                    	                    	
 -8.129998 24.893873 5.735583 	 -5.990001 24.893873 5.138248 	 0.400000 24.893873 6.654558 	                    	                    	                    	                    	                    	
 -8.139998 24.799314 5.771482 	 -6.020001 24.799314 5.163086 	 0.400000 24.799314 6.707476 	                    	                    	                    	                    	                    	
 -8.149999 24.704758 5.807182 	 -6.050001 24.704758 5.187725 	 0.400000 24.704758 6.760193 	                    	                    	                    	                    	                    	
 -8.159998 24.610199 5.842681 	 -6.080001 24.610199 5.212162 	 0.400000 24.610199 6.812711 	                    	                    	                    	                    	                    	
 -8.169998 24.515640 5.877981 	 -6.110001 24.515640 5.236400 	 0.400000 24.515640 6.865029 	                    	                    	                    	                    	                    	
 -8.179998 24.421083 5.913081 	 -6.140001 24.421083 5.260438 	 0.400000 24.421083 6.917147 	                    	                    	                    	                    	                    	
 -8.189999 24.326525 5.947981 	 -6.170001 24.326525 5.284276 	 0.400000 24.326525 6.969064 	                    	                    	                    	                    	                    	
 -8.199998 24.231968 5.982680 	 -6.200001 24.231968 5.307914 	 0.400000 24.231968 7.020782 	                    	                    	                    	                    	                    	
 -8.209998 24.137409 6.017180 	 -6.230000 24.137409 5.331352 	 0.400000 24.137409 7.072300 	                    	                    	                    	                    	                    	
 -8.219998 24.042852 6.051480 	 -6.260001 24.042852 5.354590 	 0.400000 24.042852 7.123618 	                    	                    	                    	                    	                    	
 -8.229999 23.948294 6.085579 	 -6.290000 23.948294 5.377628 	 0.400000 23.948294 7.174735 	                    	                    	                    	                    	                    	
 -8.239998 23.853737 6.119479 	 -6.320001 23.853737 5.400466 	 0.400000 23.853737 7.225653 	                    	                    	                    	                    	                    	
 -8.249998 23.759178 6.153179 	 -6.350000 23.759178 5.423104 	 0.400000 23.759178 7.276371 	                    	                    	                    	                    	                    	
 -8.259998 23.664619 6.186678 	 -6.380001 23.664619 5.445541 	 0.400000 23.664619 7.326889 	                    	                    	                    	                    	                    	
 -8.269999 23.570063 6.219978 	 -6.410000 23.570063 5.467780 	 0.400000 23.570063 7.377206 	                    	                    	                    	                    	                    	
 -8.279998 23.475506 6.253078 	 -6.440001 23.475506 5.489818 	 0.400000 23.475506 7.427324 	                    	                    	                    	                    	                    	
 -8.289998 23.380947 6.285977 	 -6.470000 23.380947 5.511655 	 0.400000 23.380947 7.477242 	                    	                    	                    	                    	                    	
 -8.299998 23.286388 6.318677 	 -6.500000 23.286388 5.533293 	 0.400000 23.286388 7.526959 	                    	                    	                    	                    	                    	
 -8.309999 23.191832 6.351177 	 -6.530000 23.191832 5.554731 	 0.400000 23.191832 7.576477 	                    	                    	                    	                    	                    	
 -8.319998 23.097273 6.383476 	 -6.560000 23.097273 5.575969 	 0.400000 23.097273 7.625795 	                    	                    	                    	                    	                    	
 -8.329998 23.002716 6.415576 	 -6.590000 23.002716 5.597007 	 0.400000 23.002716 7.674912 	                    	                    	                    	                    	                    	
 -8.339998 22.908157 6.447475 	 -6.620000 22.908157 5.617845 	 0.400000 22.908157 7.723830 	                    	                    	                    	                    	                    	
 -8.349998 22.813599 6.479176 	 -6.650000 22.813599 5.638483 	 0.400000 22.813599 7.772548 	                    	                    	                    	                    	                    	
 -8.359998 22.719042 6.510675 	 -6.680000 22.719042 5.658921 	 0.400000 22.719042 7.821066 	                    	                    	                    	                    	                    	
 -8.369998 22.624485 6.541975 	 -6.710000 22.624485 5.679159 	 0.400000 22.624485 7.869383 	                    	                    	                    	                    	                    	
 -8.379998 22.529926 6.573074 	 -6.740000 22.529926 5.699197 	 0.400000 22.529926 7.917501 	                    	                    	                    	                    	                    	
 -8.389998 22.435368 6.603974 	 -6.770000 22.435368 5.719035 	 0.400000 22.435368 7.965419 	                    	                    	                    	                    	                    	
 -8.399998 22.340811 6.634674 	 -6.800000 22.340811 5.738673 	 0.400000 22.340811 8.013137 	                    	                    	                    	                    	                    	
 -8.409998 22.246252 6.665174 	 -6.830000 22.246252 5.758111 	 0.400000 22.246252 8.060655 	                    	                    	                    	                    	                    	
 -8.419998 22.151695 6.695473 	 -6.860000 22.151695 5.777349 	 0.400000 22.151695 8.107972 	                    	                    	                    	                    	                    	
 -8.429998 22.057137 6.725573 	 -6.890000 22.057137 5.796387 	 0.400000 22.057137 8.155089 	                    	                    	                    	                    	                    	
 -8.439998 21.962578 6.755472 	 -6.920000 21.962578 5.815225 	 0.400000 21.962578 8.202007 	                    	                    	                    	                    	                    	
 -8.449998 21.868021 6.785172 	 -6.950000 21.868021 5.833862 	 0.400000 21.868021 8.248725 	                    	                    	                    	                    	                    	
 -8.459998 21.773464 6.814672 	 -6.980000 21.773464 5.852300 	 0.400000 21.773464 8.295243 	                    	                    	                    	                    	                    	
 -8.469998 21.678905 6.843971 	 -7.010000 21.678905 5.870538 	 0.400000 21.678905 8.341560 	                    	                    	                    	                    	                    	
 -8.479998 21.584347 6.873071 	 -7.040000 21.584347 5.888576 	 0.400000 21.584347 8.387678 	                    	                    	                    	                    	                    	
 -8.489998 21.489790 6.901971 	 -7.070000 21.489790 5.906414 	 0.400000 21.489790 8.433597 	                    	                    	                    	                    	                    	
 -8.499998 21.395231 6.930670 	 -7.100000 21.395231 5.924052 	 0.400000 21.395231 8.479314 	                    	                    	                    	                    	                    	
 -8.509998 21.300674 6.959170 	 -7.130000 21.300674 5.941490 	 0.400000 21.300674 8.524832 	                    	                    	                    	                    	                    	
 -8.519998 21.206116 6.987470 	 -7.160000 21.206116 5.958728 	 0.400000 21.206116 8.570149 	                    	                    	                    	                    	                    	
 -8.529998 21.111557 7.015570 	 -7.190000 21.111557 5.975766 	 0.400000 21.111557 8.615267 	                    	                    	                    	                    	                    	
 -8.539998 21.017000 7.043469 	 -7.220000 21.017000 5.992604 	 0.400000 21.017000 8.660185 	                    	                    	                    	                    	                    	
 -8.549998 20.922443 7.071169 	 -7.250000 20.922443 6.009242 	 0.400000 20.922443 8.704903 	                    	                    	                    	                    	                    	
 -8.559998 20.827885 7.098669 	 -7.280000 20.827885 6.025680 	 0.400000 20.827885 8.749420 	                    	                    	                    	                    	                    	
 -8.569998 20.733326 7.125968 	 -7.309999 20.733326 6.041918 	 0.400000 20.733326 8.793738 	                    	                    	                    	                    	                    	
 -8.579998 20.638769 7.153068 	 -7.340000 20.638769 6.057956 	 0.400000 20.638769 8.837855 	                    	                    	                    	                    	                    	
 -8.589998 20.544212 7.179967 	 -7.369999 20.544212 6.073793 	 0.400000 20.544212 8.881773 	                    	                    	                    	                    	                    	
 -8.599998 20.449654 7.206667 	 -7.400000 20.449654 6.089432 	 0.400000 20.449654 8.925491 	                    	                    	                    	                    	                    	
 -8.609998 20.355095 7.233167 	 -7.430000 20.355095 6.104869 	 0.400000 20.355095 8.969009 	                    	                    	                    	                    	                    	
 -8.619998 20.260536 7.259467 	 -7.460000 20.260536 6.120108 	 0.400000 20.260536 9.012327 	                    	                    	                    	                    	                    	
 -8.629998 20.165977 7.285566 	 -7.490000 20.165977 6.135146 	 0.400000 20.165977 9.055445 	                    	                    	                    	                    	                    	
 -8.639997 20.071421 7.311466 	 -7.520000 20.071421 6.149983 	 0.400000 20.071421 9.098362 	                    	                    	                    	                    	                    	
 -8.649998 19.976864 7.337166 	 -7.550000 19.976864 6.164621 	 0.400000 19.976864 9.141080 	                    	                    	                    	                    	                    	
 -8.659998 19.882305 7.362666 	 -7.579999 19.882305 6.179060 	 0.400000 19.882305 9.183598 	                    	                    	                    	                    	                    	
 -8.669998 19.787746 7.387965 	 -7.610000 19.787746 6.193297 	 0.400000 19.787746 9.225916 	                    	                    	                    	                    	                    	
 -8.679997 19.693190 7.413065 	 -7.639999 19.693190 6.207335 	 0.400000 19.693190 9.268033 	                    	                    	                    	                    	                    	
 -8.689998 19.598633 7.437964 	 -7.670000 19.598633 6.221173 	 0.400000 19.598633 9.309951 	                    	                    	                    	                    	                    	
 -8.699998 19.504074 7.462664 	 -7.699999 19.504074 6.234811 	 0.400000 19.504074 9.351668 	                    	                    	                    	                    	                    	
 -8.709998 19.409515 7.487164 	 -7.730000 19.409515 6.248249 	 0.400000 19.409515 9.393187 	                    	                    	                    	                    	                    	
 -8.719997 19.314959 7.511464 	 -7.759999 19.314959 6.261487 	 0.400000 19.314959 9.434505 	                    	                    	                    	                    	                    	
 -8.729998 19.220400 7.535563 	 -7.789999 19.220400 6.274525 	 0.400000 19.220400 9.475622 	                    	                    	                    	                    	                    	
 -8.739998 19.125843 7.559463 	 -7.819999 19.125843 6.287363 	 0.400000 19.125843 9.516540 	                    	                    	                    	                    	                    	
 -8.749998 19.031284 7.583163 	 -7.849999 19.031284 6.300001 	 0.400000 19.031284 9.557258 	                    	                    	                    	                    	                    	
 -8.759997 18.936726 7.606662 	 -7.879999 18.936726 6.312438 	 0.400000 18.936726 9.597775 	                    	                    	                    	                    	                    	
 -8.769998 18.842169 7.629962 	 -7.909999 18.842169 6.324677 	 0.400000 18.842169 9.638093 	                    	                    	                    	                    	                    	
 -8.779998 18.747612 7.653062 	 -7.939999 18.747612 6.336715 	 0.400000 18.747612 9.678211 	                    	                    	                    	                    	                    	
 -8.789998 18.653053 7.675961 	 -7.969999 18.653053 6.348553 	 0.400000 18.653053 9.718128 	                    	                    	                    	                    	                    	
 -8.799997 18.558495 7.698661 	 -7.999999 18.558495 6.360190 	 0.400000 18.558495 9.757846 	                    	                    	                    	                    	                    	
 -8.809998 18.463938 7.721161 	 -8.029999 18.463938 6.371628 	 0.400000 18.463938 9.797364 	                    	                    	                    	                    	                    	
 -8.819998 18.369379 7.743461 	 -8.059999 18.369379 6.382866 	 0.400000 18.369379 9.836681 	                    	                    	                    	                    	                    	
 -8.829998 18.274822 7.765560 	 -8.089999 18.274822 6.393904 	 0.400000 18.274822 9.875799 	                    	                    	                    	                    	                    	
 -8.839997 18.180264 7.787460 	 -8.119999 18.180264 6.404742 	 0.400000 18.180264 9.914717 	                    	                    	                    	                    	                    	
 -8.849998 18.085705 7.809160 	 -8.149999 18.085705 6.415380 	 0.400000 18.085705 9.953435 	                    	                    	                    	                    	                    	
 -8.859998 17.991148 7.830659 	 -8.179999 17.991148 6.425818 	 0.400000 17.991148 9.991953 	                    	                    	                    	                    	                    	
 -8.869998 17.896591 7.851959 	 -8.209999 17.896591 6.436056 	 0.400000 17.896591 10.030271 	                    	                    	                    	                    	                    	
 -8.879997 17.802032 7.873058 	 -8.239999 17.802032 6.446094 	 0.400000 17.802032 10.068388 	                    	                    	                    	                    	                    	
 -8.889997 17.707474 7.893958 	 -8.269999 17.707474 6.455932 	 0.400000 17.707474 10.106306 	                    	                    	                    	                    	                    	
 -8.899998 17.612917 7.914658 	 -8.299999 17.612917 6.465570 	 0.400000 17.612917 10.144024 	                    	                    	                    	                    	                    	
 -8.909998 17.518360 7.935158 	 -8.329999 17.518360 6.475008 	 0.400000 17.518360 10.181541 	                    	                    	                    	                    	                    	
 -8.919997 17.423801 7.955457 	 -8.359999 17.423801 6.484246 	 0.400000 17.423801 10.218859 	                    	                    	                    	                    	                    	
 -8.929997 17.329243 7.975557 	 -8.389998 17.329243 6.493284 	 0.400000 17.329243 10.255977 	                    	                    	                    	                    	                    	
 -8.939998 17.234684 7.995457 	 -8.419999 17.234684 6.502122 	 0.400000 17.234684 10.292894 	                    	                    	                    	                    	                    	
 -8.949998 17.140127 8.015157 	 -8.449999 17.140127 6.510760 	 0.400000 17.140127 10.329613 	                    	                    	                    	                    	                    	
 -8.959997 17.045570 8.034657 	 -8.479999 17.045570 6.519198 	 0.400000 17.045570 10.366130 	                    	                    	                    	                    	                    	
 -8.969997 16.951012 8.053956 	 -8.509998 16.951012 6.527436 	 0.400000 16.951012 10.402448 	                    	                    	                    	                    	                    	
 -8.979998 16.856453 8.073055 	 -8.539999 16.856453 6.535474 	 0.400000 16.856453 10.438565 	                    	                    	                    	                    	                    	
 -8.989998 16.761896 8.091955 	 -8.569999 16.761896 6.543312 	 0.400000 16.761896 10.474483 	                    	                    	                    	                    	                    	
 -8.999997 16.667339 8.110655 	 -8.599998 16.667339 6.550950 	 0.400000 16.667339 10.510201 	                    	                    	                    	                    	                    	
 -9.009997 16.572781 8.129154 	 -8.629998 16.572781 6.558387 	 0.400000 16.572781 10.545719 	                    	                    	                    	                    	                    	
 -9.019998 16.478222 8.147454 	 -8.659999 16.478222 6.565626 	 0.400000 16.478222 10.581037 	                    	                    	                    	                    	                    	
 -9.029998 16.383663 8.165554 	 -8.689999 16.383663 6.572663 	 0.400000 16.383663 10.616155 	                    	                    	                    	                    	                    	
 -9.039997 16.289106 8.183454 	 -8.719998 16.289106 6.579501 	 0.400000 16.289106 10.651073 	                    	                    	                    	                    	                    	
 -9.049997 16.194550 8.201154 	 -8.749998 16.194550 6.586139 	 0.400000 16.194550 10.685790 	                    	                    	                    	                    	                    	
 -9.059998 16.099991 8.218653 	 -8.779999 16.099991 6.592577 	 0.400000 16.099991 10.720307 	                    	                    	                    	                    	                    	
 -9.069998 16.005432 8.235953 	 -8.809999 16.005432 6.598815 	 0.400000 16.005432 10.754625 	                    	                    	                    	                    	                    	
 -9.079997 15.910875 8.253053 	 -8.839998 15.910875 6.604853 	 0.400000 15.910875 10.788743 	                    	                    	                    	                    	                    	
 -9.089997 15.816318 8.269952 	 -8.869998 15.816318 6.610691 	 0.400000 15.816318 10.822660 	                    	                    	                    	                    	                    	
 -9.099998 15.721760 8.286652 	 -8.899999 15.721760 6.616329 	 0.400000 15.721760 10.856379 	                    	                    	                    	                    	                    	
 -9.109998 15.627201 8.303151 	 -8.929998 15.627201 6.621767 	 0.400000 15.627201 10.889896 	                    	                    	                    	                    	                    	
 -9.119997 15.532643 8.319451 	 -8.959998 15.532643 6.627005 	 0.400000 15.532643 10.923214 	                    	                    	                    	                    	                    	
 -9.129997 15.438086 8.335551 	 -8.989998 15.438086 6.632043 	 0.400000 15.438086 10.956332 	                    	                    	                    	                    	                    	
 -9.139997 15.343528 8.351451 	 -9.019999 15.343528 6.636881 	 0.400000 15.343528 10.989249 	                    	                    	                    	                    	                    	
 -9.149998 15.248970 8.367150 	 -9.049998 15.248970 6.641519 	 0.400000 15.248970 11.021968 	                    	                    	                    	                    	                    	
 -9.159997 15.154412 8.382650 	 -9.079998 15.154412 6.645957 	 0.400000 15.154412 11.054485 	                    	                    	                    	                    	                    	
 -9.169997 15.059855 8.397950 	 -9.109998 15.059855 6.650195 	 0.400000 15.059855 11.086803 	                    	                    	                    	                    	                    	
 -9.179997 14.965297 8.413050 	 -9.139998 14.965297 6.654233 	 0.400000 14.965297 11.118920 	                    	                    	                    	                    	                    	
 -9.189998 14.870739 8.427949 	 -9.169998 14.870739 6.658071 	 0.400000 14.870739 11.150838 	                    	                    	                    	                    	                    	
 -9.199997 14.776180 8.442649 	 -9.199998 14.776180 6.661709 	 0.400000 14.776180 11.182556 	                    	                    	                    	                    	                    	
 -9.209997 14.681623 8.457149 	 -9.229998 14.681623 6.665147 	 0.400000 14.681623 11.214074 	                    	                    	                    	                    	                    	
 -9.219997 14.587065 8.471448 	 -9.259998 14.587065 6.668385 	 0.400000 14.587065 11.245392 	                    	                    	                    	                    	                    	
 -9.229998 14.492507 8.485548 	 -9.289998 14.492507 6.671423 	 0.400000 14.492507 11.276509 	                    	                    	                    	                    	                    	
 -9.239997 14.397949 8.499448 	 -9.319998 14.397949 6.674261 	 0.400000 14.397949 11.307427 	                    	                    	                    	                    	                    	
 -9.249997 14.303391 8.513147 	 -9.349998 14.303391 6.676898 	 0.400000 14.303391 11.338145 	                    	                    	                    	                    	                    	
 -9.259997 14.208834 8.526648 	 -9.379998 14.208834 6.679337 	 0.400000 14.208834 11.368663 	                    	                    	                    	                    	                    	
 -9.269998 14.114276 8.539947 	 -9.409998 14.114276 6.681575 	 0.400000 14.114276 11.398980 	                    	                    	                    	                    	                    	
 -9.279997 14.019718 8.553046 	 -9.439998 14.019718 6.683612 	 0.400000 14.019718 11.429098 	                    	                    	                    	                    	                    	
 -9.289997 13.925159 8.565946 	 -9.469997 13.925159 6.685451 	 0.400000 13.925159 11.459016 	                    	                    	                    	                    	                    	
 -9.299997 13.830603 8.578646 	 -9.499998 13.830603 6.687088 	 0.400000 13.830603 11.488734 	                    	                    	                    	                    	                    	
 -9.309998 13.736044 8.591146 	 -9.529998 13.736044 6.688527 	 0.400000 13.736044 11.518251 	                    	                    	                    	                    	                    	
 -9.319997 13.641487 8.603445 	 -9.559998 13.641487 6.689764 	 0.400000 13.641487 11.547569 	                    	                    	                    	                    	                    	
 -9.329997 13.546928 8.615545 	 -9.589997 13.546928 6.690803 	 0.400000 13.546928 11.576687 	                    	                    	                    	                    	                    	
 -9.339997 13.452372 8.627444 	 -9.619998 13.452372 6.691640 	 0.400000 13.452372 11.605605 	                    	                    	                    	                    	                    	
 -9.349998 13.357813 8.639144 	 -9.649998 13.357813 6.692278 	 0.400000 13.357813 11.634322 	                    	                    	                    	                    	                    	
 -9.359997 13.263254 8.650644 	 -9.679997 13.263254 6.692717 	 0.400000 13.263254 11.662841 	                    	                    	                    	                    	                    	
 -9.369997 13.168697 8.661943 	 -9.709997 13.168697 6.692954 	 0.400000 13.168697 11.691158 	                    	                    	                    	                    	                    	
 -9.379997 13.074139 8.673043 	 -9.739998 13.074139 6.692992 	 0.400000 13.074139 11.719275 	                    	                    	                    	                    	                    	
 -9.389997 12.979582 8.683944 	 -9.769998 12.979582 6.692831 	 0.400000 12.979582 11.747193 	                    	                    	                    	                    	                    	
 -9.399997 12.885023 8.694643 	 -9.799997 12.885023 6.692468 	 0.400000 12.885023 11.774911 	                    	                    	                    	                    	                    	
 -9.409997 12.790466 8.705143 	 -9.829997 12.790466 6.691906 	 0.400000 12.790466 11.802429 	                    	                    	                    	                    	                    	
 -9.419997 12.695908 8.715443 	 -9.859998 12.695908 6.691144 	 0.400000 12.695908 11.829747 	                    	                    	                    	                    	                    	
 -9.429997 12.601351 8.725542 	 -9.889997 12.601351 6.690182 	 0.400000 12.601351 11.856865 	                    	                    	                    	                    	                    	
 -9.439997 12.506792 8.735442 	 -9.919997 12.506792 6.689020 	 0.400000 12.506792 11.883782 	                    	                    	                    	                    	                    	
 -9.449997 12.412233 8.745142 	 -9.949997 12.412233 6.687658 	 0.400000 12.412233 11.910501 	                    	                    	                    	                    	                    	
 -9.459997 12.317677 8.754642 	 -9.979998 12.317677 6.686096 	 0.400000 12.317677 11.937018 	                    	                    	                    	                    	                    	
 -9.469997 12.223118 8.763941 	 -10.009997 12.223118 6.684334 	 0.400000 12.223118 11.963336 	                    	                    	                    	                    	                    	
 -9.479997 12.128561 8.773041 	 -10.039997 12.128561 6.682372 	 0.400000 12.128561 11.989453 	                    	                    	                    	                    	                    	
 -9.489997 12.034002 8.781940 	 -10.069997 12.034002 6.680210 	 0.400000 12.034002 12.015371 	                    	                    	                    	                    	                    	
 -9.499997 11.939445 8.790640 	 -10.099998 11.939445 6.677848 	 0.400000 11.939445 12.041089 	                    	                    	                    	                    	                    	
 -9.509997 11.844887 8.799140 	 -10.129997 11.844887 6.675286 	 0.400000 11.844887 12.066607 	                    	                    	                    	                    	                    	
 -9.519997 11.750330 8.807440 	 -10.159997 11.750330 6.672524 	 0.400000 11.750330 12.091925 	                    	                    	                    	                    	                    	
 -9.529997 11.655771 8.815539 	 -10.189997 11.655771 6.669562 	 0.400000 11.655771 12.117043 	                    	                    	                    	                    	                    	
 -9.539997 11.561213 8.823439 	 -10.219997 11.561213 6.666400 	 0.400000 11.561213 12.141960 	                    	                    	                    	                    	                    	
