# Game Session ID 
144 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:8:35 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -9.549997 11.466656 8.831139 	 -10.249997 11.466656 6.663038 	 0.400000 11.466656 12.166678 	                    	                    	                    	                    	                    	
 -9.559997 11.372097 8.838638 	 -10.279997 11.372097 6.659476 	 0.400000 11.372097 12.191195 	                    	                    	                    	                    	                    	
 -9.569997 11.277540 8.845938 	 -10.309997 11.277540 6.655714 	 0.400000 11.277540 12.215513 	                    	                    	                    	                    	                    	
 -9.579997 11.182981 8.853038 	 -10.339997 11.182981 6.651752 	 0.400000 11.182981 12.239631 	                    	                    	                    	                    	                    	
 -9.589997 11.088425 8.859938 	 -10.369997 11.088425 6.647590 	 0.400000 11.088425 12.263549 	                    	                    	                    	                    	                    	
 -9.599997 10.993866 8.866637 	 -10.399997 10.993866 6.643228 	 0.400000 10.993866 12.287267 	                    	                    	                    	                    	                    	
 -9.609997 10.899307 8.873137 	 -10.429997 10.899307 6.638666 	 0.400000 10.899307 12.310784 	                    	                    	                    	                    	                    	
 -9.619997 10.804749 8.879436 	 -10.459997 10.804749 6.633904 	 0.400000 10.804749 12.334103 	                    	                    	                    	                    	                    	
 -9.629997 10.710192 8.885536 	 -10.489997 10.710192 6.628942 	 0.400000 10.710192 12.357221 	                    	                    	                    	                    	                    	
 -9.639997 10.615633 8.891436 	 -10.519997 10.615633 6.623779 	 0.400000 10.615633 12.380137 	                    	                    	                    	                    	                    	
 -9.649997 10.521076 8.897136 	 -10.549997 10.521076 6.618418 	 0.400000 10.521076 12.402856 	                    	                    	                    	                    	                    	
 -9.659997 10.426517 8.902636 	 -10.579997 10.426517 6.612855 	 0.400000 10.426517 12.425373 	                    	                    	                    	                    	                    	
 -9.669997 10.331961 8.907935 	 -10.609997 10.331961 6.607094 	 0.400000 10.331961 12.447692 	                    	                    	                    	                    	                    	
 -9.679996 10.237402 8.913035 	 -10.639997 10.237402 6.601132 	 0.400000 10.237402 12.469810 	                    	                    	                    	                    	                    	
 -9.689997 10.142845 8.917934 	 -10.669997 10.142845 6.594970 	 0.400000 10.142845 12.491727 	                    	                    	                    	                    	                    	
 -9.699997 10.048286 8.922634 	 -10.699997 10.048286 6.588607 	 0.400000 10.048286 12.513445 	                    	                    	                    	                    	                    	
 -9.709997 9.953728 8.927135 	 -10.729997 9.953728 6.582046 	 0.400000 9.953728 12.534963 	                    	                    	                    	                    	                    	
 -9.719996 9.859171 8.931434 	 -10.759996 9.859171 6.575284 	 0.400000 9.859171 12.556280 	                    	                    	                    	                    	                    	
 -9.729997 9.764612 8.935534 	 -10.789997 9.764612 6.568322 	 0.400000 9.764612 12.577398 	                    	                    	                    	                    	                    	
 -9.739997 9.670055 8.939433 	 -10.819997 9.670055 6.561160 	 0.400000 9.670055 12.598316 	                    	                    	                    	                    	                    	
 -9.749997 9.575497 8.943133 	 -10.849997 9.575497 6.553798 	 0.400000 9.575497 12.619034 	                    	                    	                    	                    	                    	
 -9.759996 9.480940 8.946632 	 -10.879996 9.480940 6.546235 	 0.400000 9.480940 12.639551 	                    	                    	                    	                    	                    	
 -9.769997 9.386381 8.949932 	 -10.909997 9.386381 6.538473 	 0.400000 9.386381 12.659869 	                    	                    	                    	                    	                    	
 -9.779997 9.291824 8.953032 	 -10.939997 9.291824 6.530511 	 0.400000 9.291824 12.679987 	                    	                    	                    	                    	                    	
 -9.789997 9.197266 8.955932 	 -10.969996 9.197266 6.522349 	 0.400000 9.197266 12.699904 	                    	                    	                    	                    	                    	
 -9.799996 9.102707 8.958632 	 -10.999996 9.102707 6.513988 	 0.400000 9.102707 12.719623 	                    	                    	                    	                    	                    	
 -9.809997 9.008150 8.961131 	 -11.029997 9.008150 6.505425 	 0.400000 9.008150 12.739141 	                    	                    	                    	                    	                    	
 -9.819997 8.913591 8.963431 	 -11.059997 8.913591 6.496663 	 0.400000 8.913591 12.758458 	                    	                    	                    	                    	                    	
 -9.829997 8.819035 8.965531 	 -11.089996 8.819035 6.487701 	 0.400000 8.819035 12.777575 	                    	                    	                    	                    	                    	
 -9.839996 8.724476 8.967431 	 -11.119996 8.724476 6.478539 	 0.400000 8.724476 12.796494 	                    	                    	                    	                    	                    	
 -9.849997 8.629919 8.969131 	 -11.149997 8.629919 6.469177 	 0.400000 8.629919 12.815211 	                    	                    	                    	                    	                    	
 -9.859997 8.535360 8.970631 	 -11.179996 8.535360 6.459616 	 0.400000 8.535360 12.833730 	                    	                    	                    	                    	                    	
 -9.869997 8.440804 8.971930 	 -11.209996 8.440804 6.449853 	 0.400000 8.440804 12.852047 	                    	                    	                    	                    	                    	
 -9.879996 8.346245 8.973030 	 -11.239996 8.346245 6.439891 	 0.400000 8.346245 12.870165 	                    	                    	                    	                    	                    	
 -9.889997 8.251688 8.973929 	 -11.269997 8.251688 6.429729 	 0.400000 8.251688 12.888083 	                    	                    	                    	                    	                    	
 -9.899997 8.157129 8.974629 	 -11.299996 8.157129 6.419367 	 0.400000 8.157129 12.905800 	                    	                    	                    	                    	                    	
 -9.909997 8.062571 8.975129 	 -11.329996 8.062571 6.408805 	 0.400000 8.062571 12.923318 	                    	                    	                    	                    	                    	
 -9.919996 7.968014 8.975429 	 -11.359996 7.968014 6.398044 	 0.400000 7.968014 12.940636 	                    	                    	                    	                    	                    	
 -9.929996 7.873455 8.975529 	 -11.389997 7.873455 6.387082 	 0.400000 7.873455 12.957754 	                    	                    	                    	                    	                    	
 -9.939997 7.778898 8.975428 	 -11.419996 7.778898 6.375919 	 0.400000 7.778898 12.974671 	                    	                    	                    	                    	                    	
 -9.949997 7.684340 8.975128 	 -11.449996 7.684340 6.364557 	 0.400000 7.684340 12.991389 	                    	                    	                    	                    	                    	
 -9.959996 7.589783 8.974627 	 -11.479996 7.589783 6.352995 	 0.400000 7.589783 13.007907 	                    	                    	                    	                    	                    	
 -9.969996 7.495224 8.973927 	 -11.509996 7.495224 6.341233 	 0.400000 7.495224 13.024224 	                    	                    	                    	                    	                    	
 -9.979997 7.400667 8.973027 	 -11.539996 7.400667 6.329271 	 0.400000 7.400667 13.040342 	                    	                    	                    	                    	                    	
 -9.989997 7.306108 8.971927 	 -11.569996 7.306108 6.317110 	 0.400000 7.306108 13.056260 	                    	                    	                    	                    	                    	
 -9.999996 7.211550 8.970626 	 -11.599996 7.211550 6.304747 	 0.400000 7.211550 13.071979 	                    	                    	                    	                    	                    	
 -10.009996 7.116993 8.969126 	 -11.629996 7.116993 6.292185 	 0.400000 7.116993 13.087496 	                    	                    	                    	                    	                    	
 -10.019997 7.022434 8.967425 	 -11.659996 7.022434 6.279423 	 0.400000 7.022434 13.102814 	                    	                    	                    	                    	                    	
 -10.029997 6.927877 8.965526 	 -11.689996 6.927877 6.266461 	 0.400000 6.927877 13.117931 	                    	                    	                    	                    	                    	
 -10.039996 6.833319 8.963425 	 -11.719995 6.833319 6.253299 	 0.400000 6.833319 13.132849 	                    	                    	                    	                    	                    	
 -10.049996 6.738762 8.961124 	 -11.749996 6.738762 6.239937 	 0.400000 6.738762 13.147567 	                    	                    	                    	                    	                    	
 -10.059997 6.644203 8.958625 	 -11.779996 6.644203 6.226375 	 0.400000 6.644203 13.162085 	                    	                    	                    	                    	                    	
 -10.069997 6.549646 8.955924 	 -11.809996 6.549646 6.212613 	 0.400000 6.549646 13.176403 	                    	                    	                    	                    	                    	
 -10.079996 6.455088 8.953024 	 -11.839995 6.455088 6.198651 	 0.400000 6.455088 13.190520 	                    	                    	                    	                    	                    	
 -10.089996 6.360529 8.949924 	 -11.869996 6.360529 6.184489 	 0.400000 6.360529 13.204438 	                    	                    	                    	                    	                    	
 -10.099997 6.265972 8.946624 	 -11.899996 6.265972 6.170127 	 0.400000 6.265972 13.218156 	                    	                    	                    	                    	                    	
 -10.109997 6.171413 8.943123 	 -11.929996 6.171413 6.155565 	 0.400000 6.171413 13.231673 	                    	                    	                    	                    	                    	
 -10.119996 6.076857 8.939423 	 -11.959995 6.076857 6.140803 	 0.400000 6.076857 13.244991 	                    	                    	                    	                    	                    	
 -10.129996 5.982298 8.935523 	 -11.989996 5.982298 6.125841 	 0.400000 5.982298 13.258109 	                    	                    	                    	                    	                    	
 -10.139997 5.887741 8.931422 	 -12.019996 5.887741 6.110679 	 0.400000 5.887741 13.271028 	                    	                    	                    	                    	                    	
 -10.149997 5.793182 8.927122 	 -12.049995 5.793182 6.095317 	 0.400000 5.793182 13.283745 	                    	                    	                    	                    	                    	
 -10.159996 5.698626 8.922622 	 -12.079995 5.698626 6.079755 	 0.400000 5.698626 13.296263 	                    	                    	                    	                    	                    	
 -10.169996 5.604067 8.917922 	 -12.109996 5.604067 6.063993 	 0.400000 5.604067 13.308580 	                    	                    	                    	                    	                    	
 -10.179996 5.509508 8.913021 	 -12.139996 5.509508 6.048031 	 0.400000 5.509508 13.320698 	                    	                    	                    	                    	                    	
 -10.189997 5.414951 8.907921 	 -12.169995 5.414951 6.031869 	 0.400000 5.414951 13.332616 	                    	                    	                    	                    	                    	
 -10.199996 5.320393 8.902621 	 -12.199995 5.320393 6.015507 	 0.400000 5.320393 13.344334 	                    	                    	                    	                    	                    	
 -10.209996 5.225836 8.897120 	 -12.229996 5.225836 5.998945 	 0.400000 5.225836 13.355852 	                    	                    	                    	                    	                    	
 -10.219996 5.131277 8.891420 	 -12.259995 5.131277 5.982183 	 0.400000 5.131277 13.367169 	                    	                    	                    	                    	                    	
 -10.229997 5.036720 8.885520 	 -12.289995 5.036720 5.965221 	 0.400000 5.036720 13.378287 	                    	                    	                    	                    	                    	
 -10.239996 4.942162 8.879420 	 -12.319995 4.942162 5.948059 	 0.400000 4.942162 13.389205 	                    	                    	                    	                    	                    	
 -10.249996 4.847605 8.873119 	 -12.349996 4.847605 5.930697 	 0.400000 4.847605 13.399922 	                    	                    	                    	                    	                    	
 -10.259996 4.753046 8.866619 	 -12.379995 4.753046 5.913135 	 0.400000 4.753046 13.410440 	                    	                    	                    	                    	                    	
 -10.269997 4.658489 8.859920 	 -12.409995 4.658489 5.895373 	 0.400000 4.658489 13.420758 	                    	                    	                    	                    	                    	
 -10.279996 4.563931 8.853019 	 -12.439995 4.563931 5.877411 	 0.400000 4.563931 13.430876 	                    	                    	                    	                    	                    	
 -10.289996 4.469372 8.845919 	 -12.469995 4.469372 5.859250 	 0.400000 4.469372 13.440794 	                    	                    	                    	                    	                    	
 -10.299996 4.374815 8.838618 	 -12.499995 4.374815 5.840887 	 0.400000 4.374815 13.450512 	                    	                    	                    	                    	                    	
 -10.309997 4.280256 8.831119 	 -12.529995 4.280256 5.822325 	 0.400000 4.280256 13.460030 	                    	                    	                    	                    	                    	
 -10.319996 4.185699 8.823418 	 -12.559995 4.185699 5.803563 	 0.400000 4.185699 13.469347 	                    	                    	                    	                    	                    	
 -10.329996 4.091141 8.815517 	 -12.589995 4.091141 5.784601 	 0.400000 4.091141 13.478465 	                    	                    	                    	                    	                    	
 -10.339996 3.996584 8.807418 	 -12.619995 3.996584 5.765440 	 0.400000 3.996584 13.487383 	                    	                    	                    	                    	                    	
 -10.349997 3.902025 8.799117 	 -12.649995 3.902025 5.746078 	 0.400000 3.902025 13.496100 	                    	                    	                    	                    	                    	
 -10.359996 3.807468 8.790617 	 -12.679995 3.807468 5.726515 	 0.400000 3.807468 13.504619 	                    	                    	                    	                    	                    	
 -10.369996 3.712910 8.781917 	 -12.709995 3.712910 5.706753 	 0.400000 3.712910 13.512937 	                    	                    	                    	                    	                    	
 -10.379996 3.618351 8.773017 	 -12.739995 3.618351 5.686791 	 0.400000 3.618351 13.521054 	                    	                    	                    	                    	                    	
 -10.389997 3.523794 8.763916 	 -12.769995 3.523794 5.666629 	 0.400000 3.523794 13.528972 	                    	                    	                    	                    	                    	
 -10.399996 3.429235 8.754616 	 -12.799994 3.429235 5.646267 	 0.400000 3.429235 13.536690 	                    	                    	                    	                    	                    	
 -10.409996 3.334679 8.745116 	 -12.829995 3.334679 5.625706 	 0.400000 3.334679 13.544208 	                    	                    	                    	                    	                    	
 -10.419996 3.240120 8.735415 	 -12.859995 3.240120 5.604943 	 0.400000 3.240120 13.551525 	                    	                    	                    	                    	                    	
 -10.429996 3.145563 8.725515 	 -12.889995 3.145563 5.583982 	 0.400000 3.145563 13.558643 	                    	                    	                    	                    	                    	
 -10.439996 3.051004 8.715415 	 -12.919994 3.051004 5.562819 	 0.400000 3.051004 13.565561 	                    	                    	                    	                    	                    	
 -10.449996 2.956448 8.705114 	 -12.949995 2.956448 5.541457 	 0.400000 2.956448 13.572279 	                    	                    	                    	                    	                    	
 -10.459996 2.861889 8.694614 	 -12.979995 2.861889 5.519896 	 0.400000 2.861889 13.578796 	                    	                    	                    	                    	                    	
 -10.469996 2.767330 8.683914 	 -13.009995 2.767330 5.498134 	 0.400000 2.767330 13.585114 	                    	                    	                    	                    	                    	
 -10.479996 2.672773 8.673014 	 -13.039994 2.672773 5.476171 	 0.400000 2.672773 13.591232 	                    	                    	                    	                    	                    	
 -10.489996 2.578215 8.661914 	 -13.069995 2.578215 5.454010 	 0.400000 2.578215 13.597150 	                    	                    	                    	                    	                    	
 -10.499996 2.483658 8.650614 	 -13.099995 2.483658 5.431648 	 0.400000 2.483658 13.602868 	                    	                    	                    	                    	                    	
 -10.509996 2.389099 8.639113 	 -13.129994 2.389099 5.409086 	 0.400000 2.389099 13.608386 	                    	                    	                    	                    	                    	
 -10.519996 2.294542 8.627413 	 -13.159994 2.294542 5.386323 	 0.400000 2.294542 13.613704 	                    	                    	                    	                    	                    	
 -10.529996 2.199984 8.615513 	 -13.189995 2.199984 5.363362 	 0.400000 2.199984 13.618821 	                    	                    	                    	                    	                    	
 -10.539996 2.105427 8.603413 	 -13.219995 2.105427 5.340199 	 0.400000 2.105427 13.623739 	                    	                    	                    	                    	                    	
 -10.549996 2.010868 8.591112 	 -13.249994 2.010868 5.316837 	 0.400000 2.010868 13.628457 	                    	                    	                    	                    	                    	
 -10.559996 1.916309 8.578612 	 -13.279994 1.916309 5.293276 	 0.400000 1.916309 13.632975 	                    	                    	                    	                    	                    	
 -10.569996 1.821753 8.565911 	 -13.309995 1.821753 5.269513 	 0.400000 1.821753 13.637292 	                    	                    	                    	                    	                    	
 -10.579996 1.727194 8.553012 	 -13.339994 1.727194 5.245552 	 0.400000 1.727194 13.641411 	                    	                    	                    	                    	                    	
 -10.589996 1.632637 8.539911 	 -13.369994 1.632637 5.221390 	 0.400000 1.632637 13.645329 	                    	                    	                    	                    	                    	
 -10.599996 1.538078 8.526611 	 -13.399994 1.538078 5.197028 	 0.400000 1.538078 13.649046 	                    	                    	                    	                    	                    	
 -10.609996 1.443521 8.513111 	 -13.429995 1.443521 5.172466 	 0.400000 1.443521 13.652564 	                    	                    	                    	                    	                    	
 -10.619996 1.348963 8.499411 	 -13.459994 1.348963 5.147704 	 0.400000 1.348963 13.655882 	                    	                    	                    	                    	                    	
 -10.629996 1.254406 8.485510 	 -13.489994 1.254406 5.122741 	 0.400000 1.254406 13.658998 	                    	                    	                    	                    	                    	
 -10.639996 1.159847 8.471410 	 -13.519994 1.159847 5.097579 	 0.400000 1.159847 13.661917 	                    	                    	                    	                    	                    	
 -10.649996 1.065290 8.457109 	 -13.549994 1.065290 5.072217 	 0.400000 1.065290 13.664635 	                    	                    	                    	                    	                    	
 -10.659996 0.970732 8.442610 	 -13.579994 0.970732 5.046656 	 0.400000 0.970732 13.667153 	                    	                    	                    	                    	                    	
 -10.669996 0.876173 8.427910 	 -13.609994 0.876173 5.020894 	 0.400000 0.876173 13.669471 	                    	                    	                    	                    	                    	
 -10.679996 0.781616 8.413010 	 -13.639994 0.781616 4.994932 	 0.400000 0.781616 13.671589 	                    	                    	                    	                    	                    	
 -10.689996 0.687057 8.397909 	 -13.669994 0.687057 4.968770 	 0.400000 0.687057 13.673507 	                    	                    	                    	                    	                    	
 -10.699996 0.592501 8.382608 	 -13.699994 0.592501 4.942408 	 0.400000 0.592501 13.675223 	                    	                    	                    	                    	                    	
 -10.709996 0.497942 8.367108 	 -13.729994 0.497942 4.915846 	 0.400000 0.497942 13.676742 	                    	                    	                    	                    	                    	
 -10.719995 0.403385 8.351408 	 -13.759994 0.403385 4.889083 	 0.400000 0.403385 13.678060 	                    	                    	                    	                    	                    	
 -10.729996 0.308826 8.335508 	 -13.789994 0.308826 4.862122 	 0.400000 0.308826 13.679178 	                    	                    	                    	                    	                    	
 -10.739996 0.214270 8.319407 	 -13.819994 0.214270 4.834960 	 0.400000 0.214270 13.680095 	                    	                    	                    	                    	                    	
 -10.749996 0.119711 8.303107 	 -13.849994 0.119711 4.807598 	 0.400000 0.119711 13.680813 	                    	                    	                    	                    	                    	
 -10.759995 0.025152 8.286608 	 -13.879993 0.025152 4.780036 	 0.400000 0.025152 13.681332 	                    	                    	                    	                    	                    	
 -10.769996 -0.069405 8.269907 	 -13.909994 -0.069405 4.752274 	 0.400000 -0.069405 13.681648 	                    	                    	                    	                    	                    	
 -10.779996 -0.163963 8.253007 	 -13.939994 -0.163963 4.724312 	 0.400000 -0.163963 13.681767 	                    	                    	                    	                    	                    	
 -10.789996 -0.258520 8.235907 	 -13.969994 -0.258520 4.696150 	 0.400000 -0.258520 13.681684 	                    	                    	                    	                    	                    	
 -10.799995 -0.353079 8.218606 	 -13.999993 -0.353079 4.667788 	 0.400000 -0.353079 13.681401 	                    	                    	                    	                    	                    	
 -10.809996 -0.447636 8.201106 	 -14.029994 -0.447636 4.639226 	 0.400000 -0.447636 13.680920 	                    	                    	                    	                    	                    	
 -10.819996 -0.542194 8.183406 	 -14.059994 -0.542194 4.610464 	 0.400000 -0.542194 13.680238 	                    	                    	                    	                    	                    	
 -10.829996 -0.636751 8.165505 	 -14.089993 -0.636751 4.581502 	 0.400000 -0.636751 13.679356 	                    	                    	                    	                    	                    	
 -10.839995 -0.731310 8.147406 	 -14.119993 -0.731310 4.552340 	 0.400000 -0.731310 13.678273 	                    	                    	                    	                    	                    	
 -10.849996 -0.825869 8.129105 	 -14.149994 -0.825869 4.522978 	 0.400000 -0.825869 13.676991 	                    	                    	                    	                    	                    	
 -10.859996 -0.920425 8.110604 	 -14.179994 -0.920425 4.493416 	 0.400000 -0.920425 13.675509 	                    	                    	                    	                    	                    	
 -10.869996 -1.014984 8.091904 	 -14.209993 -1.014984 4.463654 	 0.400000 -1.014984 13.673826 	                    	                    	                    	                    	                    	
 -10.879995 -1.109541 8.073004 	 -14.239993 -1.109541 4.433692 	 0.400000 -1.109541 13.671945 	                    	                    	                    	                    	                    	
 -10.889996 -1.204100 8.053904 	 -14.269994 -1.204100 4.403531 	 0.400000 -1.204100 13.669863 	                    	                    	                    	                    	                    	
 -10.899996 -1.298656 8.034603 	 -14.299994 -1.298656 4.373168 	 0.400000 -1.298656 13.667581 	                    	                    	                    	                    	                    	
 -10.909996 -1.393215 8.015103 	 -14.329993 -1.393215 4.342607 	 0.400000 -1.393215 13.665098 	                    	                    	                    	                    	                    	
 -10.919995 -1.487772 7.995403 	 -14.359993 -1.487772 4.311844 	 0.400000 -1.487772 13.662416 	                    	                    	                    	                    	                    	
 -10.929996 -1.582331 7.975503 	 -14.389994 -1.582331 4.280883 	 0.400000 -1.582331 13.659534 	                    	                    	                    	                    	                    	
 -10.939996 -1.676889 7.955403 	 -14.419993 -1.676889 4.249721 	 0.400000 -1.676889 13.656451 	                    	                    	                    	                    	                    	
 -10.949996 -1.771446 7.935103 	 -14.449993 -1.771446 4.218359 	 0.400000 -1.771446 13.653170 	                    	                    	                    	                    	                    	
 -10.959995 -1.866005 7.914603 	 -14.479993 -1.866005 4.186797 	 0.400000 -1.866005 13.649688 	                    	                    	                    	                    	                    	
 -10.969995 -1.960562 7.893902 	 -14.509994 -1.960562 4.155035 	 0.400000 -1.960562 13.646006 	                    	                    	                    	                    	                    	
 -10.979996 -2.055119 7.873002 	 -14.539993 -2.055119 4.123072 	 0.400000 -2.055119 13.642122 	                    	                    	                    	                    	                    	
 -10.989996 -2.149677 7.851902 	 -14.569993 -2.149677 4.090910 	 0.400000 -2.149677 13.638041 	                    	                    	                    	                    	                    	
 -10.999995 -2.244236 7.830601 	 -14.599993 -2.244236 4.058548 	 0.400000 -2.244236 13.633759 	                    	                    	                    	                    	                    	
 -11.009995 -2.338795 7.809102 	 -14.629993 -2.338795 4.025987 	 0.400000 -2.338795 13.629276 	                    	                    	                    	                    	                    	
 -11.019996 -2.433350 7.787401 	 -14.659993 -2.433350 3.993224 	 0.400000 -2.433350 13.624594 	                    	                    	                    	                    	                    	
 -11.029996 -2.527908 7.765501 	 -14.689993 -2.527908 3.960262 	 0.400000 -2.527908 13.619712 	                    	                    	                    	                    	                    	
 -11.039995 -2.622467 7.743401 	 -14.719993 -2.622467 3.927101 	 0.400000 -2.622467 13.614631 	                    	                    	                    	                    	                    	
 -11.049995 -2.717026 7.721100 	 -14.749993 -2.717026 3.893739 	 0.400000 -2.717026 13.609347 	                    	                    	                    	                    	                    	
 -11.059996 -2.811584 7.698600 	 -14.779993 -2.811584 3.860177 	 0.400000 -2.811584 13.603866 	                    	                    	                    	                    	                    	
 -11.069996 -2.906139 7.675900 	 -14.809993 -2.906139 3.826415 	 0.400000 -2.906139 13.598184 	                    	                    	                    	                    	                    	
 -11.079995 -3.000698 7.652999 	 -14.839993 -3.000698 3.792453 	 0.400000 -3.000698 13.592300 	                    	                    	                    	                    	                    	
 -11.089995 -3.095257 7.629899 	 -14.869993 -3.095257 3.758291 	 0.400000 -3.095257 13.586219 	                    	                    	                    	                    	                    	
 -11.099996 -3.189816 7.606599 	 -14.899993 -3.189816 3.723929 	 0.400000 -3.189816 13.579937 	                    	                    	                    	                    	                    	
 -11.109996 -3.284370 7.583098 	 -14.929993 -3.284370 3.689367 	 0.400000 -3.284370 13.573455 	                    	                    	                    	                    	                    	
 -11.119995 -3.378929 7.559399 	 -14.959992 -3.378929 3.654605 	 0.400000 -3.378929 13.566772 	                    	                    	                    	                    	                    	
 -11.129995 -3.473488 7.535499 	 -14.989993 -3.473488 3.619643 	 0.400000 -3.473488 13.559891 	                    	                    	                    	                    	                    	
 -11.139996 -3.568047 7.511398 	 -15.019993 -3.568047 3.584481 	 0.400000 -3.568047 13.552809 	                    	                    	                    	                    	                    	
 -11.149996 -3.662605 7.487098 	 -15.049993 -3.662605 3.549119 	 0.400000 -3.662605 13.545526 	                    	                    	                    	                    	                    	
 -11.159995 -3.757160 7.462598 	 -15.079992 -3.757160 3.513557 	 0.400000 -3.757160 13.538044 	                    	                    	                    	                    	                    	
 -11.169995 -3.851719 7.437898 	 -15.109993 -3.851719 3.477796 	 0.400000 -3.851719 13.530362 	                    	                    	                    	                    	                    	
 -11.179996 -3.946278 7.412997 	 -15.139993 -3.946278 3.441833 	 0.400000 -3.946278 13.522480 	                    	                    	                    	                    	                    	
 -11.189996 -4.040836 7.387897 	 -15.169992 -4.040836 3.405671 	 0.400000 -4.040836 13.514397 	                    	                    	                    	                    	                    	
 -11.199995 -4.135391 7.362597 	 -15.199992 -4.135391 3.369309 	 0.400000 -4.135391 13.506115 	                    	                    	                    	                    	                    	
 -11.209995 -4.229950 7.337096 	 -15.229993 -4.229950 3.332747 	 0.400000 -4.229950 13.497633 	                    	                    	                    	                    	                    	
 -11.219995 -4.324509 7.311397 	 -15.259993 -4.324509 3.295986 	 0.400000 -4.324509 13.488951 	                    	                    	                    	                    	                    	
 -11.229996 -4.419067 7.285496 	 -15.289992 -4.419067 3.259023 	 0.400000 -4.419067 13.480068 	                    	                    	                    	                    	                    	
 -11.239995 -4.513626 7.259396 	 -15.319992 -4.513626 3.221861 	 0.400000 -4.513626 13.470986 	                    	                    	                    	                    	                    	
 -11.249995 -4.608181 7.233095 	 -15.349993 -4.608181 3.184499 	 0.400000 -4.608181 13.461703 	                    	                    	                    	                    	                    	
 -11.259995 -4.702740 7.206595 	 -15.379992 -4.702740 3.146938 	 0.400000 -4.702740 13.452222 	                    	                    	                    	                    	                    	
 -11.269996 -4.797298 7.179895 	 -15.409992 -4.797298 3.109176 	 0.400000 -4.797298 13.442540 	                    	                    	                    	                    	                    	
 -11.279995 -4.891857 7.152995 	 -15.439992 -4.891857 3.071214 	 0.400000 -4.891857 13.432658 	                    	                    	                    	                    	                    	
 -11.289995 -4.986412 7.125895 	 -15.469993 -4.986412 3.033051 	 0.400000 -4.986412 13.422575 	                    	                    	                    	                    	                    	
 -11.299995 -5.080971 7.098595 	 -15.499992 -5.080971 2.994690 	 0.400000 -5.080971 13.412293 	                    	                    	                    	                    	                    	
 -11.309996 -5.175529 7.071095 	 -15.529992 -5.175529 2.956128 	 0.400000 -5.175529 13.401812 	                    	                    	                    	                    	                    	
 -11.319995 -5.270088 7.043394 	 -15.559992 -5.270088 2.917366 	 0.400000 -5.270088 13.391129 	                    	                    	                    	                    	                    	
 -11.329995 -5.364647 7.015494 	 -15.589993 -5.364647 2.878404 	 0.400000 -5.364647 13.380247 	                    	                    	                    	                    	                    	
 -11.339995 -5.459202 6.987393 	 -15.619992 -5.459202 2.839242 	 0.400000 -5.459202 13.369164 	                    	                    	                    	                    	                    	
 -11.349996 -5.553761 6.959093 	 -15.649992 -5.553761 2.799880 	 0.400000 -5.553761 13.357882 	                    	                    	                    	                    	                    	
 -11.359995 -5.648319 6.930593 	 -15.679992 -5.648319 2.760318 	 0.400000 -5.648319 13.346400 	                    	                    	                    	                    	                    	
 -11.369995 -5.742878 6.901893 	 -15.709992 -5.742878 2.720556 	 0.400000 -5.742878 13.334718 	                    	                    	                    	                    	                    	
 -11.379995 -5.837433 6.872993 	 -15.739992 -5.837433 2.680594 	 0.400000 -5.837433 13.322836 	                    	                    	                    	                    	                    	
 -11.389996 -5.931992 6.843893 	 -15.769992 -5.931992 2.640432 	 0.400000 -5.931992 13.310754 	                    	                    	                    	                    	                    	
 -11.399995 -6.026550 6.814592 	 -15.799992 -6.026550 2.600070 	 0.400000 -6.026550 13.298471 	                    	                    	                    	                    	                    	
 -11.409995 -6.121109 6.785092 	 -15.829992 -6.121109 2.559508 	 0.400000 -6.121109 13.285990 	                    	                    	                    	                    	                    	
 -11.419995 -6.215668 6.755392 	 -15.859992 -6.215668 2.518746 	 0.400000 -6.215668 13.273308 	                    	                    	                    	                    	                    	
 -11.429996 -6.310223 6.725492 	 -15.889992 -6.310223 2.477784 	 0.400000 -6.310223 13.260425 	                    	                    	                    	                    	                    	
 -11.439995 -6.404781 6.695392 	 -15.919991 -6.404781 2.436622 	 0.400000 -6.404781 13.247343 	                    	                    	                    	                    	                    	
 -11.449995 -6.499340 6.665092 	 -15.949992 -6.499340 2.395260 	 0.400000 -6.499340 13.234061 	                    	                    	                    	                    	                    	
 -11.459995 -6.593899 6.634591 	 -15.979992 -6.593899 2.353698 	 0.400000 -6.593899 13.220578 	                    	                    	                    	                    	                    	
 -11.469995 -6.688454 6.603891 	 -16.009993 -6.688454 2.311937 	 0.400000 -6.688454 13.206897 	                    	                    	                    	                    	                    	
 -11.479995 -6.783012 6.572990 	 -16.039991 -6.783012 2.269974 	 0.400000 -6.783012 13.193014 	                    	                    	                    	                    	                    	
 -11.489995 -6.877571 6.541891 	 -16.069992 -6.877571 2.227813 	 0.400000 -6.877571 13.178933 	                    	                    	                    	                    	                    	
 -11.499995 -6.972130 6.510590 	 -16.099991 -6.972130 2.185451 	 0.400000 -6.972130 13.164650 	                    	                    	                    	                    	                    	
