# Game Session ID 
5 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    18:23:10 
# With Fead back 
 False  
# With Visible Trajectory 
 True  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	 Ball 8                               	 Ball 9                               	
 -9.179996 20.018890 7.043469 	 -5.640002 20.018890 5.992604 	 -2.119998 20.018890 8.660185 	                    	                    	                    	                    	                    	                    	                    	
 -9.199996 19.913826 7.071169 	 -5.650002 19.913826 6.009242 	 -2.149998 19.913826 8.704903 	                    	                    	                    	                    	                    	                    	                    	
 -9.219996 19.808762 7.098669 	 -5.660002 19.808762 6.025680 	 -2.179998 19.808762 8.749420 	                    	                    	                    	                    	                    	                    	                    	
 -9.239996 19.703697 7.125968 	 -5.670002 19.703697 6.041918 	 -2.209998 19.703697 8.793738 	                    	                    	                    	                    	                    	                    	                    	
 -9.259996 19.598633 7.153068 	 -5.680002 19.598633 6.057956 	 -2.239998 19.598633 8.837855 	                    	                    	                    	                    	                    	                    	                    	
 -9.279996 19.493568 7.179967 	 -5.690002 19.493568 6.073793 	 -2.269998 19.493568 8.881773 	                    	                    	                    	                    	                    	                    	                    	
 -9.299996 19.388504 7.206667 	 -5.700002 19.388504 6.089432 	 -2.299998 19.388504 8.925491 	                    	                    	                    	                    	                    	                    	                    	
 -9.319996 19.283440 7.233167 	 -5.710002 19.283440 6.104869 	 -2.329998 19.283440 8.969009 	                    	                    	                    	                    	                    	                    	                    	
 -9.339996 19.178375 7.259467 	 -5.720002 19.178375 6.120108 	 -2.359998 19.178375 9.012327 	                    	                    	                    	                    	                    	                    	                    	
 -9.359996 19.073311 7.285566 	 -5.730002 19.073311 6.135146 	 -2.389998 19.073311 9.055445 	                    	                    	                    	                    	                    	                    	                    	
 -9.379996 18.968246 7.311466 	 -5.740002 18.968246 6.149983 	 -2.419998 18.968246 9.098362 	                    	                    	                    	                    	                    	                    	                    	
 -9.399996 18.863182 7.337166 	 -5.750002 18.863182 6.164621 	 -2.449998 18.863182 9.141080 	                    	                    	                    	                    	                    	                    	                    	
 -9.419996 18.758118 7.362666 	 -5.760002 18.758118 6.179060 	 -2.479998 18.758118 9.183598 	                    	                    	                    	                    	                    	                    	                    	
 -9.439996 18.653053 7.387965 	 -5.770002 18.653053 6.193297 	 -2.509998 18.653053 9.225916 	                    	                    	                    	                    	                    	                    	                    	
 -9.459996 18.547989 7.413065 	 -5.780002 18.547989 6.207335 	 -2.539998 18.547989 9.268033 	                    	                    	                    	                    	                    	                    	                    	
 -9.479996 18.442924 7.437964 	 -5.790002 18.442924 6.221173 	 -2.569998 18.442924 9.309951 	                    	                    	                    	                    	                    	                    	                    	
 -9.499996 18.337860 7.462664 	 -5.800002 18.337860 6.234811 	 -2.599998 18.337860 9.351668 	                    	                    	                    	                    	                    	                    	                    	
 -9.519996 18.232796 7.487164 	 -5.810002 18.232796 6.248249 	 -2.629998 18.232796 9.393187 	                    	                    	                    	                    	                    	                    	                    	
 -9.539996 18.127731 7.511464 	 -5.820002 18.127731 6.261487 	 -2.659998 18.127731 9.434505 	                    	                    	                    	                    	                    	                    	                    	
 -9.559996 18.022667 7.535563 	 -5.830002 18.022667 6.274525 	 -2.689998 18.022667 9.475622 	                    	                    	                    	                    	                    	                    	                    	
 -9.579996 17.917603 7.559463 	 -5.840002 17.917603 6.287363 	 -2.719998 17.917603 9.516540 	                    	                    	                    	                    	                    	                    	                    	
 -9.599996 17.812538 7.583163 	 -5.850002 17.812538 6.300001 	 -2.749998 17.812538 9.557258 	                    	                    	                    	                    	                    	                    	                    	
 -9.619996 17.707474 7.606662 	 -5.860002 17.707474 6.312438 	 -2.779998 17.707474 9.597775 	                    	                    	                    	                    	                    	                    	                    	
 -9.639996 17.602409 7.629962 	 -5.870002 17.602409 6.324677 	 -2.809998 17.602409 9.638093 	                    	                    	                    	                    	                    	                    	                    	
 -9.659996 17.497345 7.653062 	 -5.880002 17.497345 6.336715 	 -2.839998 17.497345 9.678211 	                    	                    	                    	                    	                    	                    	                    	
 -9.679996 17.392281 7.675961 	 -5.890002 17.392281 6.348553 	 -2.869998 17.392281 9.718128 	                    	                    	                    	                    	                    	                    	                    	
 -9.699996 17.287216 7.698661 	 -5.900002 17.287216 6.360190 	 -2.899997 17.287216 9.757846 	                    	                    	                    	                    	                    	                    	                    	
 -9.719995 17.182152 7.721161 	 -5.910002 17.182152 6.371628 	 -2.929997 17.182152 9.797364 	                    	                    	                    	                    	                    	                    	                    	
 -9.739996 17.077087 7.743461 	 -5.920002 17.077087 6.382866 	 -2.959997 17.077087 9.836681 	                    	                    	                    	                    	                    	                    	                    	
 -9.759995 16.972023 7.765560 	 -5.930002 16.972023 6.393904 	 -2.989997 16.972023 9.875799 	                    	                    	                    	                    	                    	                    	                    	
 -9.779996 16.866959 7.787460 	 -5.940002 16.866959 6.404742 	 -3.019997 16.866959 9.914717 	                    	                    	                    	                    	                    	                    	                    	
 -9.799995 16.761894 7.809160 	 -5.950002 16.761894 6.415380 	 -3.049997 16.761894 9.953435 	                    	                    	                    	                    	                    	                    	                    	
 -9.819996 16.656830 7.830659 	 -5.960002 16.656830 6.425818 	 -3.079997 16.656830 9.991953 	                    	                    	                    	                    	                    	                    	                    	
 -9.839995 16.551767 7.851959 	 -5.970002 16.551767 6.436056 	 -3.109997 16.551767 10.030271 	                    	                    	                    	                    	                    	                    	                    	
 -9.859996 16.446703 7.873058 	 -5.980002 16.446703 6.446094 	 -3.139997 16.446703 10.068388 	                    	                    	                    	                    	                    	                    	                    	
 -9.879995 16.341639 7.893958 	 -5.990002 16.341639 6.455932 	 -3.169997 16.341639 10.106306 	                    	                    	                    	                    	                    	                    	                    	
 -9.899996 16.236574 7.914658 	 -6.000002 16.236574 6.465570 	 -3.199997 16.236574 10.144024 	                    	                    	                    	                    	                    	                    	                    	
 -9.919995 16.131510 7.935158 	 -6.010002 16.131510 6.475008 	 -3.229997 16.131510 10.181541 	                    	                    	                    	                    	                    	                    	                    	
 -9.939996 16.026445 7.955457 	 -6.020002 16.026445 6.484246 	 -3.259997 16.026445 10.218859 	                    	                    	                    	                    	                    	                    	                    	
 -9.959995 15.921381 7.975557 	 -6.030002 15.921381 6.493284 	 -3.289997 15.921381 10.255977 	                    	                    	                    	                    	                    	                    	                    	
 -9.979996 15.816317 7.995457 	 -6.040002 15.816317 6.502122 	 -3.319997 15.816317 10.292894 	                    	                    	                    	                    	                    	                    	                    	
 -9.999995 15.711252 8.015157 	 -6.050002 15.711252 6.510760 	 -3.349997 15.711252 10.329613 	                    	                    	                    	                    	                    	                    	                    	
 -10.019996 15.606188 8.034657 	 -6.060002 15.606188 6.519198 	 -3.379997 15.606188 10.366130 	                    	                    	                    	                    	                    	                    	                    	
 -10.039995 15.501124 8.053956 	 -6.070002 15.501124 6.527436 	 -3.409997 15.501124 10.402448 	                    	                    	                    	                    	                    	                    	                    	
 -10.059996 15.396060 8.073055 	 -6.080002 15.396060 6.535474 	 -3.439997 15.396060 10.438565 	                    	                    	                    	                    	                    	                    	                    	
 -10.079995 15.290996 8.091955 	 -6.090002 15.290996 6.543312 	 -3.469997 15.290996 10.474483 	                    	                    	                    	                    	                    	                    	                    	
 -10.099996 15.185931 8.110655 	 -6.100002 15.185931 6.550950 	 -3.499997 15.185931 10.510201 	                    	                    	                    	                    	                    	                    	                    	
 -10.119995 15.080867 8.129154 	 -6.110002 15.080867 6.558387 	 -3.529997 15.080867 10.545719 	                    	                    	                    	                    	                    	                    	                    	
 -10.139996 14.975802 8.147454 	 -6.120002 14.975802 6.565626 	 -3.559997 14.975802 10.581037 	                    	                    	                    	                    	                    	                    	                    	
 -10.159995 14.870738 8.165554 	 -6.130002 14.870738 6.572663 	 -3.589997 14.870738 10.616155 	                    	                    	                    	                    	                    	                    	                    	
 -10.179996 14.765674 8.183454 	 -6.140002 14.765674 6.579501 	 -3.619997 14.765674 10.651073 	                    	                    	                    	                    	                    	                    	                    	
 -10.199995 14.660609 8.201154 	 -6.150002 14.660609 6.586139 	 -3.649997 14.660609 10.685790 	                    	                    	                    	                    	                    	                    	                    	
 -10.219995 14.555546 8.218653 	 -6.160002 14.555546 6.592577 	 -3.679997 14.555546 10.720307 	                    	                    	                    	                    	                    	                    	                    	
 -10.239995 14.450481 8.235953 	 -6.170002 14.450481 6.598815 	 -3.709997 14.450481 10.754625 	                    	                    	                    	                    	                    	                    	                    	
 -10.259995 14.345417 8.253053 	 -6.180002 14.345417 6.604853 	 -3.739997 14.345417 10.788743 	                    	                    	                    	                    	                    	                    	                    	
 -10.279995 14.240353 8.269952 	 -6.190001 14.240353 6.610691 	 -3.769997 14.240353 10.822660 	                    	                    	                    	                    	                    	                    	                    	
 -10.299995 14.135288 8.286652 	 -6.200002 14.135288 6.616329 	 -3.799997 14.135288 10.856379 	                    	                    	                    	                    	                    	                    	                    	
 -10.319995 14.030224 8.303151 	 -6.210001 14.030224 6.621767 	 -3.829997 14.030224 10.889896 	                    	                    	                    	                    	                    	                    	                    	
 -10.339995 13.925159 8.319451 	 -6.220002 13.925159 6.627005 	 -3.859997 13.925159 10.923214 	                    	                    	                    	                    	                    	                    	                    	
 -10.359995 13.820095 8.335551 	 -6.230001 13.820095 6.632043 	 -3.889997 13.820095 10.956332 	                    	                    	                    	                    	                    	                    	                    	
 -10.379995 13.715031 8.351451 	 -6.240002 13.715031 6.636881 	 -3.919997 13.715031 10.989249 	                    	                    	                    	                    	                    	                    	                    	
 -10.399995 13.609966 8.367150 	 -6.250001 13.609966 6.641519 	 -3.949996 13.609966 11.021968 	                    	                    	                    	                    	                    	                    	                    	
 -10.419995 13.504902 8.382650 	 -6.260002 13.504902 6.645957 	 -3.979996 13.504902 11.054485 	                    	                    	                    	                    	                    	                    	                    	
 -10.439995 13.399837 8.397950 	 -6.270001 13.399837 6.650195 	 -4.009996 13.399837 11.086803 	                    	                    	                    	                    	                    	                    	                    	
 -10.459995 13.294773 8.413050 	 -6.280002 13.294773 6.654233 	 -4.039997 13.294773 11.118920 	                    	                    	                    	                    	                    	                    	                    	
 -10.479995 13.189709 8.427949 	 -6.290001 13.189709 6.658071 	 -4.069996 13.189709 11.150838 	                    	                    	                    	                    	                    	                    	                    	
 -10.499995 13.084644 8.442649 	 -6.300002 13.084644 6.661709 	 -4.099997 13.084644 11.182556 	                    	                    	                    	                    	                    	                    	                    	
 -10.519995 12.979582 8.457149 	 -6.310001 12.979582 6.665147 	 -4.129996 12.979582 11.214074 	                    	                    	                    	                    	                    	                    	                    	
 -10.539995 12.874517 8.471448 	 -6.320002 12.874517 6.668385 	 -4.159997 12.874517 11.245392 	                    	                    	                    	                    	                    	                    	                    	
 -10.559995 12.769453 8.485548 	 -6.330001 12.769453 6.671423 	 -4.189996 12.769453 11.276509 	                    	                    	                    	                    	                    	                    	                    	
 -10.579995 12.664389 8.499448 	 -6.340002 12.664389 6.674261 	 -4.219996 12.664389 11.307427 	                    	                    	                    	                    	                    	                    	                    	
 -10.599995 12.559324 8.513147 	 -6.350001 12.559324 6.676898 	 -4.249996 12.559324 11.338145 	                    	                    	                    	                    	                    	                    	                    	
 -10.619995 12.454260 8.526648 	 -6.360002 12.454260 6.679337 	 -4.279996 12.454260 11.368663 	                    	                    	                    	                    	                    	                    	                    	
 -10.639995 12.349195 8.539947 	 -6.370001 12.349195 6.681575 	 -4.309996 12.349195 11.398980 	                    	                    	                    	                    	                    	                    	                    	
 -10.659995 12.244131 8.553046 	 -6.380002 12.244131 6.683612 	 -4.339996 12.244131 11.429098 	                    	                    	                    	                    	                    	                    	                    	
 -10.679995 12.139067 8.565946 	 -6.390001 12.139067 6.685451 	 -4.369996 12.139067 11.459016 	                    	                    	                    	                    	                    	                    	                    	
 -10.699995 12.034002 8.578646 	 -6.400002 12.034002 6.687088 	 -4.399996 12.034002 11.488734 	                    	                    	                    	                    	                    	                    	                    	
 -10.719995 11.928938 8.591146 	 -6.410001 11.928938 6.688527 	 -4.429996 11.928938 11.518251 	                    	                    	                    	                    	                    	                    	                    	
 -10.739995 11.823874 8.603445 	 -6.420002 11.823874 6.689764 	 -4.459996 11.823874 11.547569 	                    	                    	                    	                    	                    	                    	                    	
 -10.759995 11.718809 8.615545 	 -6.430001 11.718809 6.690803 	 -4.489996 11.718809 11.576687 	                    	                    	                    	                    	                    	                    	                    	
 -10.779995 11.613745 8.627444 	 -6.440001 11.613745 6.691640 	 -4.519996 11.613745 11.605605 	                    	                    	                    	                    	                    	                    	                    	
 -10.799994 11.508680 8.639144 	 -6.450001 11.508680 6.692278 	 -4.549996 11.508680 11.634322 	                    	                    	                    	                    	                    	                    	                    	
 -10.819995 11.403616 8.650644 	 -6.460001 11.403616 6.692717 	 -4.579996 11.403616 11.662841 	                    	                    	                    	                    	                    	                    	                    	
