# Game Session ID 
165 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    16:51:20 
# With Fead back 
 False  
# With Visible Trajectory 
 True  
### Game start ### 
 # Throw number 1 of 30
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Bad ball 
 Ball 2 -> Ok ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	 Ball 8                               	 Ball 9                               	
 -9.179998 22.120174 6.447475 	 -5.040001 22.120174 5.617845 	 -1.919999 22.120174 7.723830 	                    	                    	                    	                    	                    	                    	                    	
 -9.199998 22.015110 6.479176 	 -5.050001 22.015110 5.638483 	 -1.949999 22.015110 7.772548 	                    	                    	                    	                    	                    	                    	                    	
 -9.219998 21.910046 6.510675 	 -5.060001 21.910046 5.658921 	 -1.979999 21.910046 7.821066 	                    	                    	                    	                    	                    	                    	                    	
 -9.239998 21.804981 6.541975 	 -5.070001 21.804981 5.679159 	 -2.009999 21.804981 7.869383 	                    	                    	                    	                    	                    	                    	                    	
 -9.259998 21.699917 6.573074 	 -5.080001 21.699917 5.699197 	 -2.039999 21.699917 7.917501 	                    	                    	                    	                    	                    	                    	                    	
 -9.279998 21.594852 6.603974 	 -5.090001 21.594852 5.719035 	 -2.069999 21.594852 7.965419 	                    	                    	                    	                    	                    	                    	                    	
 -9.299998 21.489788 6.634674 	 -5.100001 21.489788 5.738673 	 -2.099998 21.489788 8.013137 	                    	                    	                    	                    	                    	                    	                    	
 -9.319998 21.384724 6.665174 	 -5.110001 21.384724 5.758111 	 -2.129998 21.384724 8.060655 	                    	                    	                    	                    	                    	                    	                    	
 -9.339998 21.279659 6.695473 	 -5.120001 21.279659 5.777349 	 -2.159998 21.279659 8.107972 	                    	                    	                    	                    	                    	                    	                    	
 -9.359998 21.174597 6.725573 	 -5.130001 21.174597 5.796387 	 -2.189998 21.174597 8.155089 	                    	                    	                    	                    	                    	                    	                    	
 -9.379998 21.069532 6.755472 	 -5.140001 21.069532 5.815225 	 -2.219998 21.069532 8.202007 	                    	                    	                    	                    	                    	                    	                    	
 -9.399998 20.964468 6.785172 	 -5.150001 20.964468 5.833862 	 -2.249998 20.964468 8.248725 	                    	                    	                    	                    	                    	                    	                    	
 -9.419998 20.859404 6.814672 	 -5.160001 20.859404 5.852300 	 -2.279998 20.859404 8.295243 	                    	                    	                    	                    	                    	                    	                    	
 -9.439998 20.754339 6.843971 	 -5.170001 20.754339 5.870538 	 -2.309998 20.754339 8.341560 	                    	                    	                    	                    	                    	                    	                    	
 -9.459998 20.649275 6.873071 	 -5.180001 20.649275 5.888576 	 -2.339998 20.649275 8.387678 	                    	                    	                    	                    	                    	                    	                    	
 -9.479998 20.544210 6.901971 	 -5.190001 20.544210 5.906414 	 -2.369998 20.544210 8.433597 	                    	                    	                    	                    	                    	                    	                    	
 -9.499998 20.439146 6.930670 	 -5.200001 20.439146 5.924052 	 -2.399998 20.439146 8.479314 	                    	                    	                    	                    	                    	                    	                    	
 -9.519998 20.334082 6.959170 	 -5.210001 20.334082 5.941490 	 -2.429998 20.334082 8.524832 	                    	                    	                    	                    	                    	                    	                    	
 -9.539998 20.229017 6.987470 	 -5.220001 20.229017 5.958728 	 -2.459998 20.229017 8.570149 	                    	                    	                    	                    	                    	                    	                    	
 -9.559998 20.123955 7.015570 	 -5.230000 20.123955 5.975766 	 -2.489998 20.123955 8.615267 	                    	                    	                    	                    	                    	                    	                    	
 -9.579998 20.018890 7.043469 	 -5.240001 20.018890 5.992604 	 -2.519998 20.018890 8.660185 	                    	                    	                    	                    	                    	                    	                    	
 -9.599998 19.913826 7.071169 	 -5.250000 19.913826 6.009242 	 -2.549998 19.913826 8.704903 	                    	                    	                    	                    	                    	                    	                    	
 -9.619998 19.808762 7.098669 	 -5.260001 19.808762 6.025680 	 -2.579998 19.808762 8.749420 	                    	                    	                    	                    	                    	                    	                    	
 -9.639997 19.703697 7.125968 	 -5.270000 19.703697 6.041918 	 -2.609998 19.703697 8.793738 	                    	                    	                    	                    	                    	                    	                    	
 -9.659998 19.598633 7.153068 	 -5.280001 19.598633 6.057956 	 -2.639998 19.598633 8.837855 	                    	                    	                    	                    	                    	                    	                    	
 -9.679997 19.493568 7.179967 	 -5.290000 19.493568 6.073793 	 -2.669998 19.493568 8.881773 	                    	                    	                    	                    	                    	                    	                    	
 -9.699998 19.388504 7.206667 	 -5.300001 19.388504 6.089432 	 -2.699998 19.388504 8.925491 	                    	                    	                    	                    	                    	                    	                    	
 -9.719997 19.283440 7.233167 	 -5.310000 19.283440 6.104869 	 -2.729998 19.283440 8.969009 	                    	                    	                    	                    	                    	                    	                    	
 -9.739998 19.178375 7.259467 	 -5.320001 19.178375 6.120108 	 -2.759998 19.178375 9.012327 	                    	                    	                    	                    	                    	                    	                    	
 -9.759997 19.073311 7.285566 	 -5.330000 19.073311 6.135146 	 -2.789998 19.073311 9.055445 	                    	                    	                    	                    	                    	                    	                    	
 -9.779998 18.968246 7.311466 	 -5.340001 18.968246 6.149983 	 -2.819998 18.968246 9.098362 	                    	                    	                    	                    	                    	                    	                    	
 -9.799997 18.863182 7.337166 	 -5.350000 18.863182 6.164621 	 -2.849998 18.863182 9.141080 	                    	                    	                    	                    	                    	                    	                    	
 -9.819998 18.758118 7.362666 	 -5.360001 18.758118 6.179060 	 -2.879998 18.758118 9.183598 	                    	                    	                    	                    	                    	                    	                    	
 -9.839997 18.653053 7.387965 	 -5.370000 18.653053 6.193297 	 -2.909998 18.653053 9.225916 	                    	                    	                    	                    	                    	                    	                    	
 -9.859998 18.547989 7.413065 	 -5.380001 18.547989 6.207335 	 -2.939998 18.547989 9.268033 	                    	                    	                    	                    	                    	                    	                    	
 -9.879997 18.442924 7.437964 	 -5.390000 18.442924 6.221173 	 -2.969998 18.442924 9.309951 	                    	                    	                    	                    	                    	                    	                    	
 -9.899998 18.337860 7.462664 	 -5.400001 18.337860 6.234811 	 -2.999998 18.337860 9.351668 	                    	                    	                    	                    	                    	                    	                    	
 -9.919997 18.232796 7.487164 	 -5.410000 18.232796 6.248249 	 -3.029998 18.232796 9.393187 	                    	                    	                    	                    	                    	                    	                    	
 -9.939998 18.127731 7.511464 	 -5.420001 18.127731 6.261487 	 -3.059998 18.127731 9.434505 	                    	                    	                    	                    	                    	                    	                    	
 -9.959997 18.022667 7.535563 	 -5.430000 18.022667 6.274525 	 -3.089998 18.022667 9.475622 	                    	                    	                    	                    	                    	                    	                    	
 -9.979998 17.917603 7.559463 	 -5.440001 17.917603 6.287363 	 -3.119998 17.917603 9.516540 	                    	                    	                    	                    	                    	                    	                    	
 -9.999997 17.812538 7.583163 	 -5.450000 17.812538 6.300001 	 -3.149998 17.812538 9.557258 	                    	                    	                    	                    	                    	                    	                    	
 -10.019998 17.707474 7.606662 	 -5.460001 17.707474 6.312438 	 -3.179998 17.707474 9.597775 	                    	                    	                    	                    	                    	                    	                    	
 -10.039997 17.602409 7.629962 	 -5.470000 17.602409 6.324677 	 -3.209998 17.602409 9.638093 	                    	                    	                    	                    	                    	                    	                    	
 -10.059998 17.497345 7.653062 	 -5.480000 17.497345 6.336715 	 -3.239998 17.497345 9.678211 	                    	                    	                    	                    	                    	                    	                    	
 -10.079997 17.392281 7.675961 	 -5.490000 17.392281 6.348553 	 -3.269998 17.392281 9.718128 	                    	                    	                    	                    	                    	                    	                    	
 -10.099998 17.287216 7.698661 	 -5.500000 17.287216 6.360190 	 -3.299998 17.287216 9.757846 	                    	                    	                    	                    	                    	                    	                    	
 -10.119997 17.182152 7.721161 	 -5.510000 17.182152 6.371628 	 -3.329998 17.182152 9.797364 	                    	                    	                    	                    	                    	                    	                    	
 -10.139997 17.077087 7.743461 	 -5.520000 17.077087 6.382866 	 -3.359998 17.077087 9.836681 	                    	                    	                    	                    	                    	                    	                    	
 -10.159997 16.972023 7.765560 	 -5.530000 16.972023 6.393904 	 -3.389997 16.972023 9.875799 	                    	                    	                    	                    	                    	                    	                    	
 -10.179997 16.866959 7.787460 	 -5.540000 16.866959 6.404742 	 -3.419997 16.866959 9.914717 	                    	                    	                    	                    	                    	                    	                    	
 -10.199997 16.761894 7.809160 	 -5.550000 16.761894 6.415380 	 -3.449997 16.761894 9.953435 	                    	                    	                    	                    	                    	                    	                    	
 -10.219997 16.656830 7.830659 	 -5.560000 16.656830 6.425818 	 -3.479997 16.656830 9.991953 	                    	                    	                    	                    	                    	                    	                    	
 -10.239997 16.551767 7.851959 	 -5.570000 16.551767 6.436056 	 -3.509997 16.551767 10.030271 	                    	                    	                    	                    	                    	                    	                    	
 -10.259997 16.446703 7.873058 	 -5.580000 16.446703 6.446094 	 -3.539997 16.446703 10.068388 	                    	                    	                    	                    	                    	                    	                    	
 -10.279997 16.341639 7.893958 	 -5.590000 16.341639 6.455932 	 -3.569997 16.341639 10.106306 	                    	                    	                    	                    	                    	                    	                    	
 -10.299997 16.236574 7.914658 	 -5.600000 16.236574 6.465570 	 -3.599997 16.236574 10.144024 	                    	                    	                    	                    	                    	                    	                    	
 -10.319997 16.131510 7.935158 	 -5.610000 16.131510 6.475008 	 -3.629997 16.131510 10.181541 	                    	                    	                    	                    	                    	                    	                    	
 -10.339997 16.026445 7.955457 	 -5.620000 16.026445 6.484246 	 -3.659997 16.026445 10.218859 	                    	                    	                    	                    	                    	                    	                    	
 -10.359997 15.921381 7.975557 	 -5.630000 15.921381 6.493284 	 -3.689997 15.921381 10.255977 	                    	                    	                    	                    	                    	                    	                    	
 -10.379997 15.816317 7.995457 	 -5.640000 15.816317 6.502122 	 -3.719997 15.816317 10.292894 	                    	                    	                    	                    	                    	                    	                    	
 -10.399997 15.711252 8.015157 	 -5.650000 15.711252 6.510760 	 -3.749997 15.711252 10.329613 	                    	                    	                    	                    	                    	                    	                    	
 -10.419997 15.606188 8.034657 	 -5.660000 15.606188 6.519198 	 -3.779997 15.606188 10.366130 	                    	                    	                    	                    	                    	                    	                    	
 -10.439997 15.501124 8.053956 	 -5.670000 15.501124 6.527436 	 -3.809997 15.501124 10.402448 	                    	                    	                    	                    	                    	                    	                    	
 -10.459997 15.396060 8.073055 	 -5.680000 15.396060 6.535474 	 -3.839997 15.396060 10.438565 	                    	                    	                    	                    	                    	                    	                    	
 -10.479997 15.290996 8.091955 	 -5.690000 15.290996 6.543312 	 -3.869997 15.290996 10.474483 	                    	                    	                    	                    	                    	                    	                    	
 -10.499997 15.185931 8.110655 	 -5.700000 15.185931 6.550950 	 -3.899997 15.185931 10.510201 	                    	                    	                    	                    	                    	                    	                    	
 -10.519997 15.080867 8.129154 	 -5.710000 15.080867 6.558387 	 -3.929997 15.080867 10.545719 	                    	                    	                    	                    	                    	                    	                    	
 -10.539997 14.975802 8.147454 	 -5.720000 14.975802 6.565626 	 -3.959997 14.975802 10.581037 	                    	                    	                    	                    	                    	                    	                    	
 -10.559997 14.870738 8.165554 	 -5.730000 14.870738 6.572663 	 -3.989997 14.870738 10.616155 	                    	                    	                    	                    	                    	                    	                    	
 -10.579997 14.765674 8.183454 	 -5.740000 14.765674 6.579501 	 -4.019997 14.765674 10.651073 	                    	                    	                    	                    	                    	                    	                    	
 -10.599997 14.660609 8.201154 	 -5.750000 14.660609 6.586139 	 -4.049997 14.660609 10.685790 	                    	                    	                    	                    	                    	                    	                    	
 -10.619997 14.555546 8.218653 	 -5.760000 14.555546 6.592577 	 -4.079997 14.555546 10.720307 	                    	                    	                    	                    	                    	                    	                    	
 -10.639997 14.450481 8.235953 	 -5.770000 14.450481 6.598815 	 -4.109997 14.450481 10.754625 	                    	                    	                    	                    	                    	                    	                    	
 -10.659997 14.345417 8.253053 	 -5.780000 14.345417 6.604853 	 -4.139997 14.345417 10.788743 	                    	                    	                    	                    	                    	                    	                    	
 -10.679996 14.240353 8.269952 	 -5.790000 14.240353 6.610691 	 -4.169997 14.240353 10.822660 	                    	                    	                    	                    	                    	                    	                    	
 -10.699997 14.135288 8.286652 	 -5.800000 14.135288 6.616329 	 -4.199997 14.135288 10.856379 	                    	                    	                    	                    	                    	                    	                    	
 -10.719996 14.030224 8.303151 	 -5.810000 14.030224 6.621767 	 -4.229997 14.030224 10.889896 	                    	                    	                    	                    	                    	                    	                    	
 -10.739997 13.925159 8.319451 	 -5.820000 13.925159 6.627005 	 -4.259997 13.925159 10.923214 	                    	                    	                    	                    	                    	                    	                    	
 -10.759996 13.820095 8.335551 	 -5.830000 13.820095 6.632043 	 -4.289997 13.820095 10.956332 	                    	                    	                    	                    	                    	                    	                    	
 -10.779997 13.715031 8.351451 	 -5.840000 13.715031 6.636881 	 -4.319997 13.715031 10.989249 	                    	                    	                    	                    	                    	                    	                    	
 -10.799996 13.609966 8.367150 	 -5.850000 13.609966 6.641519 	 -4.349997 13.609966 11.021968 	                    	                    	                    	                    	                    	                    	                    	
 -10.819997 13.504902 8.382650 	 -5.860000 13.504902 6.645957 	 -4.379997 13.504902 11.054485 	                    	                    	                    	                    	                    	                    	                    	
 -10.839996 13.399837 8.397950 	 -5.870000 13.399837 6.650195 	 -4.409997 13.399837 11.086803 	                    	                    	                    	                    	                    	                    	                    	
 -10.859997 13.294773 8.413050 	 -5.880000 13.294773 6.654233 	 -4.439997 13.294773 11.118920 	                    	                    	                    	                    	                    	                    	                    	
 -10.879996 13.189709 8.427949 	 -5.890000 13.189709 6.658071 	 -4.469996 13.189709 11.150838 	                    	                    	                    	                    	                    	                    	                    	
 -10.899997 13.084644 8.442649 	 -5.900000 13.084644 6.661709 	 -4.499997 13.084644 11.182556 	                    	                    	                    	                    	                    	                    	                    	
 -10.919996 12.979582 8.457149 	 -5.910000 12.979582 6.665147 	 -4.529996 12.979582 11.214074 	                    	                    	                    	                    	                    	                    	                    	
 -10.939997 12.874517 8.471448 	 -5.920000 12.874517 6.668385 	 -4.559997 12.874517 11.245392 	                    	                    	                    	                    	                    	                    	                    	
 -10.959996 12.769453 8.485548 	 -5.930000 12.769453 6.671423 	 -4.589996 12.769453 11.276509 	                    	                    	                    	                    	                    	                    	                    	
 -10.979997 12.664389 8.499448 	 -5.940000 12.664389 6.674261 	 -4.619997 12.664389 11.307427 	                    	                    	                    	                    	                    	                    	                    	
 -10.999996 12.559324 8.513147 	 -5.950000 12.559324 6.676898 	 -4.649996 12.559324 11.338145 	                    	                    	                    	                    	                    	                    	                    	
 -11.019997 12.454260 8.526648 	 -5.960000 12.454260 6.679337 	 -4.679996 12.454260 11.368663 	                    	                    	                    	                    	                    	                    	                    	
 -11.039996 12.349195 8.539947 	 -5.970000 12.349195 6.681575 	 -4.709996 12.349195 11.398980 	                    	                    	                    	                    	                    	                    	                    	
 -11.059997 12.244131 8.553046 	 -5.980000 12.244131 6.683612 	 -4.739996 12.244131 11.429098 	                    	                    	                    	                    	                    	                    	                    	
 -11.079996 12.139067 8.565946 	 -5.990000 12.139067 6.685451 	 -4.769996 12.139067 11.459016 	                    	                    	                    	                    	                    	                    	                    	
 -11.099997 12.034002 8.578646 	 -6.000000 12.034002 6.687088 	 -4.799996 12.034002 11.488734 	                    	                    	                    	                    	                    	                    	                    	
 -11.119996 11.928938 8.591146 	 -6.010000 11.928938 6.688527 	 -4.829996 11.928938 11.518251 	                    	                    	                    	                    	                    	                    	                    	
 -11.139997 11.823874 8.603445 	 -6.020000 11.823874 6.689764 	 -4.859996 11.823874 11.547569 	                    	                    	                    	                    	                    	                    	                    	
 -11.159996 11.718809 8.615545 	 -6.030000 11.718809 6.690803 	 -4.889996 11.718809 11.576687 	                    	                    	                    	                    	                    	                    	                    	
 -11.179996 11.613745 8.627444 	 -6.040000 11.613745 6.691640 	 -4.919996 11.613745 11.605605 	                    	                    	                    	                    	                    	                    	                    	
