# Game Session ID 
173 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    17:21:15 
# With Fead back 
 False  
# With Visible Trajectory 
 True  
### Game start ### 
 # Throw number 1 of 30
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Bad ball 
 Ball 2 -> Ok ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	 Ball 8                               	 Ball 9                               	
 -8.640001 28.634163 4.091496 	 -3.720000 28.634163 3.947693 	 -0.760000 28.634163 4.312731 	                    	                    	                    	                    	                    	                    	                    	
 -8.660002 28.529099 4.135596 	 -3.730000 28.529099 3.980731 	 -0.790000 28.529099 4.373848 	                    	                    	                    	                    	                    	                    	                    	
 -8.680001 28.424034 4.179495 	 -3.740000 28.424034 4.013569 	 -0.820000 28.424034 4.434766 	                    	                    	                    	                    	                    	                    	                    	
 -8.700002 28.318970 4.223195 	 -3.750000 28.318970 4.046207 	 -0.850000 28.318970 4.495484 	                    	                    	                    	                    	                    	                    	                    	
 -8.720001 28.213905 4.266695 	 -3.760000 28.213905 4.078645 	 -0.880000 28.213905 4.556002 	                    	                    	                    	                    	                    	                    	                    	
 -8.740002 28.108841 4.309995 	 -3.770000 28.108841 4.110883 	 -0.910000 28.108841 4.616320 	                    	                    	                    	                    	                    	                    	                    	
 -8.760001 28.003777 4.353094 	 -3.780000 28.003777 4.142921 	 -0.940000 28.003777 4.676437 	                    	                    	                    	                    	                    	                    	                    	
 -8.780002 27.898712 4.395994 	 -3.790000 27.898712 4.174759 	 -0.970000 27.898712 4.736355 	                    	                    	                    	                    	                    	                    	                    	
 -8.800001 27.793648 4.438694 	 -3.800000 27.793648 4.206397 	 -1.000000 27.793648 4.796073 	                    	                    	                    	                    	                    	                    	                    	
 -8.820002 27.688583 4.481194 	 -3.810000 27.688583 4.237835 	 -1.030000 27.688583 4.855591 	                    	                    	                    	                    	                    	                    	                    	
 -8.840002 27.583519 4.523493 	 -3.820000 27.583519 4.269073 	 -1.060000 27.583519 4.914909 	                    	                    	                    	                    	                    	                    	                    	
 -8.860002 27.478455 4.565593 	 -3.830000 27.478455 4.300111 	 -1.090000 27.478455 4.974027 	                    	                    	                    	                    	                    	                    	                    	
 -8.880002 27.373390 4.607492 	 -3.840000 27.373390 4.330949 	 -1.120000 27.373390 5.032944 	                    	                    	                    	                    	                    	                    	                    	
 -8.900002 27.268326 4.649192 	 -3.850000 27.268326 4.361587 	 -1.150000 27.268326 5.091662 	                    	                    	                    	                    	                    	                    	                    	
 -8.920002 27.163261 4.690692 	 -3.860000 27.163261 4.392025 	 -1.180000 27.163261 5.150180 	                    	                    	                    	                    	                    	                    	                    	
 -8.940001 27.058197 4.731991 	 -3.870000 27.058197 4.422263 	 -1.210000 27.058197 5.208498 	                    	                    	                    	                    	                    	                    	                    	
 -8.960002 26.953133 4.773091 	 -3.880000 26.953133 4.452301 	 -1.240000 26.953133 5.266615 	                    	                    	                    	                    	                    	                    	                    	
 -8.980001 26.848068 4.813991 	 -3.890000 26.848068 4.482138 	 -1.270000 26.848068 5.324533 	                    	                    	                    	                    	                    	                    	                    	
 -9.000002 26.743004 4.854691 	 -3.900000 26.743004 4.511776 	 -1.300000 26.743004 5.382250 	                    	                    	                    	                    	                    	                    	                    	
 -9.020001 26.637939 4.895190 	 -3.910000 26.637939 4.541214 	 -1.330000 26.637939 5.439768 	                    	                    	                    	                    	                    	                    	                    	
 -9.040002 26.532875 4.935490 	 -3.920000 26.532875 4.570452 	 -1.360000 26.532875 5.497086 	                    	                    	                    	                    	                    	                    	                    	
 -9.060001 26.427811 4.975589 	 -3.930000 26.427811 4.599490 	 -1.390000 26.427811 5.554204 	                    	                    	                    	                    	                    	                    	                    	
 -9.080002 26.322746 5.015489 	 -3.940000 26.322746 4.628328 	 -1.420000 26.322746 5.611121 	                    	                    	                    	                    	                    	                    	                    	
 -9.100001 26.217682 5.055189 	 -3.950000 26.217682 4.656966 	 -1.450000 26.217682 5.667839 	                    	                    	                    	                    	                    	                    	                    	
 -9.120002 26.112617 5.094688 	 -3.960000 26.112617 4.685404 	 -1.480000 26.112617 5.724357 	                    	                    	                    	                    	                    	                    	                    	
 -9.140001 26.007553 5.133988 	 -3.970000 26.007553 4.713642 	 -1.510000 26.007553 5.780674 	                    	                    	                    	                    	                    	                    	                    	
 -9.160002 25.902489 5.173088 	 -3.980000 25.902489 4.741680 	 -1.540000 25.902489 5.836792 	                    	                    	                    	                    	                    	                    	                    	
 -9.180001 25.797424 5.211987 	 -3.990000 25.797424 4.769517 	 -1.570000 25.797424 5.892710 	                    	                    	                    	                    	                    	                    	                    	
 -9.200002 25.692362 5.250687 	 -4.000000 25.692362 4.797155 	 -1.600000 25.692362 5.948428 	                    	                    	                    	                    	                    	                    	                    	
 -9.220001 25.587297 5.289186 	 -4.010000 25.587297 4.824594 	 -1.630000 25.587297 6.003945 	                    	                    	                    	                    	                    	                    	                    	
 -9.240002 25.482233 5.327486 	 -4.020000 25.482233 4.851831 	 -1.660000 25.482233 6.059263 	                    	                    	                    	                    	                    	                    	                    	
 -9.260001 25.377169 5.365586 	 -4.030000 25.377169 4.878869 	 -1.690000 25.377169 6.114381 	                    	                    	                    	                    	                    	                    	                    	
 -9.280002 25.272104 5.403486 	 -4.040000 25.272104 4.905707 	 -1.720000 25.272104 6.169299 	                    	                    	                    	                    	                    	                    	                    	
 -9.300001 25.167040 5.441185 	 -4.050000 25.167040 4.932345 	 -1.750000 25.167040 6.224016 	                    	                    	                    	                    	                    	                    	                    	
 -9.320002 25.061975 5.478685 	 -4.060000 25.061975 4.958783 	 -1.779999 25.061975 6.278534 	                    	                    	                    	                    	                    	                    	                    	
 -9.340001 24.956911 5.515985 	 -4.070000 24.956911 4.985021 	 -1.809999 24.956911 6.332851 	                    	                    	                    	                    	                    	                    	                    	
 -9.360002 24.851847 5.553084 	 -4.080000 24.851847 5.011059 	 -1.839999 24.851847 6.386970 	                    	                    	                    	                    	                    	                    	                    	
 -9.380001 24.746782 5.589984 	 -4.090000 24.746782 5.036897 	 -1.869999 24.746782 6.440887 	                    	                    	                    	                    	                    	                    	                    	
 -9.400002 24.641718 5.626684 	 -4.100000 24.641718 5.062535 	 -1.899999 24.641718 6.494605 	                    	                    	                    	                    	                    	                    	                    	
 -9.420001 24.536654 5.663183 	 -4.110000 24.536654 5.087973 	 -1.929999 24.536654 6.548122 	                    	                    	                    	                    	                    	                    	                    	
 -9.440001 24.431589 5.699483 	 -4.120000 24.431589 5.113211 	 -1.959999 24.431589 6.601440 	                    	                    	                    	                    	                    	                    	                    	
 -9.460001 24.326525 5.735583 	 -4.130000 24.326525 5.138248 	 -1.989999 24.326525 6.654558 	                    	                    	                    	                    	                    	                    	                    	
 -9.480001 24.221460 5.771482 	 -4.140000 24.221460 5.163086 	 -2.019999 24.221460 6.707476 	                    	                    	                    	                    	                    	                    	                    	
 -9.500001 24.116396 5.807182 	 -4.150000 24.116396 5.187725 	 -2.049999 24.116396 6.760193 	                    	                    	                    	                    	                    	                    	                    	
 -9.520001 24.011332 5.842681 	 -4.160000 24.011332 5.212162 	 -2.079999 24.011332 6.812711 	                    	                    	                    	                    	                    	                    	                    	
 -9.540001 23.906269 5.877981 	 -4.170000 23.906269 5.236400 	 -2.109999 23.906269 6.865029 	                    	                    	                    	                    	                    	                    	                    	
 -9.560001 23.801205 5.913081 	 -4.180000 23.801205 5.260438 	 -2.139999 23.801205 6.917147 	                    	                    	                    	                    	                    	                    	                    	
 -9.580001 23.696140 5.947981 	 -4.190000 23.696140 5.284276 	 -2.169999 23.696140 6.969064 	                    	                    	                    	                    	                    	                    	                    	
 -9.600001 23.591076 5.982680 	 -4.200000 23.591076 5.307914 	 -2.199999 23.591076 7.020782 	                    	                    	                    	                    	                    	                    	                    	
 -9.620001 23.486012 6.017180 	 -4.210000 23.486012 5.331352 	 -2.229999 23.486012 7.072300 	                    	                    	                    	                    	                    	                    	                    	
 -9.640001 23.380947 6.051480 	 -4.220000 23.380947 5.354590 	 -2.259999 23.380947 7.123618 	                    	                    	                    	                    	                    	                    	                    	
 -9.660001 23.275883 6.085579 	 -4.230000 23.275883 5.377628 	 -2.289999 23.275883 7.174735 	                    	                    	                    	                    	                    	                    	                    	
 -9.680001 23.170818 6.119479 	 -4.240000 23.170818 5.400466 	 -2.319999 23.170818 7.225653 	                    	                    	                    	                    	                    	                    	                    	
 -9.700001 23.065754 6.153179 	 -4.250000 23.065754 5.423104 	 -2.349999 23.065754 7.276371 	                    	                    	                    	                    	                    	                    	                    	
 -9.720001 22.960690 6.186678 	 -4.260000 22.960690 5.445541 	 -2.379999 22.960690 7.326889 	                    	                    	                    	                    	                    	                    	                    	
 -9.740001 22.855625 6.219978 	 -4.270000 22.855625 5.467780 	 -2.409999 22.855625 7.377206 	                    	                    	                    	                    	                    	                    	                    	
 -9.760001 22.750561 6.253078 	 -4.280000 22.750561 5.489818 	 -2.439999 22.750561 7.427324 	                    	                    	                    	                    	                    	                    	                    	
 -9.780001 22.645496 6.285977 	 -4.290000 22.645496 5.511655 	 -2.469999 22.645496 7.477242 	                    	                    	                    	                    	                    	                    	                    	
 -9.800001 22.540432 6.318677 	 -4.300000 22.540432 5.533293 	 -2.499999 22.540432 7.526959 	                    	                    	                    	                    	                    	                    	                    	
 -9.820001 22.435368 6.351177 	 -4.310000 22.435368 5.554731 	 -2.529999 22.435368 7.576477 	                    	                    	                    	                    	                    	                    	                    	
 -9.840001 22.330303 6.383476 	 -4.320000 22.330303 5.575969 	 -2.559999 22.330303 7.625795 	                    	                    	                    	                    	                    	                    	                    	
 -9.860001 22.225239 6.415576 	 -4.330000 22.225239 5.597007 	 -2.589999 22.225239 7.674912 	                    	                    	                    	                    	                    	                    	                    	
 -9.880001 22.120174 6.447475 	 -4.340000 22.120174 5.617845 	 -2.619999 22.120174 7.723830 	                    	                    	                    	                    	                    	                    	                    	
 -9.900001 22.015110 6.479176 	 -4.350000 22.015110 5.638483 	 -2.649999 22.015110 7.772548 	                    	                    	                    	                    	                    	                    	                    	
 -9.920001 21.910046 6.510675 	 -4.360000 21.910046 5.658921 	 -2.679999 21.910046 7.821066 	                    	                    	                    	                    	                    	                    	                    	
 -9.940001 21.804981 6.541975 	 -4.370000 21.804981 5.679159 	 -2.709999 21.804981 7.869383 	                    	                    	                    	                    	                    	                    	                    	
 -9.960001 21.699917 6.573074 	 -4.380000 21.699917 5.699197 	 -2.739999 21.699917 7.917501 	                    	                    	                    	                    	                    	                    	                    	
 -9.980000 21.594852 6.603974 	 -4.390000 21.594852 5.719035 	 -2.769999 21.594852 7.965419 	                    	                    	                    	                    	                    	                    	                    	
 -10.000001 21.489788 6.634674 	 -4.400000 21.489788 5.738673 	 -2.799999 21.489788 8.013137 	                    	                    	                    	                    	                    	                    	                    	
 -10.020000 21.384724 6.665174 	 -4.410000 21.384724 5.758111 	 -2.829998 21.384724 8.060655 	                    	                    	                    	                    	                    	                    	                    	
 -10.040001 21.279659 6.695473 	 -4.420000 21.279659 5.777349 	 -2.859998 21.279659 8.107972 	                    	                    	                    	                    	                    	                    	                    	
 -10.060000 21.174597 6.725573 	 -4.430000 21.174597 5.796387 	 -2.889998 21.174597 8.155089 	                    	                    	                    	                    	                    	                    	                    	
 -10.080001 21.069532 6.755472 	 -4.440000 21.069532 5.815225 	 -2.919998 21.069532 8.202007 	                    	                    	                    	                    	                    	                    	                    	
 -10.100000 20.964468 6.785172 	 -4.450000 20.964468 5.833862 	 -2.949998 20.964468 8.248725 	                    	                    	                    	                    	                    	                    	                    	
 -10.120001 20.859404 6.814672 	 -4.460000 20.859404 5.852300 	 -2.979998 20.859404 8.295243 	                    	                    	                    	                    	                    	                    	                    	
 -10.140000 20.754339 6.843971 	 -4.470000 20.754339 5.870538 	 -3.009998 20.754339 8.341560 	                    	                    	                    	                    	                    	                    	                    	
 -10.160001 20.649275 6.873071 	 -4.480000 20.649275 5.888576 	 -3.039998 20.649275 8.387678 	                    	                    	                    	                    	                    	                    	                    	
 -10.180000 20.544210 6.901971 	 -4.490000 20.544210 5.906414 	 -3.069998 20.544210 8.433597 	                    	                    	                    	                    	                    	                    	                    	
 -10.200001 20.439146 6.930670 	 -4.500000 20.439146 5.924052 	 -3.099998 20.439146 8.479314 	                    	                    	                    	                    	                    	                    	                    	
 -10.220000 20.334082 6.959170 	 -4.510000 20.334082 5.941490 	 -3.129998 20.334082 8.524832 	                    	                    	                    	                    	                    	                    	                    	
 -10.240001 20.229017 6.987470 	 -4.520000 20.229017 5.958728 	 -3.159998 20.229017 8.570149 	                    	                    	                    	                    	                    	                    	                    	
 -10.260000 20.123955 7.015570 	 -4.530000 20.123955 5.975766 	 -3.189998 20.123955 8.615267 	                    	                    	                    	                    	                    	                    	                    	
 -10.280001 20.018890 7.043469 	 -4.540000 20.018890 5.992604 	 -3.219998 20.018890 8.660185 	                    	                    	                    	                    	                    	                    	                    	
 -10.300000 19.913826 7.071169 	 -4.550000 19.913826 6.009242 	 -3.249998 19.913826 8.704903 	                    	                    	                    	                    	                    	                    	                    	
 -10.320001 19.808762 7.098669 	 -4.560000 19.808762 6.025680 	 -3.279998 19.808762 8.749420 	                    	                    	                    	                    	                    	                    	                    	
 -10.340000 19.703697 7.125968 	 -4.570000 19.703697 6.041918 	 -3.309998 19.703697 8.793738 	                    	                    	                    	                    	                    	                    	                    	
 -10.360001 19.598633 7.153068 	 -4.580000 19.598633 6.057956 	 -3.339998 19.598633 8.837855 	                    	                    	                    	                    	                    	                    	                    	
 -10.380000 19.493568 7.179967 	 -4.590000 19.493568 6.073793 	 -3.369998 19.493568 8.881773 	                    	                    	                    	                    	                    	                    	                    	
 -10.400001 19.388504 7.206667 	 -4.600000 19.388504 6.089432 	 -3.399998 19.388504 8.925491 	                    	                    	                    	                    	                    	                    	                    	
 -10.420000 19.283440 7.233167 	 -4.610000 19.283440 6.104869 	 -3.429998 19.283440 8.969009 	                    	                    	                    	                    	                    	                    	                    	
 -10.440001 19.178375 7.259467 	 -4.620000 19.178375 6.120108 	 -3.459998 19.178375 9.012327 	                    	                    	                    	                    	                    	                    	                    	
 -10.460000 19.073311 7.285566 	 -4.630000 19.073311 6.135146 	 -3.489998 19.073311 9.055445 	                    	                    	                    	                    	                    	                    	                    	
 -10.480000 18.968246 7.311466 	 -4.640000 18.968246 6.149983 	 -3.519998 18.968246 9.098362 	                    	                    	                    	                    	                    	                    	                    	
 -10.500000 18.863182 7.337166 	 -4.650000 18.863182 6.164621 	 -3.549998 18.863182 9.141080 	                    	                    	                    	                    	                    	                    	                    	
 -10.520000 18.758118 7.362666 	 -4.660000 18.758118 6.179060 	 -3.579998 18.758118 9.183598 	                    	                    	                    	                    	                    	                    	                    	
 -10.540000 18.653053 7.387965 	 -4.670000 18.653053 6.193297 	 -3.609998 18.653053 9.225916 	                    	                    	                    	                    	                    	                    	                    	
 -10.560000 18.547989 7.413065 	 -4.680000 18.547989 6.207335 	 -3.639998 18.547989 9.268033 	                    	                    	                    	                    	                    	                    	                    	
 -10.580000 18.442924 7.437964 	 -4.690000 18.442924 6.221173 	 -3.669998 18.442924 9.309951 	                    	                    	                    	                    	                    	                    	                    	
 -10.600000 18.337860 7.462664 	 -4.700000 18.337860 6.234811 	 -3.699998 18.337860 9.351668 	                    	                    	                    	                    	                    	                    	                    	
 -10.620000 18.232796 7.487164 	 -4.710000 18.232796 6.248249 	 -3.729998 18.232796 9.393187 	                    	                    	                    	                    	                    	                    	                    	
 -10.640000 18.127731 7.511464 	 -4.720000 18.127731 6.261487 	 -3.759998 18.127731 9.434505 	                    	                    	                    	                    	                    	                    	                    	
 -10.660000 18.022667 7.535563 	 -4.730000 18.022667 6.274525 	 -3.789998 18.022667 9.475622 	                    	                    	                    	                    	                    	                    	                    	
 -10.680000 17.917603 7.559463 	 -4.740000 17.917603 6.287363 	 -3.819998 17.917603 9.516540 	                    	                    	                    	                    	                    	                    	                    	
 -10.700000 17.812538 7.583163 	 -4.750000 17.812538 6.300001 	 -3.849998 17.812538 9.557258 	                    	                    	                    	                    	                    	                    	                    	
 -10.720000 17.707474 7.606662 	 -4.760000 17.707474 6.312438 	 -3.879998 17.707474 9.597775 	                    	                    	                    	                    	                    	                    	                    	
 -10.740000 17.602409 7.629962 	 -4.770000 17.602409 6.324677 	 -3.909998 17.602409 9.638093 	                    	                    	                    	                    	                    	                    	                    	
 -10.760000 17.497345 7.653062 	 -4.780000 17.497345 6.336715 	 -3.939998 17.497345 9.678211 	                    	                    	                    	                    	                    	                    	                    	
 -10.780000 17.392281 7.675961 	 -4.789999 17.392281 6.348553 	 -3.969998 17.392281 9.718128 	                    	                    	                    	                    	                    	                    	                    	
 -10.800000 17.287216 7.698661 	 -4.800000 17.287216 6.360190 	 -3.999998 17.287216 9.757846 	                    	                    	                    	                    	                    	                    	                    	
 -10.820000 17.182152 7.721161 	 -4.809999 17.182152 6.371628 	 -4.029997 17.182152 9.797364 	                    	                    	                    	                    	                    	                    	                    	
 -10.840000 17.077087 7.743461 	 -4.820000 17.077087 6.382866 	 -4.059998 17.077087 9.836681 	                    	                    	                    	                    	                    	                    	                    	
 -10.860000 16.972023 7.765560 	 -4.829999 16.972023 6.393904 	 -4.089997 16.972023 9.875799 	                    	                    	                    	                    	                    	                    	                    	
 -10.880000 16.866959 7.787460 	 -4.840000 16.866959 6.404742 	 -4.119998 16.866959 9.914717 	                    	                    	                    	                    	                    	                    	                    	
 -10.900000 16.761894 7.809160 	 -4.849999 16.761894 6.415380 	 -4.149997 16.761894 9.953435 	                    	                    	                    	                    	                    	                    	                    	
 -10.920000 16.656830 7.830659 	 -4.860000 16.656830 6.425818 	 -4.179997 16.656830 9.991953 	                    	                    	                    	                    	                    	                    	                    	
 -10.940000 16.551767 7.851959 	 -4.869999 16.551767 6.436056 	 -4.209997 16.551767 10.030271 	                    	                    	                    	                    	                    	                    	                    	
 -10.960000 16.446703 7.873058 	 -4.880000 16.446703 6.446094 	 -4.239997 16.446703 10.068388 	                    	                    	                    	                    	                    	                    	                    	
 -10.980000 16.341639 7.893958 	 -4.889999 16.341639 6.455932 	 -4.269997 16.341639 10.106306 	                    	                    	                    	                    	                    	                    	                    	
 -11.000000 16.236574 7.914658 	 -4.900000 16.236574 6.465570 	 -4.299997 16.236574 10.144024 	                    	                    	                    	                    	                    	                    	                    	
 -11.020000 16.131510 7.935158 	 -4.909999 16.131510 6.475008 	 -4.329997 16.131510 10.181541 	                    	                    	                    	                    	                    	                    	                    	
 -11.040000 16.026445 7.955457 	 -4.920000 16.026445 6.484246 	 -4.359997 16.026445 10.218859 	                    	                    	                    	                    	                    	                    	                    	
 -11.059999 15.921381 7.975557 	 -4.929999 15.921381 6.493284 	 -4.389997 15.921381 10.255977 	                    	                    	                    	                    	                    	                    	                    	
 -11.080000 15.816317 7.995457 	 -4.940000 15.816317 6.502122 	 -4.419997 15.816317 10.292894 	                    	                    	                    	                    	                    	                    	                    	
 -11.099999 15.711252 8.015157 	 -4.949999 15.711252 6.510760 	 -4.449997 15.711252 10.329613 	                    	                    	                    	                    	                    	                    	                    	
 -11.120000 15.606188 8.034657 	 -4.960000 15.606188 6.519198 	 -4.479997 15.606188 10.366130 	                    	                    	                    	                    	                    	                    	                    	
 -11.139999 15.501124 8.053956 	 -4.969999 15.501124 6.527436 	 -4.509997 15.501124 10.402448 	                    	                    	                    	                    	                    	                    	                    	
 -11.160000 15.396060 8.073055 	 -4.980000 15.396060 6.535474 	 -4.539997 15.396060 10.438565 	                    	                    	                    	                    	                    	                    	                    	
 -11.179999 15.290996 8.091955 	 -4.989999 15.290996 6.543312 	 -4.569997 15.290996 10.474483 	                    	                    	                    	                    	                    	                    	                    	
 -11.200000 15.185931 8.110655 	 -5.000000 15.185931 6.550950 	 -4.599997 15.185931 10.510201 	                    	                    	                    	                    	                    	                    	                    	
 -11.219999 15.080867 8.129154 	 -5.009999 15.080867 6.558387 	 -4.629997 15.080867 10.545719 	                    	                    	                    	                    	                    	                    	                    	
 -11.240000 14.975802 8.147454 	 -5.020000 14.975802 6.565626 	 -4.659997 14.975802 10.581037 	                    	                    	                    	                    	                    	                    	                    	
 -11.259999 14.870738 8.165554 	 -5.029999 14.870738 6.572663 	 -4.689997 14.870738 10.616155 	                    	                    	                    	                    	                    	                    	                    	
 -11.280000 14.765674 8.183454 	 -5.039999 14.765674 6.579501 	 -4.719997 14.765674 10.651073 	                    	                    	                    	                    	                    	                    	                    	
 -11.299999 14.660609 8.201154 	 -5.049999 14.660609 6.586139 	 -4.749997 14.660609 10.685790 	                    	                    	                    	                    	                    	                    	                    	
 -11.320000 14.555546 8.218653 	 -5.059999 14.555546 6.592577 	 -4.779997 14.555546 10.720307 	                    	                    	                    	                    	                    	                    	                    	
 -11.339999 14.450481 8.235953 	 -5.069999 14.450481 6.598815 	 -4.809997 14.450481 10.754625 	                    	                    	                    	                    	                    	                    	                    	
 -11.360000 14.345417 8.253053 	 -5.079999 14.345417 6.604853 	 -4.839997 14.345417 10.788743 	                    	                    	                    	                    	                    	                    	                    	
 -11.379999 14.240353 8.269952 	 -5.089999 14.240353 6.610691 	 -4.869997 14.240353 10.822660 	                    	                    	                    	                    	                    	                    	                    	
 -11.400000 14.135288 8.286652 	 -5.099999 14.135288 6.616329 	 -4.899997 14.135288 10.856379 	                    	                    	                    	                    	                    	                    	                    	
 -11.419999 14.030224 8.303151 	 -5.109999 14.030224 6.621767 	 -4.929996 14.030224 10.889896 	                    	                    	                    	                    	                    	                    	                    	
 -11.440000 13.925159 8.319451 	 -5.119999 13.925159 6.627005 	 -4.959997 13.925159 10.923214 	                    	                    	                    	                    	                    	                    	                    	
 -11.459999 13.820095 8.335551 	 -5.129999 13.820095 6.632043 	 -4.989996 13.820095 10.956332 	                    	                    	                    	                    	                    	                    	                    	
 -11.480000 13.715031 8.351451 	 -5.139999 13.715031 6.636881 	 -5.019997 13.715031 10.989249 	                    	                    	                    	                    	                    	                    	                    	
 -11.499999 13.609966 8.367150 	 -5.149999 13.609966 6.641519 	 -5.049996 13.609966 11.021968 	                    	                    	                    	                    	                    	                    	                    	
 -11.520000 13.504902 8.382650 	 -5.159999 13.504902 6.645957 	 -5.079997 13.504902 11.054485 	                    	                    	                    	                    	                    	                    	                    	
 -11.539999 13.399837 8.397950 	 -5.169999 13.399837 6.650195 	 -5.109996 13.399837 11.086803 	                    	                    	                    	                    	                    	                    	                    	
 -11.559999 13.294773 8.413050 	 -5.179999 13.294773 6.654233 	 -5.139997 13.294773 11.118920 	                    	                    	                    	                    	                    	                    	                    	
 -11.579999 13.189709 8.427949 	 -5.189999 13.189709 6.658071 	 -5.169996 13.189709 11.150838 	                    	                    	                    	                    	                    	                    	                    	
 -11.599999 13.084644 8.442649 	 -5.199999 13.084644 6.661709 	 -5.199996 13.084644 11.182556 	                    	                    	                    	                    	                    	                    	                    	
 -11.619999 12.979582 8.457149 	 -5.209999 12.979582 6.665147 	 -5.229996 12.979582 11.214074 	                    	                    	                    	                    	                    	                    	                    	
 -11.639999 12.874517 8.471448 	 -5.219999 12.874517 6.668385 	 -5.259996 12.874517 11.245392 	                    	                    	                    	                    	                    	                    	                    	
 -11.659999 12.769453 8.485548 	 -5.229999 12.769453 6.671423 	 -5.289996 12.769453 11.276509 	                    	                    	                    	                    	                    	                    	                    	
 -11.679999 12.664389 8.499448 	 -5.239999 12.664389 6.674261 	 -5.319996 12.664389 11.307427 	                    	                    	                    	                    	                    	                    	                    	
 -11.699999 12.559324 8.513147 	 -5.249999 12.559324 6.676898 	 -5.349996 12.559324 11.338145 	                    	                    	                    	                    	                    	                    	                    	
 -11.719999 12.454260 8.526648 	 -5.259999 12.454260 6.679337 	 -5.379996 12.454260 11.368663 	                    	                    	                    	                    	                    	                    	                    	
 -11.739999 12.349195 8.539947 	 -5.269999 12.349195 6.681575 	 -5.409996 12.349195 11.398980 	                    	                    	                    	                    	                    	                    	                    	
 -11.759999 12.244131 8.553046 	 -5.279999 12.244131 6.683612 	 -5.439996 12.244131 11.429098 	                    	                    	                    	                    	                    	                    	                    	
 -11.779999 12.139067 8.565946 	 -5.289999 12.139067 6.685451 	 -5.469996 12.139067 11.459016 	                    	                    	                    	                    	                    	                    	                    	
 -11.799999 12.034002 8.578646 	 -5.299999 12.034002 6.687088 	 -5.499996 12.034002 11.488734 	                    	                    	                    	                    	                    	                    	                    	
 -11.819999 11.928938 8.591146 	 -5.309999 11.928938 6.688527 	 -5.529996 11.928938 11.518251 	                    	                    	                    	                    	                    	                    	                    	
 -11.839999 11.823874 8.603445 	 -5.319999 11.823874 6.689764 	 -5.559996 11.823874 11.547569 	                    	                    	                    	                    	                    	                    	                    	
 -11.859999 11.718809 8.615545 	 -5.329999 11.718809 6.690803 	 -5.589996 11.718809 11.576687 	                    	                    	                    	                    	                    	                    	                    	
