# Game Session ID 
139 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    13:53:39 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -9.399997 11.466656 8.831139 	 -10.399998 11.466656 6.663038 	 0.550000 11.466656 12.166678 	                    	                    	                    	                    	                    	
 -9.409996 11.372097 8.838638 	 -10.429997 11.372097 6.659476 	 0.550000 11.372097 12.191195 	                    	                    	                    	                    	                    	
 -9.419996 11.277540 8.845938 	 -10.459997 11.277540 6.655714 	 0.550000 11.277540 12.215513 	                    	                    	                    	                    	                    	
 -9.429996 11.182981 8.853038 	 -10.489998 11.182981 6.651752 	 0.550000 11.182981 12.239631 	                    	                    	                    	                    	                    	
 -9.439997 11.088425 8.859938 	 -10.519998 11.088425 6.647590 	 0.550000 11.088425 12.263549 	                    	                    	                    	                    	                    	
 -9.449996 10.993866 8.866637 	 -10.549997 10.993866 6.643228 	 0.550000 10.993866 12.287267 	                    	                    	                    	                    	                    	
 -9.459996 10.899307 8.873137 	 -10.579998 10.899307 6.638666 	 0.550000 10.899307 12.310784 	                    	                    	                    	                    	                    	
 -9.469996 10.804749 8.879436 	 -10.609998 10.804749 6.633904 	 0.550000 10.804749 12.334103 	                    	                    	                    	                    	                    	
 -9.479997 10.710192 8.885536 	 -10.639997 10.710192 6.628942 	 0.550000 10.710192 12.357221 	                    	                    	                    	                    	                    	
 -9.489996 10.615633 8.891436 	 -10.669997 10.615633 6.623779 	 0.550000 10.615633 12.380137 	                    	                    	                    	                    	                    	
 -9.499996 10.521076 8.897136 	 -10.699998 10.521076 6.618418 	 0.550000 10.521076 12.402856 	                    	                    	                    	                    	                    	
 -9.509996 10.426517 8.902636 	 -10.729998 10.426517 6.612855 	 0.550000 10.426517 12.425373 	                    	                    	                    	                    	                    	
 -9.519997 10.331961 8.907935 	 -10.759997 10.331961 6.607094 	 0.550000 10.331961 12.447692 	                    	                    	                    	                    	                    	
 -9.529996 10.237402 8.913035 	 -10.789997 10.237402 6.601132 	 0.550000 10.237402 12.469810 	                    	                    	                    	                    	                    	
 -9.539996 10.142845 8.917934 	 -10.819998 10.142845 6.594970 	 0.550000 10.142845 12.491727 	                    	                    	                    	                    	                    	
 -9.549996 10.048286 8.922634 	 -10.849998 10.048286 6.588607 	 0.550000 10.048286 12.513445 	                    	                    	                    	                    	                    	
 -9.559997 9.953728 8.927135 	 -10.879997 9.953728 6.582046 	 0.550000 9.953728 12.534963 	                    	                    	                    	                    	                    	
 -9.569996 9.859171 8.931434 	 -10.909997 9.859171 6.575284 	 0.550000 9.859171 12.556280 	                    	                    	                    	                    	                    	
 -9.579996 9.764612 8.935534 	 -10.939998 9.764612 6.568322 	 0.550000 9.764612 12.577398 	                    	                    	                    	                    	                    	
 -9.589996 9.670055 8.939433 	 -10.969997 9.670055 6.561160 	 0.550000 9.670055 12.598316 	                    	                    	                    	                    	                    	
 -9.599997 9.575497 8.943133 	 -10.999997 9.575497 6.553798 	 0.550000 9.575497 12.619034 	                    	                    	                    	                    	                    	
 -9.609996 9.480940 8.946632 	 -11.029997 9.480940 6.546235 	 0.550000 9.480940 12.639551 	                    	                    	                    	                    	                    	
 -9.619996 9.386381 8.949932 	 -11.059998 9.386381 6.538473 	 0.550000 9.386381 12.659869 	                    	                    	                    	                    	                    	
 -9.629996 9.291824 8.953032 	 -11.089997 9.291824 6.530511 	 0.550000 9.291824 12.679987 	                    	                    	                    	                    	                    	
 -9.639997 9.197266 8.955932 	 -11.119997 9.197266 6.522349 	 0.550000 9.197266 12.699904 	                    	                    	                    	                    	                    	
 -9.649996 9.102707 8.958632 	 -11.149997 9.102707 6.513988 	 0.550000 9.102707 12.719623 	                    	                    	                    	                    	                    	
 -9.659996 9.008150 8.961131 	 -11.179997 9.008150 6.505425 	 0.550000 9.008150 12.739141 	                    	                    	                    	                    	                    	
 -9.669996 8.913591 8.963431 	 -11.209997 8.913591 6.496663 	 0.550000 8.913591 12.758458 	                    	                    	                    	                    	                    	
 -9.679996 8.819035 8.965531 	 -11.239997 8.819035 6.487701 	 0.550000 8.819035 12.777575 	                    	                    	                    	                    	                    	
 -9.689996 8.724476 8.967431 	 -11.269997 8.724476 6.478539 	 0.550000 8.724476 12.796494 	                    	                    	                    	                    	                    	
 -9.699996 8.629919 8.969131 	 -11.299997 8.629919 6.469177 	 0.550000 8.629919 12.815211 	                    	                    	                    	                    	                    	
 -9.709996 8.535360 8.970631 	 -11.329997 8.535360 6.459616 	 0.550000 8.535360 12.833730 	                    	                    	                    	                    	                    	
 -9.719996 8.440804 8.971930 	 -11.359997 8.440804 6.449853 	 0.550000 8.440804 12.852047 	                    	                    	                    	                    	                    	
 -9.729996 8.346245 8.973030 	 -11.389997 8.346245 6.439891 	 0.550000 8.346245 12.870165 	                    	                    	                    	                    	                    	
 -9.739996 8.251688 8.973929 	 -11.419997 8.251688 6.429729 	 0.550000 8.251688 12.888083 	                    	                    	                    	                    	                    	
 -9.749996 8.157129 8.974629 	 -11.449997 8.157129 6.419367 	 0.550000 8.157129 12.905800 	                    	                    	                    	                    	                    	
 -9.759996 8.062571 8.975129 	 -11.479997 8.062571 6.408805 	 0.550000 8.062571 12.923318 	                    	                    	                    	                    	                    	
 -9.769996 7.968014 8.975429 	 -11.509996 7.968014 6.398044 	 0.550000 7.968014 12.940636 	                    	                    	                    	                    	                    	
 -9.779996 7.873455 8.975529 	 -11.539997 7.873455 6.387082 	 0.550000 7.873455 12.957754 	                    	                    	                    	                    	                    	
 -9.789996 7.778898 8.975428 	 -11.569997 7.778898 6.375919 	 0.550000 7.778898 12.974671 	                    	                    	                    	                    	                    	
 -9.799996 7.684340 8.975128 	 -11.599997 7.684340 6.364557 	 0.550000 7.684340 12.991389 	                    	                    	                    	                    	                    	
 -9.809996 7.589783 8.974627 	 -11.629996 7.589783 6.352995 	 0.550000 7.589783 13.007907 	                    	                    	                    	                    	                    	
 -9.819996 7.495224 8.973927 	 -11.659997 7.495224 6.341233 	 0.550000 7.495224 13.024224 	                    	                    	                    	                    	                    	
 -9.829996 7.400667 8.973027 	 -11.689997 7.400667 6.329271 	 0.550000 7.400667 13.040342 	                    	                    	                    	                    	                    	
 -9.839996 7.306108 8.971927 	 -11.719996 7.306108 6.317110 	 0.550000 7.306108 13.056260 	                    	                    	                    	                    	                    	
 -9.849996 7.211550 8.970626 	 -11.749996 7.211550 6.304747 	 0.550000 7.211550 13.071979 	                    	                    	                    	                    	                    	
 -9.859996 7.116993 8.969126 	 -11.779997 7.116993 6.292185 	 0.550000 7.116993 13.087496 	                    	                    	                    	                    	                    	
 -9.869996 7.022434 8.967425 	 -11.809997 7.022434 6.279423 	 0.550000 7.022434 13.102814 	                    	                    	                    	                    	                    	
 -9.879996 6.927877 8.965526 	 -11.839996 6.927877 6.266461 	 0.550000 6.927877 13.117931 	                    	                    	                    	                    	                    	
 -9.889996 6.833319 8.963425 	 -11.869996 6.833319 6.253299 	 0.550000 6.833319 13.132849 	                    	                    	                    	                    	                    	
 -9.899996 6.738762 8.961124 	 -11.899997 6.738762 6.239937 	 0.550000 6.738762 13.147567 	                    	                    	                    	                    	                    	
 -9.909996 6.644203 8.958625 	 -11.929996 6.644203 6.226375 	 0.550000 6.644203 13.162085 	                    	                    	                    	                    	                    	
 -9.919996 6.549646 8.955924 	 -11.959996 6.549646 6.212613 	 0.550000 6.549646 13.176403 	                    	                    	                    	                    	                    	
 -9.929996 6.455088 8.953024 	 -11.989996 6.455088 6.198651 	 0.550000 6.455088 13.190520 	                    	                    	                    	                    	                    	
 -9.939996 6.360529 8.949924 	 -12.019997 6.360529 6.184489 	 0.550000 6.360529 13.204438 	                    	                    	                    	                    	                    	
 -9.949996 6.265972 8.946624 	 -12.049996 6.265972 6.170127 	 0.550000 6.265972 13.218156 	                    	                    	                    	                    	                    	
 -9.959996 6.171413 8.943123 	 -12.079996 6.171413 6.155565 	 0.550000 6.171413 13.231673 	                    	                    	                    	                    	                    	
 -9.969995 6.076857 8.939423 	 -12.109996 6.076857 6.140803 	 0.550000 6.076857 13.244991 	                    	                    	                    	                    	                    	
 -9.979996 5.982298 8.935523 	 -12.139997 5.982298 6.125841 	 0.550000 5.982298 13.258109 	                    	                    	                    	                    	                    	
 -9.989996 5.887741 8.931422 	 -12.169996 5.887741 6.110679 	 0.550000 5.887741 13.271028 	                    	                    	                    	                    	                    	
 -9.999996 5.793182 8.927122 	 -12.199996 5.793182 6.095317 	 0.550000 5.793182 13.283745 	                    	                    	                    	                    	                    	
 -10.009995 5.698626 8.922622 	 -12.229996 5.698626 6.079755 	 0.550000 5.698626 13.296263 	                    	                    	                    	                    	                    	
 -10.019996 5.604067 8.917922 	 -12.259996 5.604067 6.063993 	 0.550000 5.604067 13.308580 	                    	                    	                    	                    	                    	
 -10.029996 5.509508 8.913021 	 -12.289996 5.509508 6.048031 	 0.550000 5.509508 13.320698 	                    	                    	                    	                    	                    	
 -10.039996 5.414951 8.907921 	 -12.319996 5.414951 6.031869 	 0.550000 5.414951 13.332616 	                    	                    	                    	                    	                    	
 -10.049995 5.320393 8.902621 	 -12.349996 5.320393 6.015507 	 0.550000 5.320393 13.344334 	                    	                    	                    	                    	                    	
 -10.059996 5.225836 8.897120 	 -12.379996 5.225836 5.998945 	 0.550000 5.225836 13.355852 	                    	                    	                    	                    	                    	
 -10.069996 5.131277 8.891420 	 -12.409996 5.131277 5.982183 	 0.550000 5.131277 13.367169 	                    	                    	                    	                    	                    	
 -10.079996 5.036720 8.885520 	 -12.439996 5.036720 5.965221 	 0.550000 5.036720 13.378287 	                    	                    	                    	                    	                    	
 -10.089995 4.942162 8.879420 	 -12.469995 4.942162 5.948059 	 0.550000 4.942162 13.389205 	                    	                    	                    	                    	                    	
 -10.099996 4.847605 8.873119 	 -12.499996 4.847605 5.930697 	 0.550000 4.847605 13.399922 	                    	                    	                    	                    	                    	
 -10.109996 4.753046 8.866619 	 -12.529996 4.753046 5.913135 	 0.550000 4.753046 13.410440 	                    	                    	                    	                    	                    	
 -10.119996 4.658489 8.859920 	 -12.559996 4.658489 5.895373 	 0.550000 4.658489 13.420758 	                    	                    	                    	                    	                    	
 -10.129995 4.563931 8.853019 	 -12.589995 4.563931 5.877411 	 0.550000 4.563931 13.430876 	                    	                    	                    	                    	                    	
 -10.139996 4.469372 8.845919 	 -12.619996 4.469372 5.859250 	 0.550000 4.469372 13.440794 	                    	                    	                    	                    	                    	
 -10.149996 4.374815 8.838618 	 -12.649996 4.374815 5.840887 	 0.550000 4.374815 13.450512 	                    	                    	                    	                    	                    	
 -10.159996 4.280256 8.831119 	 -12.679996 4.280256 5.822325 	 0.550000 4.280256 13.460030 	                    	                    	                    	                    	                    	
 -10.169995 4.185699 8.823418 	 -12.709995 4.185699 5.803563 	 0.550000 4.185699 13.469347 	                    	                    	                    	                    	                    	
 -10.179996 4.091141 8.815517 	 -12.739996 4.091141 5.784601 	 0.550000 4.091141 13.478465 	                    	                    	                    	                    	                    	
 -10.189996 3.996584 8.807418 	 -12.769996 3.996584 5.765440 	 0.550000 3.996584 13.487383 	                    	                    	                    	                    	                    	
 -10.199996 3.902025 8.799117 	 -12.799995 3.902025 5.746078 	 0.550000 3.902025 13.496100 	                    	                    	                    	                    	                    	
 -10.209995 3.807468 8.790617 	 -12.829995 3.807468 5.726515 	 0.550000 3.807468 13.504619 	                    	                    	                    	                    	                    	
 -10.219995 3.712910 8.781917 	 -12.859996 3.712910 5.706753 	 0.550000 3.712910 13.512937 	                    	                    	                    	                    	                    	
 -10.229996 3.618351 8.773017 	 -12.889996 3.618351 5.686791 	 0.550000 3.618351 13.521054 	                    	                    	                    	                    	                    	
 -10.239996 3.523794 8.763916 	 -12.919995 3.523794 5.666629 	 0.550000 3.523794 13.528972 	                    	                    	                    	                    	                    	
 -10.249995 3.429235 8.754616 	 -12.949995 3.429235 5.646267 	 0.550000 3.429235 13.536690 	                    	                    	                    	                    	                    	
 -10.259995 3.334679 8.745116 	 -12.979996 3.334679 5.625706 	 0.550000 3.334679 13.544208 	                    	                    	                    	                    	                    	
 -10.269996 3.240120 8.735415 	 -13.009995 3.240120 5.604943 	 0.550000 3.240120 13.551525 	                    	                    	                    	                    	                    	
 -10.279996 3.145563 8.725515 	 -13.039995 3.145563 5.583982 	 0.550000 3.145563 13.558643 	                    	                    	                    	                    	                    	
 -10.289995 3.051004 8.715415 	 -13.069995 3.051004 5.562819 	 0.550000 3.051004 13.565561 	                    	                    	                    	                    	                    	
 -10.299995 2.956448 8.705114 	 -13.099996 2.956448 5.541457 	 0.550000 2.956448 13.572279 	                    	                    	                    	                    	                    	
 -10.309996 2.861889 8.694614 	 -13.129995 2.861889 5.519896 	 0.550000 2.861889 13.578796 	                    	                    	                    	                    	                    	
 -10.319996 2.767330 8.683914 	 -13.159995 2.767330 5.498134 	 0.550000 2.767330 13.585114 	                    	                    	                    	                    	                    	
 -10.329995 2.672773 8.673014 	 -13.189995 2.672773 5.476171 	 0.550000 2.672773 13.591232 	                    	                    	                    	                    	                    	
 -10.339995 2.578215 8.661914 	 -13.219995 2.578215 5.454010 	 0.550000 2.578215 13.597150 	                    	                    	                    	                    	                    	
 -10.349996 2.483658 8.650614 	 -13.249995 2.483658 5.431648 	 0.550000 2.483658 13.602868 	                    	                    	                    	                    	                    	
 -10.359996 2.389099 8.639113 	 -13.279995 2.389099 5.409086 	 0.550000 2.389099 13.608386 	                    	                    	                    	                    	                    	
 -10.369995 2.294542 8.627413 	 -13.309995 2.294542 5.386323 	 0.550000 2.294542 13.613704 	                    	                    	                    	                    	                    	
 -10.379995 2.199984 8.615513 	 -13.339995 2.199984 5.363362 	 0.550000 2.199984 13.618821 	                    	                    	                    	                    	                    	
 -10.389996 2.105427 8.603413 	 -13.369995 2.105427 5.340199 	 0.550000 2.105427 13.623739 	                    	                    	                    	                    	                    	
 -10.399996 2.010868 8.591112 	 -13.399995 2.010868 5.316837 	 0.550000 2.010868 13.628457 	                    	                    	                    	                    	                    	
 -10.409995 1.916309 8.578612 	 -13.429995 1.916309 5.293276 	 0.550000 1.916309 13.632975 	                    	                    	                    	                    	                    	
 -10.419995 1.821753 8.565911 	 -13.459995 1.821753 5.269513 	 0.550000 1.821753 13.637292 	                    	                    	                    	                    	                    	
 -10.429996 1.727194 8.553012 	 -13.489995 1.727194 5.245552 	 0.550000 1.727194 13.641411 	                    	                    	                    	                    	                    	
 -10.439996 1.632637 8.539911 	 -13.519995 1.632637 5.221390 	 0.550000 1.632637 13.645329 	                    	                    	                    	                    	                    	
 -10.449995 1.538078 8.526611 	 -13.549994 1.538078 5.197028 	 0.550000 1.538078 13.649046 	                    	                    	                    	                    	                    	
 -10.459995 1.443521 8.513111 	 -13.579995 1.443521 5.172466 	 0.550000 1.443521 13.652564 	                    	                    	                    	                    	                    	
 -10.469995 1.348963 8.499411 	 -13.609995 1.348963 5.147704 	 0.550000 1.348963 13.655882 	                    	                    	                    	                    	                    	
 -10.479996 1.254406 8.485510 	 -13.639995 1.254406 5.122741 	 0.550000 1.254406 13.658998 	                    	                    	                    	                    	                    	
 -10.489995 1.159847 8.471410 	 -13.669994 1.159847 5.097579 	 0.550000 1.159847 13.661917 	                    	                    	                    	                    	                    	
 -10.499995 1.065290 8.457109 	 -13.699995 1.065290 5.072217 	 0.550000 1.065290 13.664635 	                    	                    	                    	                    	                    	
 -10.509995 0.970732 8.442610 	 -13.729995 0.970732 5.046656 	 0.550000 0.970732 13.667153 	                    	                    	                    	                    	                    	
 -10.519996 0.876173 8.427910 	 -13.759995 0.876173 5.020894 	 0.550000 0.876173 13.669471 	                    	                    	                    	                    	                    	
 -10.529995 0.781616 8.413010 	 -13.789994 0.781616 4.994932 	 0.550000 0.781616 13.671589 	                    	                    	                    	                    	                    	
 -10.539995 0.687057 8.397909 	 -13.819995 0.687057 4.968770 	 0.550000 0.687057 13.673507 	                    	                    	                    	                    	                    	
 -10.549995 0.592501 8.382608 	 -13.849995 0.592501 4.942408 	 0.550000 0.592501 13.675223 	                    	                    	                    	                    	                    	
 -10.559996 0.497942 8.367108 	 -13.879994 0.497942 4.915846 	 0.550000 0.497942 13.676742 	                    	                    	                    	                    	                    	
 -10.569995 0.403385 8.351408 	 -13.909994 0.403385 4.889083 	 0.550000 0.403385 13.678060 	                    	                    	                    	                    	                    	
 -10.579995 0.308826 8.335508 	 -13.939995 0.308826 4.862122 	 0.550000 0.308826 13.679178 	                    	                    	                    	                    	                    	
 -10.589995 0.214270 8.319407 	 -13.969995 0.214270 4.834960 	 0.550000 0.214270 13.680095 	                    	                    	                    	                    	                    	
 -10.599996 0.119711 8.303107 	 -13.999994 0.119711 4.807598 	 0.550000 0.119711 13.680813 	                    	                    	                    	                    	                    	
 -10.609995 0.025152 8.286608 	 -14.029994 0.025152 4.780036 	 0.550000 0.025152 13.681332 	                    	                    	                    	                    	                    	
 -10.619995 -0.069405 8.269907 	 -14.059995 -0.069405 4.752274 	 0.550000 -0.069405 13.681648 	                    	                    	                    	                    	                    	
 -10.629995 -0.163963 8.253007 	 -14.089994 -0.163963 4.724312 	 0.550000 -0.163963 13.681767 	                    	                    	                    	                    	                    	
 -10.639996 -0.258520 8.235907 	 -14.119994 -0.258520 4.696150 	 0.550000 -0.258520 13.681684 	                    	                    	                    	                    	                    	
 -10.649995 -0.353079 8.218606 	 -14.149994 -0.353079 4.667788 	 0.550000 -0.353079 13.681401 	                    	                    	                    	                    	                    	
 -10.659995 -0.447636 8.201106 	 -14.179995 -0.447636 4.639226 	 0.550000 -0.447636 13.680920 	                    	                    	                    	                    	                    	
 -10.669995 -0.542194 8.183406 	 -14.209994 -0.542194 4.610464 	 0.550000 -0.542194 13.680238 	                    	                    	                    	                    	                    	
 -10.679996 -0.636751 8.165505 	 -14.239994 -0.636751 4.581502 	 0.550000 -0.636751 13.679356 	                    	                    	                    	                    	                    	
 -10.689995 -0.731310 8.147406 	 -14.269994 -0.731310 4.552340 	 0.550000 -0.731310 13.678273 	                    	                    	                    	                    	                    	
 -10.699995 -0.825869 8.129105 	 -14.299994 -0.825869 4.522978 	 0.550000 -0.825869 13.676991 	                    	                    	                    	                    	                    	
 -10.709995 -0.920425 8.110604 	 -14.329994 -0.920425 4.493416 	 0.550000 -0.920425 13.675509 	                    	                    	                    	                    	                    	
 -10.719995 -1.014984 8.091904 	 -14.359994 -1.014984 4.463654 	 0.550000 -1.014984 13.673826 	                    	                    	                    	                    	                    	
 -10.729995 -1.109541 8.073004 	 -14.389994 -1.109541 4.433692 	 0.550000 -1.109541 13.671945 	                    	                    	                    	                    	                    	
 -10.739995 -1.204100 8.053904 	 -14.419994 -1.204100 4.403531 	 0.550000 -1.204100 13.669863 	                    	                    	                    	                    	                    	
 -10.749995 -1.298656 8.034603 	 -14.449994 -1.298656 4.373168 	 0.550000 -1.298656 13.667581 	                    	                    	                    	                    	                    	
 -10.759995 -1.393215 8.015103 	 -14.479994 -1.393215 4.342607 	 0.550000 -1.393215 13.665098 	                    	                    	                    	                    	                    	
 -10.769995 -1.487772 7.995403 	 -14.509994 -1.487772 4.311844 	 0.550000 -1.487772 13.662416 	                    	                    	                    	                    	                    	
 -10.779995 -1.582331 7.975503 	 -14.539994 -1.582331 4.280883 	 0.550000 -1.582331 13.659534 	                    	                    	                    	                    	                    	
 -10.789995 -1.676889 7.955403 	 -14.569994 -1.676889 4.249721 	 0.550000 -1.676889 13.656451 	                    	                    	                    	                    	                    	
 -10.799995 -1.771446 7.935103 	 -14.599994 -1.771446 4.218359 	 0.550000 -1.771446 13.653170 	                    	                    	                    	                    	                    	
 -10.809995 -1.866005 7.914603 	 -14.629993 -1.866005 4.186797 	 0.550000 -1.866005 13.649688 	                    	                    	                    	                    	                    	
 -10.819995 -1.960562 7.893902 	 -14.659994 -1.960562 4.155035 	 0.550000 -1.960562 13.646006 	                    	                    	                    	                    	                    	
 -10.829995 -2.055119 7.873002 	 -14.689994 -2.055119 4.123072 	 0.550000 -2.055119 13.642122 	                    	                    	                    	                    	                    	
 -10.839995 -2.149677 7.851902 	 -14.719994 -2.149677 4.090910 	 0.550000 -2.149677 13.638041 	                    	                    	                    	                    	                    	
 -10.849995 -2.244236 7.830601 	 -14.749993 -2.244236 4.058548 	 0.550000 -2.244236 13.633759 	                    	                    	                    	                    	                    	
 -10.859995 -2.338795 7.809102 	 -14.779994 -2.338795 4.025987 	 0.550000 -2.338795 13.629276 	                    	                    	                    	                    	                    	
 -10.869995 -2.433350 7.787401 	 -14.809994 -2.433350 3.993224 	 0.550000 -2.433350 13.624594 	                    	                    	                    	                    	                    	
 -10.879995 -2.527908 7.765501 	 -14.839993 -2.527908 3.960262 	 0.550000 -2.527908 13.619712 	                    	                    	                    	                    	                    	
 -10.889995 -2.622467 7.743401 	 -14.869993 -2.622467 3.927101 	 0.550000 -2.622467 13.614631 	                    	                    	                    	                    	                    	
 -10.899995 -2.717026 7.721100 	 -14.899994 -2.717026 3.893739 	 0.550000 -2.717026 13.609347 	                    	                    	                    	                    	                    	
 -10.909995 -2.811584 7.698600 	 -14.929994 -2.811584 3.860177 	 0.550000 -2.811584 13.603866 	                    	                    	                    	                    	                    	
 -10.919995 -2.906139 7.675900 	 -14.959993 -2.906139 3.826415 	 0.550000 -2.906139 13.598184 	                    	                    	                    	                    	                    	
 -10.929995 -3.000698 7.652999 	 -14.989993 -3.000698 3.792453 	 0.550000 -3.000698 13.592300 	                    	                    	                    	                    	                    	
 -10.939995 -3.095257 7.629899 	 -15.019994 -3.095257 3.758291 	 0.550000 -3.095257 13.586219 	                    	                    	                    	                    	                    	
 -10.949995 -3.189816 7.606599 	 -15.049994 -3.189816 3.723929 	 0.550000 -3.189816 13.579937 	                    	                    	                    	                    	                    	
 -10.959995 -3.284370 7.583098 	 -15.079993 -3.284370 3.689367 	 0.550000 -3.284370 13.573455 	                    	                    	                    	                    	                    	
 -10.969995 -3.378929 7.559399 	 -15.109993 -3.378929 3.654605 	 0.550000 -3.378929 13.566772 	                    	                    	                    	                    	                    	
 -10.979995 -3.473488 7.535499 	 -15.139994 -3.473488 3.619643 	 0.550000 -3.473488 13.559891 	                    	                    	                    	                    	                    	
 -10.989995 -3.568047 7.511398 	 -15.169993 -3.568047 3.584481 	 0.550000 -3.568047 13.552809 	                    	                    	                    	                    	                    	
 -10.999995 -3.662605 7.487098 	 -15.199993 -3.662605 3.549119 	 0.550000 -3.662605 13.545526 	                    	                    	                    	                    	                    	
 -11.009995 -3.757160 7.462598 	 -15.229993 -3.757160 3.513557 	 0.550000 -3.757160 13.538044 	                    	                    	                    	                    	                    	
 -11.019995 -3.851719 7.437898 	 -15.259994 -3.851719 3.477796 	 0.550000 -3.851719 13.530362 	                    	                    	                    	                    	                    	
 -11.029995 -3.946278 7.412997 	 -15.289993 -3.946278 3.441833 	 0.550000 -3.946278 13.522480 	                    	                    	                    	                    	                    	
 -11.039995 -4.040836 7.387897 	 -15.319993 -4.040836 3.405671 	 0.550000 -4.040836 13.514397 	                    	                    	                    	                    	                    	
 -11.049994 -4.135391 7.362597 	 -15.349993 -4.135391 3.369309 	 0.550000 -4.135391 13.506115 	                    	                    	                    	                    	                    	
 -11.059995 -4.229950 7.337096 	 -15.379993 -4.229950 3.332747 	 0.550000 -4.229950 13.497633 	                    	                    	                    	                    	                    	
 -11.069995 -4.324509 7.311397 	 -15.409993 -4.324509 3.295986 	 0.550000 -4.324509 13.488951 	                    	                    	                    	                    	                    	
 -11.079995 -4.419067 7.285496 	 -15.439993 -4.419067 3.259023 	 0.550000 -4.419067 13.480068 	                    	                    	                    	                    	                    	
 -11.089994 -4.513626 7.259396 	 -15.469993 -4.513626 3.221861 	 0.550000 -4.513626 13.470986 	                    	                    	                    	                    	                    	
 -11.099995 -4.608181 7.233095 	 -15.499993 -4.608181 3.184499 	 0.550000 -4.608181 13.461703 	                    	                    	                    	                    	                    	
 -11.109995 -4.702740 7.206595 	 -15.529993 -4.702740 3.146938 	 0.550000 -4.702740 13.452222 	                    	                    	                    	                    	                    	
 -11.119995 -4.797298 7.179895 	 -15.559993 -4.797298 3.109176 	 0.550000 -4.797298 13.442540 	                    	                    	                    	                    	                    	
 -11.129994 -4.891857 7.152995 	 -15.589993 -4.891857 3.071214 	 0.550000 -4.891857 13.432658 	                    	                    	                    	                    	                    	
 -11.139995 -4.986412 7.125895 	 -15.619993 -4.986412 3.033051 	 0.550000 -4.986412 13.422575 	                    	                    	                    	                    	                    	
 -11.149995 -5.080971 7.098595 	 -15.649993 -5.080971 2.994690 	 0.550000 -5.080971 13.412293 	                    	                    	                    	                    	                    	
 -11.159995 -5.175529 7.071095 	 -15.679993 -5.175529 2.956128 	 0.550000 -5.175529 13.401812 	                    	                    	                    	                    	                    	
 -11.169994 -5.270088 7.043394 	 -15.709992 -5.270088 2.917366 	 0.550000 -5.270088 13.391129 	                    	                    	                    	                    	                    	
 -11.179995 -5.364647 7.015494 	 -15.739993 -5.364647 2.878404 	 0.550000 -5.364647 13.380247 	                    	                    	                    	                    	                    	
 -11.189995 -5.459202 6.987393 	 -15.769993 -5.459202 2.839242 	 0.550000 -5.459202 13.369164 	                    	                    	                    	                    	                    	
 -11.199995 -5.553761 6.959093 	 -15.799993 -5.553761 2.799880 	 0.550000 -5.553761 13.357882 	                    	                    	                    	                    	                    	
 -11.209994 -5.648319 6.930593 	 -15.829992 -5.648319 2.760318 	 0.550000 -5.648319 13.346400 	                    	                    	                    	                    	                    	
 -11.219995 -5.742878 6.901893 	 -15.859993 -5.742878 2.720556 	 0.550000 -5.742878 13.334718 	                    	                    	                    	                    	                    	
 -11.229995 -5.837433 6.872993 	 -15.889993 -5.837433 2.680594 	 0.550000 -5.837433 13.322836 	                    	                    	                    	                    	                    	
 -11.239995 -5.931992 6.843893 	 -15.919992 -5.931992 2.640432 	 0.550000 -5.931992 13.310754 	                    	                    	                    	                    	                    	
 -11.249994 -6.026550 6.814592 	 -15.949992 -6.026550 2.600070 	 0.550000 -6.026550 13.298471 	                    	                    	                    	                    	                    	
 -11.259995 -6.121109 6.785092 	 -15.979993 -6.121109 2.559508 	 0.550000 -6.121109 13.285990 	                    	                    	                    	                    	                    	
 -11.269995 -6.215668 6.755392 	 -16.009993 -6.215668 2.518746 	 0.550000 -6.215668 13.273308 	                    	                    	                    	                    	                    	
 -11.279995 -6.310223 6.725492 	 -16.039993 -6.310223 2.477784 	 0.550000 -6.310223 13.260425 	                    	                    	                    	                    	                    	
 -11.289994 -6.404781 6.695392 	 -16.069992 -6.404781 2.436622 	 0.550000 -6.404781 13.247343 	                    	                    	                    	                    	                    	
 -11.299994 -6.499340 6.665092 	 -16.099993 -6.499340 2.395260 	 0.550000 -6.499340 13.234061 	                    	                    	                    	                    	                    	
 -11.309995 -6.593899 6.634591 	 -16.129992 -6.593899 2.353698 	 0.550000 -6.593899 13.220578 	                    	                    	                    	                    	                    	
 -11.319995 -6.688454 6.603891 	 -16.159992 -6.688454 2.311937 	 0.550000 -6.688454 13.206897 	                    	                    	                    	                    	                    	
 -11.329994 -6.783012 6.572990 	 -16.189993 -6.783012 2.269974 	 0.550000 -6.783012 13.193014 	                    	                    	                    	                    	                    	
 -11.339994 -6.877571 6.541891 	 -16.219992 -6.877571 2.227813 	 0.550000 -6.877571 13.178933 	                    	                    	                    	                    	                    	
 -11.349995 -6.972130 6.510590 	 -16.249992 -6.972130 2.185451 	 0.550000 -6.972130 13.164650 	                    	                    	                    	                    	                    	
