# Game Session ID 
11 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    19:44:17 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	 Ball 8                               	 Ball 9                               	
 -9.090003 28.634163 4.091496 	 -3.270001 28.634163 3.947693 	 -1.210000 28.634163 4.312731 	                    	                    	                    	                    	                    	                    	                    	
 -9.110003 28.529099 4.135596 	 -3.280001 28.529099 3.980731 	 -1.240000 28.529099 4.373848 	                    	                    	                    	                    	                    	                    	                    	
 -9.130003 28.424034 4.179495 	 -3.290001 28.424034 4.013569 	 -1.270000 28.424034 4.434766 	                    	                    	                    	                    	                    	                    	                    	
 -9.150003 28.318970 4.223195 	 -3.300001 28.318970 4.046207 	 -1.300000 28.318970 4.495484 	                    	                    	                    	                    	                    	                    	                    	
 -9.170003 28.213905 4.266695 	 -3.310001 28.213905 4.078645 	 -1.330000 28.213905 4.556002 	                    	                    	                    	                    	                    	                    	                    	
 -9.190003 28.108841 4.309995 	 -3.320001 28.108841 4.110883 	 -1.360000 28.108841 4.616320 	                    	                    	                    	                    	                    	                    	                    	
 -9.210003 28.003777 4.353094 	 -3.330001 28.003777 4.142921 	 -1.390000 28.003777 4.676437 	                    	                    	                    	                    	                    	                    	                    	
 -9.230003 27.898712 4.395994 	 -3.340001 27.898712 4.174759 	 -1.420000 27.898712 4.736355 	                    	                    	                    	                    	                    	                    	                    	
 -9.250003 27.793648 4.438694 	 -3.350001 27.793648 4.206397 	 -1.450000 27.793648 4.796073 	                    	                    	                    	                    	                    	                    	                    	
 -9.270003 27.688583 4.481194 	 -3.360001 27.688583 4.237835 	 -1.480000 27.688583 4.855591 	                    	                    	                    	                    	                    	                    	                    	
 -9.290004 27.583519 4.523493 	 -3.370001 27.583519 4.269073 	 -1.510000 27.583519 4.914909 	                    	                    	                    	                    	                    	                    	                    	
 -9.310003 27.478455 4.565593 	 -3.380001 27.478455 4.300111 	 -1.540000 27.478455 4.974027 	                    	                    	                    	                    	                    	                    	                    	
 -9.330004 27.373390 4.607492 	 -3.390001 27.373390 4.330949 	 -1.570000 27.373390 5.032944 	                    	                    	                    	                    	                    	                    	                    	
 -9.350003 27.268326 4.649192 	 -3.400001 27.268326 4.361587 	 -1.600000 27.268326 5.091662 	                    	                    	                    	                    	                    	                    	                    	
 -9.370004 27.163261 4.690692 	 -3.410001 27.163261 4.392025 	 -1.630000 27.163261 5.150180 	                    	                    	                    	                    	                    	                    	                    	
 -9.390003 27.058197 4.731991 	 -3.420001 27.058197 4.422263 	 -1.660000 27.058197 5.208498 	                    	                    	                    	                    	                    	                    	                    	
 -9.410004 26.953133 4.773091 	 -3.430001 26.953133 4.452301 	 -1.690000 26.953133 5.266615 	                    	                    	                    	                    	                    	                    	                    	
 -9.430003 26.848068 4.813991 	 -3.440001 26.848068 4.482138 	 -1.720000 26.848068 5.324533 	                    	                    	                    	                    	                    	                    	                    	
 -9.450004 26.743004 4.854691 	 -3.450001 26.743004 4.511776 	 -1.750000 26.743004 5.382250 	                    	                    	                    	                    	                    	                    	                    	
 -9.470003 26.637939 4.895190 	 -3.460001 26.637939 4.541214 	 -1.780000 26.637939 5.439768 	                    	                    	                    	                    	                    	                    	                    	
 -9.490004 26.532875 4.935490 	 -3.470001 26.532875 4.570452 	 -1.810000 26.532875 5.497086 	                    	                    	                    	                    	                    	                    	                    	
 -9.510003 26.427811 4.975589 	 -3.480001 26.427811 4.599490 	 -1.840000 26.427811 5.554204 	                    	                    	                    	                    	                    	                    	                    	
 -9.530004 26.322746 5.015489 	 -3.490001 26.322746 4.628328 	 -1.870000 26.322746 5.611121 	                    	                    	                    	                    	                    	                    	                    	
 -9.550003 26.217682 5.055189 	 -3.500001 26.217682 4.656966 	 -1.900000 26.217682 5.667839 	                    	                    	                    	                    	                    	                    	                    	
 -9.570004 26.112617 5.094688 	 -3.510001 26.112617 4.685404 	 -1.930000 26.112617 5.724357 	                    	                    	                    	                    	                    	                    	                    	
 -9.590003 26.007553 5.133988 	 -3.520001 26.007553 4.713642 	 -1.960000 26.007553 5.780674 	                    	                    	                    	                    	                    	                    	                    	
 -9.610003 25.902489 5.173088 	 -3.530001 25.902489 4.741680 	 -1.990000 25.902489 5.836792 	                    	                    	                    	                    	                    	                    	                    	
 -9.630003 25.797424 5.211987 	 -3.540001 25.797424 4.769517 	 -2.020000 25.797424 5.892710 	                    	                    	                    	                    	                    	                    	                    	
 -9.650003 25.692362 5.250687 	 -3.550001 25.692362 4.797155 	 -2.050000 25.692362 5.948428 	                    	                    	                    	                    	                    	                    	                    	
 -9.670003 25.587297 5.289186 	 -3.560001 25.587297 4.824594 	 -2.080000 25.587297 6.003945 	                    	                    	                    	                    	                    	                    	                    	
 -9.690003 25.482233 5.327486 	 -3.570001 25.482233 4.851831 	 -2.110000 25.482233 6.059263 	                    	                    	                    	                    	                    	                    	                    	
 -9.710003 25.377169 5.365586 	 -3.580001 25.377169 4.878869 	 -2.140000 25.377169 6.114381 	                    	                    	                    	                    	                    	                    	                    	
 -9.730003 25.272104 5.403486 	 -3.590001 25.272104 4.905707 	 -2.170000 25.272104 6.169299 	                    	                    	                    	                    	                    	                    	                    	
 -9.750003 25.167040 5.441185 	 -3.600001 25.167040 4.932345 	 -2.200000 25.167040 6.224016 	                    	                    	                    	                    	                    	                    	                    	
 -9.770003 25.061975 5.478685 	 -3.610001 25.061975 4.958783 	 -2.230000 25.061975 6.278534 	                    	                    	                    	                    	                    	                    	                    	
 -9.790003 24.956911 5.515985 	 -3.620001 24.956911 4.985021 	 -2.260000 24.956911 6.332851 	                    	                    	                    	                    	                    	                    	                    	
 -9.810003 24.851847 5.553084 	 -3.630001 24.851847 5.011059 	 -2.289999 24.851847 6.386970 	                    	                    	                    	                    	                    	                    	                    	
 -9.830003 24.746782 5.589984 	 -3.640001 24.746782 5.036897 	 -2.319999 24.746782 6.440887 	                    	                    	                    	                    	                    	                    	                    	
 -9.850003 24.641718 5.626684 	 -3.650001 24.641718 5.062535 	 -2.349999 24.641718 6.494605 	                    	                    	                    	                    	                    	                    	                    	
 -9.870003 24.536654 5.663183 	 -3.660001 24.536654 5.087973 	 -2.379999 24.536654 6.548122 	                    	                    	                    	                    	                    	                    	                    	
 -9.890003 24.431589 5.699483 	 -3.670001 24.431589 5.113211 	 -2.409999 24.431589 6.601440 	                    	                    	                    	                    	                    	                    	                    	
 -9.910003 24.326525 5.735583 	 -3.680001 24.326525 5.138248 	 -2.439999 24.326525 6.654558 	                    	                    	                    	                    	                    	                    	                    	
 -9.930003 24.221460 5.771482 	 -3.690001 24.221460 5.163086 	 -2.469999 24.221460 6.707476 	                    	                    	                    	                    	                    	                    	                    	
 -9.950003 24.116396 5.807182 	 -3.700001 24.116396 5.187725 	 -2.499999 24.116396 6.760193 	                    	                    	                    	                    	                    	                    	                    	
 -9.970003 24.011332 5.842681 	 -3.710001 24.011332 5.212162 	 -2.529999 24.011332 6.812711 	                    	                    	                    	                    	                    	                    	                    	
 -9.990003 23.906269 5.877981 	 -3.720001 23.906269 5.236400 	 -2.559999 23.906269 6.865029 	                    	                    	                    	                    	                    	                    	                    	
 -10.010003 23.801205 5.913081 	 -3.730000 23.801205 5.260438 	 -2.589999 23.801205 6.917147 	                    	                    	                    	                    	                    	                    	                    	
 -10.030003 23.696140 5.947981 	 -3.740000 23.696140 5.284276 	 -2.619999 23.696140 6.969064 	                    	                    	                    	                    	                    	                    	                    	
 -10.050003 23.591076 5.982680 	 -3.750000 23.591076 5.307914 	 -2.649999 23.591076 7.020782 	                    	                    	                    	                    	                    	                    	                    	
 -10.070003 23.486012 6.017180 	 -3.760000 23.486012 5.331352 	 -2.679999 23.486012 7.072300 	                    	                    	                    	                    	                    	                    	                    	
 -10.090003 23.380947 6.051480 	 -3.770000 23.380947 5.354590 	 -2.709999 23.380947 7.123618 	                    	                    	                    	                    	                    	                    	                    	
 -10.110003 23.275883 6.085579 	 -3.780000 23.275883 5.377628 	 -2.739999 23.275883 7.174735 	                    	                    	                    	                    	                    	                    	                    	
 -10.130003 23.170818 6.119479 	 -3.790000 23.170818 5.400466 	 -2.769999 23.170818 7.225653 	                    	                    	                    	                    	                    	                    	                    	
 -10.150002 23.065754 6.153179 	 -3.800000 23.065754 5.423104 	 -2.799999 23.065754 7.276371 	                    	                    	                    	                    	                    	                    	                    	
 -10.170003 22.960690 6.186678 	 -3.810000 22.960690 5.445541 	 -2.829999 22.960690 7.326889 	                    	                    	                    	                    	                    	                    	                    	
 -10.190002 22.855625 6.219978 	 -3.820000 22.855625 5.467780 	 -2.859999 22.855625 7.377206 	                    	                    	                    	                    	                    	                    	                    	
 -10.210003 22.750561 6.253078 	 -3.830000 22.750561 5.489818 	 -2.889999 22.750561 7.427324 	                    	                    	                    	                    	                    	                    	                    	
 -10.230002 22.645496 6.285977 	 -3.840000 22.645496 5.511655 	 -2.919999 22.645496 7.477242 	                    	                    	                    	                    	                    	                    	                    	
 -10.250003 22.540432 6.318677 	 -3.850000 22.540432 5.533293 	 -2.949999 22.540432 7.526959 	                    	                    	                    	                    	                    	                    	                    	
 -10.270002 22.435368 6.351177 	 -3.860000 22.435368 5.554731 	 -2.979999 22.435368 7.576477 	                    	                    	                    	                    	                    	                    	                    	
 -10.290003 22.330303 6.383476 	 -3.870000 22.330303 5.575969 	 -3.009999 22.330303 7.625795 	                    	                    	                    	                    	                    	                    	                    	
 -10.310002 22.225239 6.415576 	 -3.880000 22.225239 5.597007 	 -3.039999 22.225239 7.674912 	                    	                    	                    	                    	                    	                    	                    	
 -10.330003 22.120174 6.447475 	 -3.890000 22.120174 5.617845 	 -3.069999 22.120174 7.723830 	                    	                    	                    	                    	                    	                    	                    	
 -10.350002 22.015110 6.479176 	 -3.900000 22.015110 5.638483 	 -3.099999 22.015110 7.772548 	                    	                    	                    	                    	                    	                    	                    	
 -10.370003 21.910046 6.510675 	 -3.910000 21.910046 5.658921 	 -3.129999 21.910046 7.821066 	                    	                    	                    	                    	                    	                    	                    	
 -10.390002 21.804981 6.541975 	 -3.920000 21.804981 5.679159 	 -3.159999 21.804981 7.869383 	                    	                    	                    	                    	                    	                    	                    	
 -10.410003 21.699917 6.573074 	 -3.930000 21.699917 5.699197 	 -3.189999 21.699917 7.917501 	                    	                    	                    	                    	                    	                    	                    	
 -10.430002 21.594852 6.603974 	 -3.940000 21.594852 5.719035 	 -3.219999 21.594852 7.965419 	                    	                    	                    	                    	                    	                    	                    	
 -10.450003 21.489788 6.634674 	 -3.950000 21.489788 5.738673 	 -3.249999 21.489788 8.013137 	                    	                    	                    	                    	                    	                    	                    	
 -10.470002 21.384724 6.665174 	 -3.960000 21.384724 5.758111 	 -3.279999 21.384724 8.060655 	                    	                    	                    	                    	                    	                    	                    	
 -10.490003 21.279659 6.695473 	 -3.970000 21.279659 5.777349 	 -3.309999 21.279659 8.107972 	                    	                    	                    	                    	                    	                    	                    	
 -10.510002 21.174597 6.725573 	 -3.980000 21.174597 5.796387 	 -3.339998 21.174597 8.155089 	                    	                    	                    	                    	                    	                    	                    	
 -10.530003 21.069532 6.755472 	 -3.990000 21.069532 5.815225 	 -3.369998 21.069532 8.202007 	                    	                    	                    	                    	                    	                    	                    	
 -10.550002 20.964468 6.785172 	 -4.000000 20.964468 5.833862 	 -3.399998 20.964468 8.248725 	                    	                    	                    	                    	                    	                    	                    	
 -10.570003 20.859404 6.814672 	 -4.010000 20.859404 5.852300 	 -3.429998 20.859404 8.295243 	                    	                    	                    	                    	                    	                    	                    	
 -10.590002 20.754339 6.843971 	 -4.020000 20.754339 5.870538 	 -3.459998 20.754339 8.341560 	                    	                    	                    	                    	                    	                    	                    	
 -10.610003 20.649275 6.873071 	 -4.030000 20.649275 5.888576 	 -3.489998 20.649275 8.387678 	                    	                    	                    	                    	                    	                    	                    	
 -10.630002 20.544210 6.901971 	 -4.040000 20.544210 5.906414 	 -3.519998 20.544210 8.433597 	                    	                    	                    	                    	                    	                    	                    	
 -10.650002 20.439146 6.930670 	 -4.050000 20.439146 5.924052 	 -3.549998 20.439146 8.479314 	                    	                    	                    	                    	                    	                    	                    	
 -10.670002 20.334082 6.959170 	 -4.060000 20.334082 5.941490 	 -3.579998 20.334082 8.524832 	                    	                    	                    	                    	                    	                    	                    	
 -10.690002 20.229017 6.987470 	 -4.070000 20.229017 5.958728 	 -3.609998 20.229017 8.570149 	                    	                    	                    	                    	                    	                    	                    	
 -10.710002 20.123955 7.015570 	 -4.080000 20.123955 5.975766 	 -3.639998 20.123955 8.615267 	                    	                    	                    	                    	                    	                    	                    	
 -10.730002 20.018890 7.043469 	 -4.090000 20.018890 5.992604 	 -3.669998 20.018890 8.660185 	                    	                    	                    	                    	                    	                    	                    	
 -10.750002 19.913826 7.071169 	 -4.100000 19.913826 6.009242 	 -3.699998 19.913826 8.704903 	                    	                    	                    	                    	                    	                    	                    	
 -10.770002 19.808762 7.098669 	 -4.110000 19.808762 6.025680 	 -3.729998 19.808762 8.749420 	                    	                    	                    	                    	                    	                    	                    	
 -10.790002 19.703697 7.125968 	 -4.120000 19.703697 6.041918 	 -3.759998 19.703697 8.793738 	                    	                    	                    	                    	                    	                    	                    	
 -10.810002 19.598633 7.153068 	 -4.130000 19.598633 6.057956 	 -3.789998 19.598633 8.837855 	                    	                    	                    	                    	                    	                    	                    	
 -10.830002 19.493568 7.179967 	 -4.140000 19.493568 6.073793 	 -3.819998 19.493568 8.881773 	                    	                    	                    	                    	                    	                    	                    	
 -10.850002 19.388504 7.206667 	 -4.150000 19.388504 6.089432 	 -3.849998 19.388504 8.925491 	                    	                    	                    	                    	                    	                    	                    	
 -10.870002 19.283440 7.233167 	 -4.160000 19.283440 6.104869 	 -3.879998 19.283440 8.969009 	                    	                    	                    	                    	                    	                    	                    	
 -10.890002 19.178375 7.259467 	 -4.170000 19.178375 6.120108 	 -3.909998 19.178375 9.012327 	                    	                    	                    	                    	                    	                    	                    	
 -10.910002 19.073311 7.285566 	 -4.180000 19.073311 6.135146 	 -3.939998 19.073311 9.055445 	                    	                    	                    	                    	                    	                    	                    	
 -10.930002 18.968246 7.311466 	 -4.190000 18.968246 6.149983 	 -3.969998 18.968246 9.098362 	                    	                    	                    	                    	                    	                    	                    	
 -10.950002 18.863182 7.337166 	 -4.200000 18.863182 6.164621 	 -3.999998 18.863182 9.141080 	                    	                    	                    	                    	                    	                    	                    	
 -10.970002 18.758118 7.362666 	 -4.210000 18.758118 6.179060 	 -4.029998 18.758118 9.183598 	                    	                    	                    	                    	                    	                    	                    	
 -10.990002 18.653053 7.387965 	 -4.220000 18.653053 6.193297 	 -4.059998 18.653053 9.225916 	                    	                    	                    	                    	                    	                    	                    	
 -11.010002 18.547989 7.413065 	 -4.230000 18.547989 6.207335 	 -4.089998 18.547989 9.268033 	                    	                    	                    	                    	                    	                    	                    	
 -11.030002 18.442924 7.437964 	 -4.240000 18.442924 6.221173 	 -4.119998 18.442924 9.309951 	                    	                    	                    	                    	                    	                    	                    	
 -11.050002 18.337860 7.462664 	 -4.250000 18.337860 6.234811 	 -4.149998 18.337860 9.351668 	                    	                    	                    	                    	                    	                    	                    	
 -11.070002 18.232796 7.487164 	 -4.260000 18.232796 6.248249 	 -4.179998 18.232796 9.393187 	                    	                    	                    	                    	                    	                    	                    	
 -11.090002 18.127731 7.511464 	 -4.270000 18.127731 6.261487 	 -4.209998 18.127731 9.434505 	                    	                    	                    	                    	                    	                    	                    	
 -11.110002 18.022667 7.535563 	 -4.280000 18.022667 6.274525 	 -4.239998 18.022667 9.475622 	                    	                    	                    	                    	                    	                    	                    	
 -11.130002 17.917603 7.559463 	 -4.290000 17.917603 6.287363 	 -4.269998 17.917603 9.516540 	                    	                    	                    	                    	                    	                    	                    	
 -11.150002 17.812538 7.583163 	 -4.300000 17.812538 6.300001 	 -4.299998 17.812538 9.557258 	                    	                    	                    	                    	                    	                    	                    	
 -11.170002 17.707474 7.606662 	 -4.310000 17.707474 6.312438 	 -4.329998 17.707474 9.597775 	                    	                    	                    	                    	                    	                    	                    	
 -11.190001 17.602409 7.629962 	 -4.320000 17.602409 6.324677 	 -4.359998 17.602409 9.638093 	                    	                    	                    	                    	                    	                    	                    	
 -11.210002 17.497345 7.653062 	 -4.330000 17.497345 6.336715 	 -4.389998 17.497345 9.678211 	                    	                    	                    	                    	                    	                    	                    	
 -11.230001 17.392281 7.675961 	 -4.340000 17.392281 6.348553 	 -4.419998 17.392281 9.718128 	                    	                    	                    	                    	                    	                    	                    	
 -11.250002 17.287216 7.698661 	 -4.350000 17.287216 6.360190 	 -4.449998 17.287216 9.757846 	                    	                    	                    	                    	                    	                    	                    	
 -11.270001 17.182152 7.721161 	 -4.360000 17.182152 6.371628 	 -4.479998 17.182152 9.797364 	                    	                    	                    	                    	                    	                    	                    	
 -11.290002 17.077087 7.743461 	 -4.370000 17.077087 6.382866 	 -4.509998 17.077087 9.836681 	                    	                    	                    	                    	                    	                    	                    	
 -11.310001 16.972023 7.765560 	 -4.380000 16.972023 6.393904 	 -4.539998 16.972023 9.875799 	                    	                    	                    	                    	                    	                    	                    	
 -11.330002 16.866959 7.787460 	 -4.390000 16.866959 6.404742 	 -4.569998 16.866959 9.914717 	                    	                    	                    	                    	                    	                    	                    	
 -11.350001 16.761894 7.809160 	 -4.400000 16.761894 6.415380 	 -4.599998 16.761894 9.953435 	                    	                    	                    	                    	                    	                    	                    	
 -11.370002 16.656830 7.830659 	 -4.410000 16.656830 6.425818 	 -4.629998 16.656830 9.991953 	                    	                    	                    	                    	                    	                    	                    	
 -11.390001 16.551767 7.851959 	 -4.420000 16.551767 6.436056 	 -4.659997 16.551767 10.030271 	                    	                    	                    	                    	                    	                    	                    	
 -11.410002 16.446703 7.873058 	 -4.430000 16.446703 6.446094 	 -4.689998 16.446703 10.068388 	                    	                    	                    	                    	                    	                    	                    	
 -11.430001 16.341639 7.893958 	 -4.440000 16.341639 6.455932 	 -4.719997 16.341639 10.106306 	                    	                    	                    	                    	                    	                    	                    	
 -11.450002 16.236574 7.914658 	 -4.450000 16.236574 6.465570 	 -4.749998 16.236574 10.144024 	                    	                    	                    	                    	                    	                    	                    	
 -11.470001 16.131510 7.935158 	 -4.460000 16.131510 6.475008 	 -4.779997 16.131510 10.181541 	                    	                    	                    	                    	                    	                    	                    	
 -11.490002 16.026445 7.955457 	 -4.470000 16.026445 6.484246 	 -4.809998 16.026445 10.218859 	                    	                    	                    	                    	                    	                    	                    	
 -11.510001 15.921381 7.975557 	 -4.480000 15.921381 6.493284 	 -4.839997 15.921381 10.255977 	                    	                    	                    	                    	                    	                    	                    	
 -11.530002 15.816317 7.995457 	 -4.490000 15.816317 6.502122 	 -4.869998 15.816317 10.292894 	                    	                    	                    	                    	                    	                    	                    	
 -11.550001 15.711252 8.015157 	 -4.500000 15.711252 6.510760 	 -4.899997 15.711252 10.329613 	                    	                    	                    	                    	                    	                    	                    	
 -11.570002 15.606188 8.034657 	 -4.510000 15.606188 6.519198 	 -4.929997 15.606188 10.366130 	                    	                    	                    	                    	                    	                    	                    	
 -11.590001 15.501124 8.053956 	 -4.520000 15.501124 6.527436 	 -4.959997 15.501124 10.402448 	                    	                    	                    	                    	                    	                    	                    	
 -11.610002 15.396060 8.073055 	 -4.530000 15.396060 6.535474 	 -4.989997 15.396060 10.438565 	                    	                    	                    	                    	                    	                    	                    	
 -11.630001 15.290996 8.091955 	 -4.540000 15.290996 6.543312 	 -5.019997 15.290996 10.474483 	                    	                    	                    	                    	                    	                    	                    	
 -11.650002 15.185931 8.110655 	 -4.550000 15.185931 6.550950 	 -5.049997 15.185931 10.510201 	                    	                    	                    	                    	                    	                    	                    	
 -11.670001 15.080867 8.129154 	 -4.560000 15.080867 6.558387 	 -5.079997 15.080867 10.545719 	                    	                    	                    	                    	                    	                    	                    	
 -11.690001 14.975802 8.147454 	 -4.570000 14.975802 6.565626 	 -5.109997 14.975802 10.581037 	                    	                    	                    	                    	                    	                    	                    	
 -11.710001 14.870738 8.165554 	 -4.580000 14.870738 6.572663 	 -5.139997 14.870738 10.616155 	                    	                    	                    	                    	                    	                    	                    	
 -11.730001 14.765674 8.183454 	 -4.590000 14.765674 6.579501 	 -5.169997 14.765674 10.651073 	                    	                    	                    	                    	                    	                    	                    	
 -11.750001 14.660609 8.201154 	 -4.600000 14.660609 6.586139 	 -5.199997 14.660609 10.685790 	                    	                    	                    	                    	                    	                    	                    	
 -11.770001 14.555546 8.218653 	 -4.610000 14.555546 6.592577 	 -5.229997 14.555546 10.720307 	                    	                    	                    	                    	                    	                    	                    	
 -11.790001 14.450481 8.235953 	 -4.620000 14.450481 6.598815 	 -5.259997 14.450481 10.754625 	                    	                    	                    	                    	                    	                    	                    	
 -11.810001 14.345417 8.253053 	 -4.630000 14.345417 6.604853 	 -5.289997 14.345417 10.788743 	                    	                    	                    	                    	                    	                    	                    	
 -11.830001 14.240353 8.269952 	 -4.640000 14.240353 6.610691 	 -5.319997 14.240353 10.822660 	                    	                    	                    	                    	                    	                    	                    	
 -11.850001 14.135288 8.286652 	 -4.650000 14.135288 6.616329 	 -5.349997 14.135288 10.856379 	                    	                    	                    	                    	                    	                    	                    	
 -11.870001 14.030224 8.303151 	 -4.660000 14.030224 6.621767 	 -5.379997 14.030224 10.889896 	                    	                    	                    	                    	                    	                    	                    	
 -11.890001 13.925159 8.319451 	 -4.670000 13.925159 6.627005 	 -5.409997 13.925159 10.923214 	                    	                    	                    	                    	                    	                    	                    	
 -11.910001 13.820095 8.335551 	 -4.680000 13.820095 6.632043 	 -5.439997 13.820095 10.956332 	                    	                    	                    	                    	                    	                    	                    	
 -11.930001 13.715031 8.351451 	 -4.690000 13.715031 6.636881 	 -5.469997 13.715031 10.989249 	                    	                    	                    	                    	                    	                    	                    	
 -11.950001 13.609966 8.367150 	 -4.700000 13.609966 6.641519 	 -5.499997 13.609966 11.021968 	                    	                    	                    	                    	                    	                    	                    	
 -11.970001 13.504902 8.382650 	 -4.710000 13.504902 6.645957 	 -5.529997 13.504902 11.054485 	                    	                    	                    	                    	                    	                    	                    	
 -11.990001 13.399837 8.397950 	 -4.720000 13.399837 6.650195 	 -5.559997 13.399837 11.086803 	                    	                    	                    	                    	                    	                    	                    	
 -12.010001 13.294773 8.413050 	 -4.730000 13.294773 6.654233 	 -5.589997 13.294773 11.118920 	                    	                    	                    	                    	                    	                    	                    	
 -12.030001 13.189709 8.427949 	 -4.740000 13.189709 6.658071 	 -5.619997 13.189709 11.150838 	                    	                    	                    	                    	                    	                    	                    	
 -12.050001 13.084644 8.442649 	 -4.750000 13.084644 6.661709 	 -5.649997 13.084644 11.182556 	                    	                    	                    	                    	                    	                    	                    	
 -12.070001 12.979582 8.457149 	 -4.760000 12.979582 6.665147 	 -5.679996 12.979582 11.214074 	                    	                    	                    	                    	                    	                    	                    	
 -12.090001 12.874517 8.471448 	 -4.770000 12.874517 6.668385 	 -5.709997 12.874517 11.245392 	                    	                    	                    	                    	                    	                    	                    	
 -12.110001 12.769453 8.485548 	 -4.780000 12.769453 6.671423 	 -5.739996 12.769453 11.276509 	                    	                    	                    	                    	                    	                    	                    	
 -12.130001 12.664389 8.499448 	 -4.789999 12.664389 6.674261 	 -5.769997 12.664389 11.307427 	                    	                    	                    	                    	                    	                    	                    	
 -12.150001 12.559324 8.513147 	 -4.800000 12.559324 6.676898 	 -5.799996 12.559324 11.338145 	                    	                    	                    	                    	                    	                    	                    	
 -12.170001 12.454260 8.526648 	 -4.809999 12.454260 6.679337 	 -5.829997 12.454260 11.368663 	                    	                    	                    	                    	                    	                    	                    	
 -12.190001 12.349195 8.539947 	 -4.820000 12.349195 6.681575 	 -5.859996 12.349195 11.398980 	                    	                    	                    	                    	                    	                    	                    	
 -12.210001 12.244131 8.553046 	 -4.829999 12.244131 6.683612 	 -5.889997 12.244131 11.429098 	                    	                    	                    	                    	                    	                    	                    	
 -12.230000 12.139067 8.565946 	 -4.840000 12.139067 6.685451 	 -5.919996 12.139067 11.459016 	                    	                    	                    	                    	                    	                    	                    	
 -12.250001 12.034002 8.578646 	 -4.849999 12.034002 6.687088 	 -5.949996 12.034002 11.488734 	                    	                    	                    	                    	                    	                    	                    	
 -12.270000 11.928938 8.591146 	 -4.860000 11.928938 6.688527 	 -5.979996 11.928938 11.518251 	                    	                    	                    	                    	                    	                    	                    	
 -12.290001 11.823874 8.603445 	 -4.869999 11.823874 6.689764 	 -6.009996 11.823874 11.547569 	                    	                    	                    	                    	                    	                    	                    	
 -12.310000 11.718809 8.615545 	 -4.880000 11.718809 6.690803 	 -6.039996 11.718809 11.576687 	                    	                    	                    	                    	                    	                    	                    	
 -12.330001 11.613745 8.627444 	 -4.889999 11.613745 6.691640 	 -6.069996 11.613745 11.605605 	                    	                    	                    	                    	                    	                    	                    	
 -12.350000 11.508680 8.639144 	 -4.900000 11.508680 6.692278 	 -6.099996 11.508680 11.634322 	                    	                    	                    	                    	                    	                    	                    	
