# Game Session ID 
146 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:10:7 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	
 -9.879999 13.546928 8.615545 	 -9.039996 13.546928 6.690803 	 -0.150000 13.546928 11.576687 	                    	                    	                    	                    	                    	
 -9.889999 13.452372 8.627444 	 -9.069996 13.452372 6.691640 	 -0.150000 13.452372 11.605605 	                    	                    	                    	                    	                    	
 -9.900000 13.357813 8.639144 	 -9.099997 13.357813 6.692278 	 -0.150000 13.357813 11.634322 	                    	                    	                    	                    	                    	
 -9.909999 13.263254 8.650644 	 -9.129996 13.263254 6.692717 	 -0.150000 13.263254 11.662841 	                    	                    	                    	                    	                    	
 -9.919999 13.168697 8.661943 	 -9.159996 13.168697 6.692954 	 -0.150000 13.168697 11.691158 	                    	                    	                    	                    	                    	
 -9.929999 13.074139 8.673043 	 -9.189996 13.074139 6.692992 	 -0.150000 13.074139 11.719275 	                    	                    	                    	                    	                    	
 -9.940000 12.979582 8.683944 	 -9.219996 12.979582 6.692831 	 -0.150000 12.979582 11.747193 	                    	                    	                    	                    	                    	
 -9.949999 12.885023 8.694643 	 -9.249996 12.885023 6.692468 	 -0.150000 12.885023 11.774911 	                    	                    	                    	                    	                    	
 -9.959999 12.790466 8.705143 	 -9.279996 12.790466 6.691906 	 -0.150000 12.790466 11.802429 	                    	                    	                    	                    	                    	
 -9.969999 12.695908 8.715443 	 -9.309996 12.695908 6.691144 	 -0.150000 12.695908 11.829747 	                    	                    	                    	                    	                    	
 -9.980000 12.601351 8.725542 	 -9.339996 12.601351 6.690182 	 -0.150000 12.601351 11.856865 	                    	                    	                    	                    	                    	
 -9.989999 12.506792 8.735442 	 -9.369996 12.506792 6.689020 	 -0.150000 12.506792 11.883782 	                    	                    	                    	                    	                    	
 -9.999999 12.412233 8.745142 	 -9.399996 12.412233 6.687658 	 -0.150000 12.412233 11.910501 	                    	                    	                    	                    	                    	
 -10.009999 12.317677 8.754642 	 -9.429996 12.317677 6.686096 	 -0.150000 12.317677 11.937018 	                    	                    	                    	                    	                    	
 -10.020000 12.223118 8.763941 	 -9.459996 12.223118 6.684334 	 -0.150000 12.223118 11.963336 	                    	                    	                    	                    	                    	
 -10.029999 12.128561 8.773041 	 -9.489996 12.128561 6.682372 	 -0.150000 12.128561 11.989453 	                    	                    	                    	                    	                    	
 -10.039999 12.034002 8.781940 	 -9.519996 12.034002 6.680210 	 -0.150000 12.034002 12.015371 	                    	                    	                    	                    	                    	
 -10.049999 11.939445 8.790640 	 -9.549995 11.939445 6.677848 	 -0.150000 11.939445 12.041089 	                    	                    	                    	                    	                    	
 -10.059999 11.844887 8.799140 	 -9.579996 11.844887 6.675286 	 -0.150000 11.844887 12.066607 	                    	                    	                    	                    	                    	
 -10.069999 11.750330 8.807440 	 -9.609996 11.750330 6.672524 	 -0.150000 11.750330 12.091925 	                    	                    	                    	                    	                    	
 -10.079999 11.655771 8.815539 	 -9.639996 11.655771 6.669562 	 -0.150000 11.655771 12.117043 	                    	                    	                    	                    	                    	
 -10.089999 11.561213 8.823439 	 -9.669995 11.561213 6.666400 	 -0.150000 11.561213 12.141960 	                    	                    	                    	                    	                    	
 -10.099999 11.466656 8.831139 	 -9.699996 11.466656 6.663038 	 -0.150000 11.466656 12.166678 	                    	                    	                    	                    	                    	
 -10.109999 11.372097 8.838638 	 -9.729996 11.372097 6.659476 	 -0.150000 11.372097 12.191195 	                    	                    	                    	                    	                    	
 -10.119999 11.277540 8.845938 	 -9.759995 11.277540 6.655714 	 -0.150000 11.277540 12.215513 	                    	                    	                    	                    	                    	
 -10.129999 11.182981 8.853038 	 -9.789995 11.182981 6.651752 	 -0.150000 11.182981 12.239631 	                    	                    	                    	                    	                    	
 -10.139999 11.088425 8.859938 	 -9.819996 11.088425 6.647590 	 -0.150000 11.088425 12.263549 	                    	                    	                    	                    	                    	
 -10.149999 10.993866 8.866637 	 -9.849996 10.993866 6.643228 	 -0.150000 10.993866 12.287267 	                    	                    	                    	                    	                    	
 -10.159999 10.899307 8.873137 	 -9.879995 10.899307 6.638666 	 -0.150000 10.899307 12.310784 	                    	                    	                    	                    	                    	
 -10.169999 10.804749 8.879436 	 -9.909996 10.804749 6.633904 	 -0.150000 10.804749 12.334103 	                    	                    	                    	                    	                    	
 -10.179999 10.710192 8.885536 	 -9.939996 10.710192 6.628942 	 -0.150000 10.710192 12.357221 	                    	                    	                    	                    	                    	
 -10.189999 10.615633 8.891436 	 -9.969995 10.615633 6.623779 	 -0.150000 10.615633 12.380137 	                    	                    	                    	                    	                    	
 -10.199999 10.521076 8.897136 	 -9.999995 10.521076 6.618418 	 -0.150000 10.521076 12.402856 	                    	                    	                    	                    	                    	
 -10.209999 10.426517 8.902636 	 -10.029996 10.426517 6.612855 	 -0.150000 10.426517 12.425373 	                    	                    	                    	                    	                    	
 -10.219999 10.331961 8.907935 	 -10.059996 10.331961 6.607094 	 -0.150000 10.331961 12.447692 	                    	                    	                    	                    	                    	
 -10.229999 10.237402 8.913035 	 -10.089995 10.237402 6.601132 	 -0.150000 10.237402 12.469810 	                    	                    	                    	                    	                    	
 -10.239999 10.142845 8.917934 	 -10.119995 10.142845 6.594970 	 -0.150000 10.142845 12.491727 	                    	                    	                    	                    	                    	
 -10.249999 10.048286 8.922634 	 -10.149996 10.048286 6.588607 	 -0.150000 10.048286 12.513445 	                    	                    	                    	                    	                    	
 -10.259999 9.953728 8.927135 	 -10.179996 9.953728 6.582046 	 -0.150000 9.953728 12.534963 	                    	                    	                    	                    	                    	
 -10.269999 9.859171 8.931434 	 -10.209995 9.859171 6.575284 	 -0.150000 9.859171 12.556280 	                    	                    	                    	                    	                    	
 -10.279999 9.764612 8.935534 	 -10.239995 9.764612 6.568322 	 -0.150000 9.764612 12.577398 	                    	                    	                    	                    	                    	
 -10.289999 9.670055 8.939433 	 -10.269996 9.670055 6.561160 	 -0.150000 9.670055 12.598316 	                    	                    	                    	                    	                    	
 -10.299999 9.575497 8.943133 	 -10.299995 9.575497 6.553798 	 -0.150000 9.575497 12.619034 	                    	                    	                    	                    	                    	
 -10.309999 9.480940 8.946632 	 -10.329995 9.480940 6.546235 	 -0.150000 9.480940 12.639551 	                    	                    	                    	                    	                    	
 -10.319999 9.386381 8.949932 	 -10.359995 9.386381 6.538473 	 -0.150000 9.386381 12.659869 	                    	                    	                    	                    	                    	
 -10.329999 9.291824 8.953032 	 -10.389996 9.291824 6.530511 	 -0.150000 9.291824 12.679987 	                    	                    	                    	                    	                    	
 -10.339999 9.197266 8.955932 	 -10.419995 9.197266 6.522349 	 -0.150000 9.197266 12.699904 	                    	                    	                    	                    	                    	
 -10.349998 9.102707 8.958632 	 -10.449995 9.102707 6.513988 	 -0.150000 9.102707 12.719623 	                    	                    	                    	                    	                    	
 -10.359999 9.008150 8.961131 	 -10.479995 9.008150 6.505425 	 -0.150000 9.008150 12.739141 	                    	                    	                    	                    	                    	
 -10.369999 8.913591 8.963431 	 -10.509995 8.913591 6.496663 	 -0.150000 8.913591 12.758458 	                    	                    	                    	                    	                    	
 -10.379999 8.819035 8.965531 	 -10.539995 8.819035 6.487701 	 -0.150000 8.819035 12.777575 	                    	                    	                    	                    	                    	
 -10.389998 8.724476 8.967431 	 -10.569995 8.724476 6.478539 	 -0.150000 8.724476 12.796494 	                    	                    	                    	                    	                    	
 -10.399999 8.629919 8.969131 	 -10.599995 8.629919 6.469177 	 -0.150000 8.629919 12.815211 	                    	                    	                    	                    	                    	
 -10.409999 8.535360 8.970631 	 -10.629995 8.535360 6.459616 	 -0.150000 8.535360 12.833730 	                    	                    	                    	                    	                    	
 -10.419999 8.440804 8.971930 	 -10.659995 8.440804 6.449853 	 -0.150000 8.440804 12.852047 	                    	                    	                    	                    	                    	
 -10.429998 8.346245 8.973030 	 -10.689995 8.346245 6.439891 	 -0.150000 8.346245 12.870165 	                    	                    	                    	                    	                    	
 -10.439999 8.251688 8.973929 	 -10.719995 8.251688 6.429729 	 -0.150000 8.251688 12.888083 	                    	                    	                    	                    	                    	
 -10.449999 8.157129 8.974629 	 -10.749995 8.157129 6.419367 	 -0.150000 8.157129 12.905800 	                    	                    	                    	                    	                    	
 -10.459999 8.062571 8.975129 	 -10.779995 8.062571 6.408805 	 -0.150000 8.062571 12.923318 	                    	                    	                    	                    	                    	
 -10.469998 7.968014 8.975429 	 -10.809995 7.968014 6.398044 	 -0.150000 7.968014 12.940636 	                    	                    	                    	                    	                    	
 -10.479999 7.873455 8.975529 	 -10.839994 7.873455 6.387082 	 -0.150000 7.873455 12.957754 	                    	                    	                    	                    	                    	
 -10.489999 7.778898 8.975428 	 -10.869995 7.778898 6.375919 	 -0.150000 7.778898 12.974671 	                    	                    	                    	                    	                    	
 -10.499999 7.684340 8.975128 	 -10.899995 7.684340 6.364557 	 -0.150000 7.684340 12.991389 	                    	                    	                    	                    	                    	
 -10.509998 7.589783 8.974627 	 -10.929995 7.589783 6.352995 	 -0.150000 7.589783 13.007907 	                    	                    	                    	                    	                    	
 -10.519999 7.495224 8.973927 	 -10.959994 7.495224 6.341233 	 -0.150000 7.495224 13.024224 	                    	                    	                    	                    	                    	
 -10.529999 7.400667 8.973027 	 -10.989995 7.400667 6.329271 	 -0.150000 7.400667 13.040342 	                    	                    	                    	                    	                    	
 -10.539999 7.306108 8.971927 	 -11.019995 7.306108 6.317110 	 -0.150000 7.306108 13.056260 	                    	                    	                    	                    	                    	
 -10.549998 7.211550 8.970626 	 -11.049994 7.211550 6.304747 	 -0.150000 7.211550 13.071979 	                    	                    	                    	                    	                    	
 -10.559999 7.116993 8.969126 	 -11.079994 7.116993 6.292185 	 -0.150000 7.116993 13.087496 	                    	                    	                    	                    	                    	
 -10.569999 7.022434 8.967425 	 -11.109995 7.022434 6.279423 	 -0.150000 7.022434 13.102814 	                    	                    	                    	                    	                    	
 -10.579999 6.927877 8.965526 	 -11.139995 6.927877 6.266461 	 -0.150000 6.927877 13.117931 	                    	                    	                    	                    	                    	
 -10.589998 6.833319 8.963425 	 -11.169994 6.833319 6.253299 	 -0.150000 6.833319 13.132849 	                    	                    	                    	                    	                    	
 -10.599998 6.738762 8.961124 	 -11.199994 6.738762 6.239937 	 -0.150000 6.738762 13.147567 	                    	                    	                    	                    	                    	
 -10.609999 6.644203 8.958625 	 -11.229995 6.644203 6.226375 	 -0.150000 6.644203 13.162085 	                    	                    	                    	                    	                    	
 -10.619999 6.549646 8.955924 	 -11.259995 6.549646 6.212613 	 -0.150000 6.549646 13.176403 	                    	                    	                    	                    	                    	
 -10.629998 6.455088 8.953024 	 -11.289994 6.455088 6.198651 	 -0.150000 6.455088 13.190520 	                    	                    	                    	                    	                    	
 -10.639998 6.360529 8.949924 	 -11.319994 6.360529 6.184489 	 -0.150000 6.360529 13.204438 	                    	                    	                    	                    	                    	
 -10.649999 6.265972 8.946624 	 -11.349995 6.265972 6.170127 	 -0.150000 6.265972 13.218156 	                    	                    	                    	                    	                    	
 -10.659999 6.171413 8.943123 	 -11.379994 6.171413 6.155565 	 -0.150000 6.171413 13.231673 	                    	                    	                    	                    	                    	
 -10.669998 6.076857 8.939423 	 -11.409994 6.076857 6.140803 	 -0.150000 6.076857 13.244991 	                    	                    	                    	                    	                    	
 -10.679998 5.982298 8.935523 	 -11.439994 5.982298 6.125841 	 -0.150000 5.982298 13.258109 	                    	                    	                    	                    	                    	
 -10.689999 5.887741 8.931422 	 -11.469995 5.887741 6.110679 	 -0.150000 5.887741 13.271028 	                    	                    	                    	                    	                    	
 -10.699999 5.793182 8.927122 	 -11.499994 5.793182 6.095317 	 -0.150000 5.793182 13.283745 	                    	                    	                    	                    	                    	
 -10.709998 5.698626 8.922622 	 -11.529994 5.698626 6.079755 	 -0.150000 5.698626 13.296263 	                    	                    	                    	                    	                    	
 -10.719998 5.604067 8.917922 	 -11.559994 5.604067 6.063993 	 -0.150000 5.604067 13.308580 	                    	                    	                    	                    	                    	
 -10.729999 5.509508 8.913021 	 -11.589994 5.509508 6.048031 	 -0.150000 5.509508 13.320698 	                    	                    	                    	                    	                    	
 -10.739999 5.414951 8.907921 	 -11.619994 5.414951 6.031869 	 -0.150000 5.414951 13.332616 	                    	                    	                    	                    	                    	
 -10.749998 5.320393 8.902621 	 -11.649994 5.320393 6.015507 	 -0.150000 5.320393 13.344334 	                    	                    	                    	                    	                    	
 -10.759998 5.225836 8.897120 	 -11.679994 5.225836 5.998945 	 -0.150000 5.225836 13.355852 	                    	                    	                    	                    	                    	
 -10.769999 5.131277 8.891420 	 -11.709994 5.131277 5.982183 	 -0.150000 5.131277 13.367169 	                    	                    	                    	                    	                    	
 -10.779999 5.036720 8.885520 	 -11.739994 5.036720 5.965221 	 -0.150000 5.036720 13.378287 	                    	                    	                    	                    	                    	
 -10.789998 4.942162 8.879420 	 -11.769994 4.942162 5.948059 	 -0.150000 4.942162 13.389205 	                    	                    	                    	                    	                    	
 -10.799998 4.847605 8.873119 	 -11.799994 4.847605 5.930697 	 -0.150000 4.847605 13.399922 	                    	                    	                    	                    	                    	
 -10.809999 4.753046 8.866619 	 -11.829994 4.753046 5.913135 	 -0.150000 4.753046 13.410440 	                    	                    	                    	                    	                    	
 -10.819999 4.658489 8.859920 	 -11.859994 4.658489 5.895373 	 -0.150000 4.658489 13.420758 	                    	                    	                    	                    	                    	
 -10.829998 4.563931 8.853019 	 -11.889994 4.563931 5.877411 	 -0.150000 4.563931 13.430876 	                    	                    	                    	                    	                    	
 -10.839998 4.469372 8.845919 	 -11.919993 4.469372 5.859250 	 -0.150000 4.469372 13.440794 	                    	                    	                    	                    	                    	
 -10.849998 4.374815 8.838618 	 -11.949994 4.374815 5.840887 	 -0.150000 4.374815 13.450512 	                    	                    	                    	                    	                    	
 -10.859999 4.280256 8.831119 	 -11.979994 4.280256 5.822325 	 -0.150000 4.280256 13.460030 	                    	                    	                    	                    	                    	
 -10.869998 4.185699 8.823418 	 -12.009994 4.185699 5.803563 	 -0.150000 4.185699 13.469347 	                    	                    	                    	                    	                    	
 -10.879998 4.091141 8.815517 	 -12.039993 4.091141 5.784601 	 -0.150000 4.091141 13.478465 	                    	                    	                    	                    	                    	
 -10.889998 3.996584 8.807418 	 -12.069994 3.996584 5.765440 	 -0.150000 3.996584 13.487383 	                    	                    	                    	                    	                    	
 -10.899999 3.902025 8.799117 	 -12.099994 3.902025 5.746078 	 -0.150000 3.902025 13.496100 	                    	                    	                    	                    	                    	
 -10.909998 3.807468 8.790617 	 -12.129993 3.807468 5.726515 	 -0.150000 3.807468 13.504619 	                    	                    	                    	                    	                    	
 -10.919998 3.712910 8.781917 	 -12.159993 3.712910 5.706753 	 -0.150000 3.712910 13.512937 	                    	                    	                    	                    	                    	
 -10.929998 3.618351 8.773017 	 -12.189994 3.618351 5.686791 	 -0.150000 3.618351 13.521054 	                    	                    	                    	                    	                    	
 -10.939999 3.523794 8.763916 	 -12.219994 3.523794 5.666629 	 -0.150000 3.523794 13.528972 	                    	                    	                    	                    	                    	
 -10.949998 3.429235 8.754616 	 -12.249993 3.429235 5.646267 	 -0.150000 3.429235 13.536690 	                    	                    	                    	                    	                    	
 -10.959998 3.334679 8.745116 	 -12.279993 3.334679 5.625706 	 -0.150000 3.334679 13.544208 	                    	                    	                    	                    	                    	
 -10.969998 3.240120 8.735415 	 -12.309994 3.240120 5.604943 	 -0.150000 3.240120 13.551525 	                    	                    	                    	                    	                    	
 -10.979999 3.145563 8.725515 	 -12.339993 3.145563 5.583982 	 -0.150000 3.145563 13.558643 	                    	                    	                    	                    	                    	
 -10.989998 3.051004 8.715415 	 -12.369993 3.051004 5.562819 	 -0.150000 3.051004 13.565561 	                    	                    	                    	                    	                    	
 -10.999998 2.956448 8.705114 	 -12.399993 2.956448 5.541457 	 -0.150000 2.956448 13.572279 	                    	                    	                    	                    	                    	
 -11.009998 2.861889 8.694614 	 -12.429994 2.861889 5.519896 	 -0.150000 2.861889 13.578796 	                    	                    	                    	                    	                    	
 -11.019999 2.767330 8.683914 	 -12.459993 2.767330 5.498134 	 -0.150000 2.767330 13.585114 	                    	                    	                    	                    	                    	
 -11.029998 2.672773 8.673014 	 -12.489993 2.672773 5.476171 	 -0.150000 2.672773 13.591232 	                    	                    	                    	                    	                    	
 -11.039998 2.578215 8.661914 	 -12.519993 2.578215 5.454010 	 -0.150000 2.578215 13.597150 	                    	                    	                    	                    	                    	
 -11.049998 2.483658 8.650614 	 -12.549994 2.483658 5.431648 	 -0.150000 2.483658 13.602868 	                    	                    	                    	                    	                    	
 -11.059999 2.389099 8.639113 	 -12.579993 2.389099 5.409086 	 -0.150000 2.389099 13.608386 	                    	                    	                    	                    	                    	
 -11.069998 2.294542 8.627413 	 -12.609993 2.294542 5.386323 	 -0.150000 2.294542 13.613704 	                    	                    	                    	                    	                    	
 -11.079998 2.199984 8.615513 	 -12.639993 2.199984 5.363362 	 -0.150000 2.199984 13.618821 	                    	                    	                    	                    	                    	
 -11.089998 2.105427 8.603413 	 -12.669993 2.105427 5.340199 	 -0.150000 2.105427 13.623739 	                    	                    	                    	                    	                    	
 -11.099998 2.010868 8.591112 	 -12.699993 2.010868 5.316837 	 -0.150000 2.010868 13.628457 	                    	                    	                    	                    	                    	
 -11.109998 1.916309 8.578612 	 -12.729993 1.916309 5.293276 	 -0.150000 1.916309 13.632975 	                    	                    	                    	                    	                    	
 -11.119998 1.821753 8.565911 	 -12.759993 1.821753 5.269513 	 -0.150000 1.821753 13.637292 	                    	                    	                    	                    	                    	
 -11.129998 1.727194 8.553012 	 -12.789993 1.727194 5.245552 	 -0.150000 1.727194 13.641411 	                    	                    	                    	                    	                    	
 -11.139998 1.632637 8.539911 	 -12.819993 1.632637 5.221390 	 -0.150000 1.632637 13.645329 	                    	                    	                    	                    	                    	
 -11.149998 1.538078 8.526611 	 -12.849993 1.538078 5.197028 	 -0.150000 1.538078 13.649046 	                    	                    	                    	                    	                    	
 -11.159998 1.443521 8.513111 	 -12.879992 1.443521 5.172466 	 -0.150000 1.443521 13.652564 	                    	                    	                    	                    	                    	
 -11.169998 1.348963 8.499411 	 -12.909993 1.348963 5.147704 	 -0.150000 1.348963 13.655882 	                    	                    	                    	                    	                    	
 -11.179998 1.254406 8.485510 	 -12.939993 1.254406 5.122741 	 -0.150000 1.254406 13.658998 	                    	                    	                    	                    	                    	
 -11.189998 1.159847 8.471410 	 -12.969993 1.159847 5.097579 	 -0.150000 1.159847 13.661917 	                    	                    	                    	                    	                    	
 -11.199998 1.065290 8.457109 	 -12.999992 1.065290 5.072217 	 -0.150000 1.065290 13.664635 	                    	                    	                    	                    	                    	
 -11.209998 0.970732 8.442610 	 -13.029993 0.970732 5.046656 	 -0.150000 0.970732 13.667153 	                    	                    	                    	                    	                    	
 -11.219998 0.876173 8.427910 	 -13.059993 0.876173 5.020894 	 -0.150000 0.876173 13.669471 	                    	                    	                    	                    	                    	
 -11.229998 0.781616 8.413010 	 -13.089993 0.781616 4.994932 	 -0.150000 0.781616 13.671589 	                    	                    	                    	                    	                    	
 -11.239998 0.687057 8.397909 	 -13.119992 0.687057 4.968770 	 -0.150000 0.687057 13.673507 	                    	                    	                    	                    	                    	
 -11.249998 0.592501 8.382608 	 -13.149993 0.592501 4.942408 	 -0.150000 0.592501 13.675223 	                    	                    	                    	                    	                    	
 -11.259998 0.497942 8.367108 	 -13.179993 0.497942 4.915846 	 -0.150000 0.497942 13.676742 	                    	                    	                    	                    	                    	
 -11.269998 0.403385 8.351408 	 -13.209992 0.403385 4.889083 	 -0.150000 0.403385 13.678060 	                    	                    	                    	                    	                    	
 -11.279998 0.308826 8.335508 	 -13.239992 0.308826 4.862122 	 -0.150000 0.308826 13.679178 	                    	                    	                    	                    	                    	
 -11.289998 0.214270 8.319407 	 -13.269993 0.214270 4.834960 	 -0.150000 0.214270 13.680095 	                    	                    	                    	                    	                    	
 -11.299998 0.119711 8.303107 	 -13.299993 0.119711 4.807598 	 -0.150000 0.119711 13.680813 	                    	                    	                    	                    	                    	
 -11.309998 0.025152 8.286608 	 -13.329992 0.025152 4.780036 	 -0.150000 0.025152 13.681332 	                    	                    	                    	                    	                    	
 -11.319998 -0.069405 8.269907 	 -13.359992 -0.069405 4.752274 	 -0.150000 -0.069405 13.681648 	                    	                    	                    	                    	                    	
 -11.329998 -0.163963 8.253007 	 -13.389993 -0.163963 4.724312 	 -0.150000 -0.163963 13.681767 	                    	                    	                    	                    	                    	
 -11.339998 -0.258520 8.235907 	 -13.419992 -0.258520 4.696150 	 -0.150000 -0.258520 13.681684 	                    	                    	                    	                    	                    	
 -11.349998 -0.353079 8.218606 	 -13.449992 -0.353079 4.667788 	 -0.150000 -0.353079 13.681401 	                    	                    	                    	                    	                    	
 -11.359998 -0.447636 8.201106 	 -13.479992 -0.447636 4.639226 	 -0.150000 -0.447636 13.680920 	                    	                    	                    	                    	                    	
 -11.369998 -0.542194 8.183406 	 -13.509993 -0.542194 4.610464 	 -0.150000 -0.542194 13.680238 	                    	                    	                    	                    	                    	
 -11.379998 -0.636751 8.165505 	 -13.539992 -0.636751 4.581502 	 -0.150000 -0.636751 13.679356 	                    	                    	                    	                    	                    	
 -11.389997 -0.731310 8.147406 	 -13.569992 -0.731310 4.552340 	 -0.150000 -0.731310 13.678273 	                    	                    	                    	                    	                    	
 -11.399998 -0.825869 8.129105 	 -13.599992 -0.825869 4.522978 	 -0.150000 -0.825869 13.676991 	                    	                    	                    	                    	                    	
 -11.409998 -0.920425 8.110604 	 -13.629992 -0.920425 4.493416 	 -0.150000 -0.920425 13.675509 	                    	                    	                    	                    	                    	
 -11.419998 -1.014984 8.091904 	 -13.659992 -1.014984 4.463654 	 -0.150000 -1.014984 13.673826 	                    	                    	                    	                    	                    	
 -11.429997 -1.109541 8.073004 	 -13.689992 -1.109541 4.433692 	 -0.150000 -1.109541 13.671945 	                    	                    	                    	                    	                    	
 -11.439998 -1.204100 8.053904 	 -13.719992 -1.204100 4.403531 	 -0.150000 -1.204100 13.669863 	                    	                    	                    	                    	                    	
 -11.449998 -1.298656 8.034603 	 -13.749992 -1.298656 4.373168 	 -0.150000 -1.298656 13.667581 	                    	                    	                    	                    	                    	
 -11.459998 -1.393215 8.015103 	 -13.779992 -1.393215 4.342607 	 -0.150000 -1.393215 13.665098 	                    	                    	                    	                    	                    	
 -11.469997 -1.487772 7.995403 	 -13.809992 -1.487772 4.311844 	 -0.150000 -1.487772 13.662416 	                    	                    	                    	                    	                    	
 -11.479998 -1.582331 7.975503 	 -13.839992 -1.582331 4.280883 	 -0.150000 -1.582331 13.659534 	                    	                    	                    	                    	                    	
 -11.489998 -1.676889 7.955403 	 -13.869992 -1.676889 4.249721 	 -0.150000 -1.676889 13.656451 	                    	                    	                    	                    	                    	
 -11.499998 -1.771446 7.935103 	 -13.899992 -1.771446 4.218359 	 -0.150000 -1.771446 13.653170 	                    	                    	                    	                    	                    	
 -11.509997 -1.866005 7.914603 	 -13.929992 -1.866005 4.186797 	 -0.150000 -1.866005 13.649688 	                    	                    	                    	                    	                    	
 -11.519998 -1.960562 7.893902 	 -13.959991 -1.960562 4.155035 	 -0.150000 -1.960562 13.646006 	                    	                    	                    	                    	                    	
 -11.529998 -2.055119 7.873002 	 -13.989992 -2.055119 4.123072 	 -0.150000 -2.055119 13.642122 	                    	                    	                    	                    	                    	
 -11.539998 -2.149677 7.851902 	 -14.019992 -2.149677 4.090910 	 -0.150000 -2.149677 13.638041 	                    	                    	                    	                    	                    	
 -11.549997 -2.244236 7.830601 	 -14.049992 -2.244236 4.058548 	 -0.150000 -2.244236 13.633759 	                    	                    	                    	                    	                    	
 -11.559998 -2.338795 7.809102 	 -14.079991 -2.338795 4.025987 	 -0.150000 -2.338795 13.629276 	                    	                    	                    	                    	                    	
 -11.569998 -2.433350 7.787401 	 -14.109992 -2.433350 3.993224 	 -0.150000 -2.433350 13.624594 	                    	                    	                    	                    	                    	
 -11.579998 -2.527908 7.765501 	 -14.139992 -2.527908 3.960262 	 -0.150000 -2.527908 13.619712 	                    	                    	                    	                    	                    	
 -11.589997 -2.622467 7.743401 	 -14.169991 -2.622467 3.927101 	 -0.150000 -2.622467 13.614631 	                    	                    	                    	                    	                    	
 -11.599998 -2.717026 7.721100 	 -14.199991 -2.717026 3.893739 	 -0.150000 -2.717026 13.609347 	                    	                    	                    	                    	                    	
 -11.609998 -2.811584 7.698600 	 -14.229992 -2.811584 3.860177 	 -0.150000 -2.811584 13.603866 	                    	                    	                    	                    	                    	
 -11.619998 -2.906139 7.675900 	 -14.259992 -2.906139 3.826415 	 -0.150000 -2.906139 13.598184 	                    	                    	                    	                    	                    	
 -11.629997 -3.000698 7.652999 	 -14.289991 -3.000698 3.792453 	 -0.150000 -3.000698 13.592300 	                    	                    	                    	                    	                    	
 -11.639997 -3.095257 7.629899 	 -14.319991 -3.095257 3.758291 	 -0.150000 -3.095257 13.586219 	                    	                    	                    	                    	                    	
 -11.649998 -3.189816 7.606599 	 -14.349992 -3.189816 3.723929 	 -0.150000 -3.189816 13.579937 	                    	                    	                    	                    	                    	
 -11.659998 -3.284370 7.583098 	 -14.379992 -3.284370 3.689367 	 -0.150000 -3.284370 13.573455 	                    	                    	                    	                    	                    	
 -11.669997 -3.378929 7.559399 	 -14.409991 -3.378929 3.654605 	 -0.150000 -3.378929 13.566772 	                    	                    	                    	                    	                    	
 -11.679997 -3.473488 7.535499 	 -14.439991 -3.473488 3.619643 	 -0.150000 -3.473488 13.559891 	                    	                    	                    	                    	                    	
 -11.689998 -3.568047 7.511398 	 -14.469992 -3.568047 3.584481 	 -0.150000 -3.568047 13.552809 	                    	                    	                    	                    	                    	
 -11.699998 -3.662605 7.487098 	 -14.499991 -3.662605 3.549119 	 -0.150000 -3.662605 13.545526 	                    	                    	                    	                    	                    	
 -11.709997 -3.757160 7.462598 	 -14.529991 -3.757160 3.513557 	 -0.150000 -3.757160 13.538044 	                    	                    	                    	                    	                    	
 -11.719997 -3.851719 7.437898 	 -14.559991 -3.851719 3.477796 	 -0.150000 -3.851719 13.530362 	                    	                    	                    	                    	                    	
 -11.729998 -3.946278 7.412997 	 -14.589992 -3.946278 3.441833 	 -0.150000 -3.946278 13.522480 	                    	                    	                    	                    	                    	
 -11.739998 -4.040836 7.387897 	 -14.619991 -4.040836 3.405671 	 -0.150000 -4.040836 13.514397 	                    	                    	                    	                    	                    	
 -11.749997 -4.135391 7.362597 	 -14.649991 -4.135391 3.369309 	 -0.150000 -4.135391 13.506115 	                    	                    	                    	                    	                    	
 -11.759997 -4.229950 7.337096 	 -14.679991 -4.229950 3.332747 	 -0.150000 -4.229950 13.497633 	                    	                    	                    	                    	                    	
 -11.769998 -4.324509 7.311397 	 -14.709991 -4.324509 3.295986 	 -0.150000 -4.324509 13.488951 	                    	                    	                    	                    	                    	
 -11.779998 -4.419067 7.285496 	 -14.739991 -4.419067 3.259023 	 -0.150000 -4.419067 13.480068 	                    	                    	                    	                    	                    	
 -11.789997 -4.513626 7.259396 	 -14.769991 -4.513626 3.221861 	 -0.150000 -4.513626 13.470986 	                    	                    	                    	                    	                    	
 -11.799997 -4.608181 7.233095 	 -14.799991 -4.608181 3.184499 	 -0.150000 -4.608181 13.461703 	                    	                    	                    	                    	                    	
 -11.809998 -4.702740 7.206595 	 -14.829991 -4.702740 3.146938 	 -0.150000 -4.702740 13.452222 	                    	                    	                    	                    	                    	
