# Game Session ID 
163 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    16:47:50 
# With Fead back 
 False  
# With Visible Trajectory 
 True  
### Game start ### 
 # Throw number 1 of 30
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Bad ball 
 Ball 2 -> Ok ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	 Ball 8                               	 Ball 9                               	
 -8.710001 26.953133 4.773091 	 -4.130000 26.953133 4.452301 	 -0.990000 26.953133 5.266615 	                    	                    	                    	                    	                    	                    	                    	
 -8.730000 26.848068 4.813991 	 -4.140000 26.848068 4.482138 	 -1.020000 26.848068 5.324533 	                    	                    	                    	                    	                    	                    	                    	
 -8.750001 26.743004 4.854691 	 -4.150000 26.743004 4.511776 	 -1.050000 26.743004 5.382250 	                    	                    	                    	                    	                    	                    	                    	
 -8.770000 26.637939 4.895190 	 -4.160000 26.637939 4.541214 	 -1.080000 26.637939 5.439768 	                    	                    	                    	                    	                    	                    	                    	
 -8.790001 26.532875 4.935490 	 -4.170000 26.532875 4.570452 	 -1.110000 26.532875 5.497086 	                    	                    	                    	                    	                    	                    	                    	
 -8.810000 26.427811 4.975589 	 -4.180000 26.427811 4.599490 	 -1.140000 26.427811 5.554204 	                    	                    	                    	                    	                    	                    	                    	
 -8.830001 26.322746 5.015489 	 -4.190000 26.322746 4.628328 	 -1.170000 26.322746 5.611121 	                    	                    	                    	                    	                    	                    	                    	
 -8.850000 26.217682 5.055189 	 -4.200000 26.217682 4.656966 	 -1.200000 26.217682 5.667839 	                    	                    	                    	                    	                    	                    	                    	
 -8.870001 26.112617 5.094688 	 -4.210000 26.112617 4.685404 	 -1.230000 26.112617 5.724357 	                    	                    	                    	                    	                    	                    	                    	
 -8.890000 26.007553 5.133988 	 -4.220000 26.007553 4.713642 	 -1.260000 26.007553 5.780674 	                    	                    	                    	                    	                    	                    	                    	
 -8.910001 25.902489 5.173088 	 -4.230000 25.902489 4.741680 	 -1.290000 25.902489 5.836792 	                    	                    	                    	                    	                    	                    	                    	
 -8.930000 25.797424 5.211987 	 -4.240000 25.797424 4.769517 	 -1.320000 25.797424 5.892710 	                    	                    	                    	                    	                    	                    	                    	
 -8.950001 25.692362 5.250687 	 -4.250000 25.692362 4.797155 	 -1.350000 25.692362 5.948428 	                    	                    	                    	                    	                    	                    	                    	
 -8.970000 25.587297 5.289186 	 -4.260000 25.587297 4.824594 	 -1.380000 25.587297 6.003945 	                    	                    	                    	                    	                    	                    	                    	
 -8.990001 25.482233 5.327486 	 -4.270000 25.482233 4.851831 	 -1.409999 25.482233 6.059263 	                    	                    	                    	                    	                    	                    	                    	
 -9.010000 25.377169 5.365586 	 -4.280000 25.377169 4.878869 	 -1.439999 25.377169 6.114381 	                    	                    	                    	                    	                    	                    	                    	
 -9.030001 25.272104 5.403486 	 -4.290000 25.272104 4.905707 	 -1.469999 25.272104 6.169299 	                    	                    	                    	                    	                    	                    	                    	
 -9.050000 25.167040 5.441185 	 -4.300000 25.167040 4.932345 	 -1.499999 25.167040 6.224016 	                    	                    	                    	                    	                    	                    	                    	
 -9.070001 25.061975 5.478685 	 -4.310000 25.061975 4.958783 	 -1.529999 25.061975 6.278534 	                    	                    	                    	                    	                    	                    	                    	
 -9.090000 24.956911 5.515985 	 -4.320000 24.956911 4.985021 	 -1.559999 24.956911 6.332851 	                    	                    	                    	                    	                    	                    	                    	
 -9.110001 24.851847 5.553084 	 -4.330000 24.851847 5.011059 	 -1.589999 24.851847 6.386970 	                    	                    	                    	                    	                    	                    	                    	
 -9.130000 24.746782 5.589984 	 -4.340000 24.746782 5.036897 	 -1.619999 24.746782 6.440887 	                    	                    	                    	                    	                    	                    	                    	
 -9.150001 24.641718 5.626684 	 -4.350000 24.641718 5.062535 	 -1.649999 24.641718 6.494605 	                    	                    	                    	                    	                    	                    	                    	
 -9.170000 24.536654 5.663183 	 -4.360000 24.536654 5.087973 	 -1.679999 24.536654 6.548122 	                    	                    	                    	                    	                    	                    	                    	
 -9.190001 24.431589 5.699483 	 -4.370000 24.431589 5.113211 	 -1.709999 24.431589 6.601440 	                    	                    	                    	                    	                    	                    	                    	
 -9.210000 24.326525 5.735583 	 -4.380000 24.326525 5.138248 	 -1.739999 24.326525 6.654558 	                    	                    	                    	                    	                    	                    	                    	
 -9.230000 24.221460 5.771482 	 -4.390000 24.221460 5.163086 	 -1.769999 24.221460 6.707476 	                    	                    	                    	                    	                    	                    	                    	
 -9.250000 24.116396 5.807182 	 -4.400000 24.116396 5.187725 	 -1.799999 24.116396 6.760193 	                    	                    	                    	                    	                    	                    	                    	
 -9.270000 24.011332 5.842681 	 -4.410000 24.011332 5.212162 	 -1.829999 24.011332 6.812711 	                    	                    	                    	                    	                    	                    	                    	
 -9.290000 23.906269 5.877981 	 -4.420000 23.906269 5.236400 	 -1.859999 23.906269 6.865029 	                    	                    	                    	                    	                    	                    	                    	
 -9.310000 23.801205 5.913081 	 -4.430000 23.801205 5.260438 	 -1.889999 23.801205 6.917147 	                    	                    	                    	                    	                    	                    	                    	
 -9.330000 23.696140 5.947981 	 -4.440000 23.696140 5.284276 	 -1.919999 23.696140 6.969064 	                    	                    	                    	                    	                    	                    	                    	
 -9.350000 23.591076 5.982680 	 -4.450000 23.591076 5.307914 	 -1.949999 23.591076 7.020782 	                    	                    	                    	                    	                    	                    	                    	
 -9.370000 23.486012 6.017180 	 -4.460000 23.486012 5.331352 	 -1.979999 23.486012 7.072300 	                    	                    	                    	                    	                    	                    	                    	
 -9.390000 23.380947 6.051480 	 -4.470000 23.380947 5.354590 	 -2.009999 23.380947 7.123618 	                    	                    	                    	                    	                    	                    	                    	
 -9.410000 23.275883 6.085579 	 -4.480000 23.275883 5.377628 	 -2.039999 23.275883 7.174735 	                    	                    	                    	                    	                    	                    	                    	
 -9.430000 23.170818 6.119479 	 -4.490000 23.170818 5.400466 	 -2.069999 23.170818 7.225653 	                    	                    	                    	                    	                    	                    	                    	
 -9.450000 23.065754 6.153179 	 -4.500000 23.065754 5.423104 	 -2.099999 23.065754 7.276371 	                    	                    	                    	                    	                    	                    	                    	
 -9.470000 22.960690 6.186678 	 -4.510000 22.960690 5.445541 	 -2.129999 22.960690 7.326889 	                    	                    	                    	                    	                    	                    	                    	
 -9.490000 22.855625 6.219978 	 -4.520000 22.855625 5.467780 	 -2.159999 22.855625 7.377206 	                    	                    	                    	                    	                    	                    	                    	
 -9.510000 22.750561 6.253078 	 -4.530000 22.750561 5.489818 	 -2.189999 22.750561 7.427324 	                    	                    	                    	                    	                    	                    	                    	
 -9.530000 22.645496 6.285977 	 -4.540000 22.645496 5.511655 	 -2.219999 22.645496 7.477242 	                    	                    	                    	                    	                    	                    	                    	
 -9.550000 22.540432 6.318677 	 -4.550000 22.540432 5.533293 	 -2.249999 22.540432 7.526959 	                    	                    	                    	                    	                    	                    	                    	
 -9.570000 22.435368 6.351177 	 -4.560000 22.435368 5.554731 	 -2.279999 22.435368 7.576477 	                    	                    	                    	                    	                    	                    	                    	
 -9.590000 22.330303 6.383476 	 -4.570000 22.330303 5.575969 	 -2.309999 22.330303 7.625795 	                    	                    	                    	                    	                    	                    	                    	
 -9.610000 22.225239 6.415576 	 -4.580000 22.225239 5.597007 	 -2.339999 22.225239 7.674912 	                    	                    	                    	                    	                    	                    	                    	
 -9.630000 22.120174 6.447475 	 -4.590000 22.120174 5.617845 	 -2.369999 22.120174 7.723830 	                    	                    	                    	                    	                    	                    	                    	
 -9.650000 22.015110 6.479176 	 -4.600000 22.015110 5.638483 	 -2.399999 22.015110 7.772548 	                    	                    	                    	                    	                    	                    	                    	
 -9.670000 21.910046 6.510675 	 -4.610000 21.910046 5.658921 	 -2.429999 21.910046 7.821066 	                    	                    	                    	                    	                    	                    	                    	
 -9.690000 21.804981 6.541975 	 -4.620000 21.804981 5.679159 	 -2.459999 21.804981 7.869383 	                    	                    	                    	                    	                    	                    	                    	
 -9.710000 21.699917 6.573074 	 -4.630000 21.699917 5.699197 	 -2.489999 21.699917 7.917501 	                    	                    	                    	                    	                    	                    	                    	
 -9.730000 21.594852 6.603974 	 -4.640000 21.594852 5.719035 	 -2.519999 21.594852 7.965419 	                    	                    	                    	                    	                    	                    	                    	
 -9.750000 21.489788 6.634674 	 -4.650000 21.489788 5.738673 	 -2.549999 21.489788 8.013137 	                    	                    	                    	                    	                    	                    	                    	
 -9.770000 21.384724 6.665174 	 -4.660000 21.384724 5.758111 	 -2.579998 21.384724 8.060655 	                    	                    	                    	                    	                    	                    	                    	
 -9.790000 21.279659 6.695473 	 -4.670000 21.279659 5.777349 	 -2.609998 21.279659 8.107972 	                    	                    	                    	                    	                    	                    	                    	
 -9.809999 21.174597 6.725573 	 -4.680000 21.174597 5.796387 	 -2.639998 21.174597 8.155089 	                    	                    	                    	                    	                    	                    	                    	
 -9.830000 21.069532 6.755472 	 -4.690000 21.069532 5.815225 	 -2.669998 21.069532 8.202007 	                    	                    	                    	                    	                    	                    	                    	
 -9.849999 20.964468 6.785172 	 -4.700000 20.964468 5.833862 	 -2.699998 20.964468 8.248725 	                    	                    	                    	                    	                    	                    	                    	
 -9.870000 20.859404 6.814672 	 -4.710000 20.859404 5.852300 	 -2.729998 20.859404 8.295243 	                    	                    	                    	                    	                    	                    	                    	
 -9.889999 20.754339 6.843971 	 -4.720000 20.754339 5.870538 	 -2.759998 20.754339 8.341560 	                    	                    	                    	                    	                    	                    	                    	
 -9.910000 20.649275 6.873071 	 -4.730000 20.649275 5.888576 	 -2.789998 20.649275 8.387678 	                    	                    	                    	                    	                    	                    	                    	
 -9.929999 20.544210 6.901971 	 -4.740000 20.544210 5.906414 	 -2.819998 20.544210 8.433597 	                    	                    	                    	                    	                    	                    	                    	
 -9.950000 20.439146 6.930670 	 -4.750000 20.439146 5.924052 	 -2.849998 20.439146 8.479314 	                    	                    	                    	                    	                    	                    	                    	
 -9.969999 20.334082 6.959170 	 -4.760000 20.334082 5.941490 	 -2.879998 20.334082 8.524832 	                    	                    	                    	                    	                    	                    	                    	
 -9.990000 20.229017 6.987470 	 -4.770000 20.229017 5.958728 	 -2.909998 20.229017 8.570149 	                    	                    	                    	                    	                    	                    	                    	
 -10.009999 20.123955 7.015570 	 -4.780000 20.123955 5.975766 	 -2.939998 20.123955 8.615267 	                    	                    	                    	                    	                    	                    	                    	
 -10.030000 20.018890 7.043469 	 -4.789999 20.018890 5.992604 	 -2.969998 20.018890 8.660185 	                    	                    	                    	                    	                    	                    	                    	
 -10.049999 19.913826 7.071169 	 -4.800000 19.913826 6.009242 	 -2.999998 19.913826 8.704903 	                    	                    	                    	                    	                    	                    	                    	
 -10.070000 19.808762 7.098669 	 -4.809999 19.808762 6.025680 	 -3.029998 19.808762 8.749420 	                    	                    	                    	                    	                    	                    	                    	
 -10.089999 19.703697 7.125968 	 -4.820000 19.703697 6.041918 	 -3.059998 19.703697 8.793738 	                    	                    	                    	                    	                    	                    	                    	
 -10.110000 19.598633 7.153068 	 -4.829999 19.598633 6.057956 	 -3.089998 19.598633 8.837855 	                    	                    	                    	                    	                    	                    	                    	
 -10.129999 19.493568 7.179967 	 -4.840000 19.493568 6.073793 	 -3.119998 19.493568 8.881773 	                    	                    	                    	                    	                    	                    	                    	
 -10.150000 19.388504 7.206667 	 -4.849999 19.388504 6.089432 	 -3.149998 19.388504 8.925491 	                    	                    	                    	                    	                    	                    	                    	
 -10.169999 19.283440 7.233167 	 -4.860000 19.283440 6.104869 	 -3.179998 19.283440 8.969009 	                    	                    	                    	                    	                    	                    	                    	
 -10.190000 19.178375 7.259467 	 -4.869999 19.178375 6.120108 	 -3.209998 19.178375 9.012327 	                    	                    	                    	                    	                    	                    	                    	
 -10.209999 19.073311 7.285566 	 -4.880000 19.073311 6.135146 	 -3.239998 19.073311 9.055445 	                    	                    	                    	                    	                    	                    	                    	
 -10.230000 18.968246 7.311466 	 -4.889999 18.968246 6.149983 	 -3.269998 18.968246 9.098362 	                    	                    	                    	                    	                    	                    	                    	
 -10.249999 18.863182 7.337166 	 -4.900000 18.863182 6.164621 	 -3.299998 18.863182 9.141080 	                    	                    	                    	                    	                    	                    	                    	
 -10.270000 18.758118 7.362666 	 -4.909999 18.758118 6.179060 	 -3.329998 18.758118 9.183598 	                    	                    	                    	                    	                    	                    	                    	
 -10.289999 18.653053 7.387965 	 -4.920000 18.653053 6.193297 	 -3.359998 18.653053 9.225916 	                    	                    	                    	                    	                    	                    	                    	
 -10.309999 18.547989 7.413065 	 -4.929999 18.547989 6.207335 	 -3.389998 18.547989 9.268033 	                    	                    	                    	                    	                    	                    	                    	
 -10.329999 18.442924 7.437964 	 -4.940000 18.442924 6.221173 	 -3.419998 18.442924 9.309951 	                    	                    	                    	                    	                    	                    	                    	
 -10.349999 18.337860 7.462664 	 -4.949999 18.337860 6.234811 	 -3.449998 18.337860 9.351668 	                    	                    	                    	                    	                    	                    	                    	
 -10.369999 18.232796 7.487164 	 -4.960000 18.232796 6.248249 	 -3.479998 18.232796 9.393187 	                    	                    	                    	                    	                    	                    	                    	
 -10.389999 18.127731 7.511464 	 -4.969999 18.127731 6.261487 	 -3.509998 18.127731 9.434505 	                    	                    	                    	                    	                    	                    	                    	
 -10.409999 18.022667 7.535563 	 -4.980000 18.022667 6.274525 	 -3.539998 18.022667 9.475622 	                    	                    	                    	                    	                    	                    	                    	
 -10.429999 17.917603 7.559463 	 -4.989999 17.917603 6.287363 	 -3.569998 17.917603 9.516540 	                    	                    	                    	                    	                    	                    	                    	
 -10.449999 17.812538 7.583163 	 -5.000000 17.812538 6.300001 	 -3.599998 17.812538 9.557258 	                    	                    	                    	                    	                    	                    	                    	
 -10.469999 17.707474 7.606662 	 -5.009999 17.707474 6.312438 	 -3.629998 17.707474 9.597775 	                    	                    	                    	                    	                    	                    	                    	
 -10.489999 17.602409 7.629962 	 -5.020000 17.602409 6.324677 	 -3.659998 17.602409 9.638093 	                    	                    	                    	                    	                    	                    	                    	
 -10.509999 17.497345 7.653062 	 -5.029999 17.497345 6.336715 	 -3.689998 17.497345 9.678211 	                    	                    	                    	                    	                    	                    	                    	
 -10.529999 17.392281 7.675961 	 -5.039999 17.392281 6.348553 	 -3.719998 17.392281 9.718128 	                    	                    	                    	                    	                    	                    	                    	
 -10.549999 17.287216 7.698661 	 -5.049999 17.287216 6.360190 	 -3.749998 17.287216 9.757846 	                    	                    	                    	                    	                    	                    	                    	
 -10.569999 17.182152 7.721161 	 -5.059999 17.182152 6.371628 	 -3.779998 17.182152 9.797364 	                    	                    	                    	                    	                    	                    	                    	
 -10.589999 17.077087 7.743461 	 -5.069999 17.077087 6.382866 	 -3.809998 17.077087 9.836681 	                    	                    	                    	                    	                    	                    	                    	
 -10.609999 16.972023 7.765560 	 -5.079999 16.972023 6.393904 	 -3.839998 16.972023 9.875799 	                    	                    	                    	                    	                    	                    	                    	
 -10.629999 16.866959 7.787460 	 -5.089999 16.866959 6.404742 	 -3.869998 16.866959 9.914717 	                    	                    	                    	                    	                    	                    	                    	
 -10.649999 16.761894 7.809160 	 -5.099999 16.761894 6.415380 	 -3.899997 16.761894 9.953435 	                    	                    	                    	                    	                    	                    	                    	
 -10.669999 16.656830 7.830659 	 -5.109999 16.656830 6.425818 	 -3.929997 16.656830 9.991953 	                    	                    	                    	                    	                    	                    	                    	
 -10.689999 16.551767 7.851959 	 -5.119999 16.551767 6.436056 	 -3.959997 16.551767 10.030271 	                    	                    	                    	                    	                    	                    	                    	
 -10.709999 16.446703 7.873058 	 -5.129999 16.446703 6.446094 	 -3.989997 16.446703 10.068388 	                    	                    	                    	                    	                    	                    	                    	
 -10.729999 16.341639 7.893958 	 -5.139999 16.341639 6.455932 	 -4.019997 16.341639 10.106306 	                    	                    	                    	                    	                    	                    	                    	
 -10.749999 16.236574 7.914658 	 -5.149999 16.236574 6.465570 	 -4.049997 16.236574 10.144024 	                    	                    	                    	                    	                    	                    	                    	
 -10.769999 16.131510 7.935158 	 -5.159999 16.131510 6.475008 	 -4.079997 16.131510 10.181541 	                    	                    	                    	                    	                    	                    	                    	
 -10.789999 16.026445 7.955457 	 -5.169999 16.026445 6.484246 	 -4.109997 16.026445 10.218859 	                    	                    	                    	                    	                    	                    	                    	
 -10.809999 15.921381 7.975557 	 -5.179999 15.921381 6.493284 	 -4.139997 15.921381 10.255977 	                    	                    	                    	                    	                    	                    	                    	
 -10.829999 15.816317 7.995457 	 -5.189999 15.816317 6.502122 	 -4.169997 15.816317 10.292894 	                    	                    	                    	                    	                    	                    	                    	
 -10.849998 15.711252 8.015157 	 -5.199999 15.711252 6.510760 	 -4.199997 15.711252 10.329613 	                    	                    	                    	                    	                    	                    	                    	
 -10.869999 15.606188 8.034657 	 -5.209999 15.606188 6.519198 	 -4.229997 15.606188 10.366130 	                    	                    	                    	                    	                    	                    	                    	
 -10.889998 15.501124 8.053956 	 -5.219999 15.501124 6.527436 	 -4.259997 15.501124 10.402448 	                    	                    	                    	                    	                    	                    	                    	
 -10.909999 15.396060 8.073055 	 -5.229999 15.396060 6.535474 	 -4.289997 15.396060 10.438565 	                    	                    	                    	                    	                    	                    	                    	
 -10.929998 15.290996 8.091955 	 -5.239999 15.290996 6.543312 	 -4.319997 15.290996 10.474483 	                    	                    	                    	                    	                    	                    	                    	
 -10.949999 15.185931 8.110655 	 -5.249999 15.185931 6.550950 	 -4.349997 15.185931 10.510201 	                    	                    	                    	                    	                    	                    	                    	
 -10.969998 15.080867 8.129154 	 -5.259999 15.080867 6.558387 	 -4.379997 15.080867 10.545719 	                    	                    	                    	                    	                    	                    	                    	
 -10.989999 14.975802 8.147454 	 -5.269999 14.975802 6.565626 	 -4.409997 14.975802 10.581037 	                    	                    	                    	                    	                    	                    	                    	
 -11.009998 14.870738 8.165554 	 -5.279999 14.870738 6.572663 	 -4.439997 14.870738 10.616155 	                    	                    	                    	                    	                    	                    	                    	
 -11.029999 14.765674 8.183454 	 -5.289999 14.765674 6.579501 	 -4.469997 14.765674 10.651073 	                    	                    	                    	                    	                    	                    	                    	
 -11.049998 14.660609 8.201154 	 -5.299999 14.660609 6.586139 	 -4.499997 14.660609 10.685790 	                    	                    	                    	                    	                    	                    	                    	
 -11.069999 14.555546 8.218653 	 -5.309999 14.555546 6.592577 	 -4.529997 14.555546 10.720307 	                    	                    	                    	                    	                    	                    	                    	
 -11.089998 14.450481 8.235953 	 -5.319999 14.450481 6.598815 	 -4.559997 14.450481 10.754625 	                    	                    	                    	                    	                    	                    	                    	
 -11.109999 14.345417 8.253053 	 -5.329999 14.345417 6.604853 	 -4.589997 14.345417 10.788743 	                    	                    	                    	                    	                    	                    	                    	
 -11.129998 14.240353 8.269952 	 -5.339999 14.240353 6.610691 	 -4.619997 14.240353 10.822660 	                    	                    	                    	                    	                    	                    	                    	
 -11.149999 14.135288 8.286652 	 -5.349999 14.135288 6.616329 	 -4.649997 14.135288 10.856379 	                    	                    	                    	                    	                    	                    	                    	
 -11.169998 14.030224 8.303151 	 -5.359999 14.030224 6.621767 	 -4.679996 14.030224 10.889896 	                    	                    	                    	                    	                    	                    	                    	
 -11.189999 13.925159 8.319451 	 -5.369999 13.925159 6.627005 	 -4.709997 13.925159 10.923214 	                    	                    	                    	                    	                    	                    	                    	
 -11.209998 13.820095 8.335551 	 -5.379999 13.820095 6.632043 	 -4.739996 13.820095 10.956332 	                    	                    	                    	                    	                    	                    	                    	
 -11.229999 13.715031 8.351451 	 -5.389999 13.715031 6.636881 	 -4.769997 13.715031 10.989249 	                    	                    	                    	                    	                    	                    	                    	
 -11.249998 13.609966 8.367150 	 -5.399999 13.609966 6.641519 	 -4.799996 13.609966 11.021968 	                    	                    	                    	                    	                    	                    	                    	
 -11.269999 13.504902 8.382650 	 -5.409999 13.504902 6.645957 	 -4.829997 13.504902 11.054485 	                    	                    	                    	                    	                    	                    	                    	
 -11.289998 13.399837 8.397950 	 -5.419999 13.399837 6.650195 	 -4.859996 13.399837 11.086803 	                    	                    	                    	                    	                    	                    	                    	
 -11.309999 13.294773 8.413050 	 -5.429999 13.294773 6.654233 	 -4.889997 13.294773 11.118920 	                    	                    	                    	                    	                    	                    	                    	
 -11.329998 13.189709 8.427949 	 -5.439999 13.189709 6.658071 	 -4.919996 13.189709 11.150838 	                    	                    	                    	                    	                    	                    	                    	
 -11.349998 13.084644 8.442649 	 -5.449999 13.084644 6.661709 	 -4.949996 13.084644 11.182556 	                    	                    	                    	                    	                    	                    	                    	
 -11.369998 12.979582 8.457149 	 -5.459999 12.979582 6.665147 	 -4.979996 12.979582 11.214074 	                    	                    	                    	                    	                    	                    	                    	
 -11.389998 12.874517 8.471448 	 -5.469999 12.874517 6.668385 	 -5.009996 12.874517 11.245392 	                    	                    	                    	                    	                    	                    	                    	
 -11.409998 12.769453 8.485548 	 -5.479999 12.769453 6.671423 	 -5.039996 12.769453 11.276509 	                    	                    	                    	                    	                    	                    	                    	
 -11.429998 12.664389 8.499448 	 -5.489999 12.664389 6.674261 	 -5.069996 12.664389 11.307427 	                    	                    	                    	                    	                    	                    	                    	
 -11.449998 12.559324 8.513147 	 -5.499999 12.559324 6.676898 	 -5.099996 12.559324 11.338145 	                    	                    	                    	                    	                    	                    	                    	
 -11.469998 12.454260 8.526648 	 -5.509999 12.454260 6.679337 	 -5.129996 12.454260 11.368663 	                    	                    	                    	                    	                    	                    	                    	
 -11.489998 12.349195 8.539947 	 -5.519999 12.349195 6.681575 	 -5.159996 12.349195 11.398980 	                    	                    	                    	                    	                    	                    	                    	
 -11.509998 12.244131 8.553046 	 -5.529999 12.244131 6.683612 	 -5.189996 12.244131 11.429098 	                    	                    	                    	                    	                    	                    	                    	
 -11.529998 12.139067 8.565946 	 -5.539999 12.139067 6.685451 	 -5.219996 12.139067 11.459016 	                    	                    	                    	                    	                    	                    	                    	
 -11.549998 12.034002 8.578646 	 -5.549999 12.034002 6.687088 	 -5.249996 12.034002 11.488734 	                    	                    	                    	                    	                    	                    	                    	
 -11.569998 11.928938 8.591146 	 -5.559999 11.928938 6.688527 	 -5.279996 11.928938 11.518251 	                    	                    	                    	                    	                    	                    	                    	
 -11.589998 11.823874 8.603445 	 -5.569999 11.823874 6.689764 	 -5.309996 11.823874 11.547569 	                    	                    	                    	                    	                    	                    	                    	
 -11.609998 11.718809 8.615545 	 -5.579999 11.718809 6.690803 	 -5.339996 11.718809 11.576687 	                    	                    	                    	                    	                    	                    	                    	
